"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"SION","NASD","Sionna Therapeutics Inc","Healthcare","Biotechnology",282.57,6.25,22.55%,9316295,1325.45,7.03,-86.80%,-85.33%,-84.73%,-83.56%,-84.81%,-70.22%,15.40%,-34.53%,-61.68%,,-16.57%,1.89%,63.37%,15.75%,-84.68%,-84.46%,-84.28%,25.25%
"FCUV","NASD","Focus Universal Inc","Technology","Scientific & Technical Instruments",3.82,5.43,-9.50%,32401,3737.74,0.01,-46.82%,68.63%,74.80%,-77.89%,-83.24%,-94.10%,27.64%,,11.93%,-74.78%,,-2.10%,0.60%,3.50%,7.97%,36.46%,-86.17%,-6.86%
"CDNL","NASD","Cardinal Infrastructure Group Inc","Industrials","Engineering & Construction",1695.29,35.97,-6.01%,1828065,712.52,2.57,-43.13%,-48.41%,-36.99%,41.06%,48.76%,,13.37%,132.10%,-37.24%,177.42%,,9.22%,85.28%,13.90%,-42.39%,-47.75%,-21.33%,-6.84%
"UTI","NYSE","Universal Technical Institute Inc","Consumer Defensive","Education & Training Services",1412.64,25.64,0.59%,1785134,1371.89,1.30,-39.49%,-45.04%,-31.94%,-5.32%,-1.88%,-3.39%,10.03%,-46.52%,-78.77%,7.15%,3.88%,5.40%,106.93%,8.22%,-29.47%,-36.56%,-24.50%,-0.23%
"AMIX","NASD","Autonomix Medical Inc","Healthcare","Medical Devices",7.32,7.53,-17.38%,321300,3760.86,0.09,-37.73%,45.18%,8.76%,-13.54%,-34.76%,-68.53%,29.20%,53.45%,81.71%,,29.01%,1.69%,1.64%,29.27%,16.97%,9.02%,-26.84%,-13.89%
"BLLN","NASD","Billiontoone Inc","Healthcare","Diagnostics & Research",4598.38,97.45,-0.50%,522418,783.70,0.67,-35.02%,-21.96%,3.42%,5.99%,19.07%,,8.61%,465.31%,2789.09%,64.40%,132.78%,3.90%,17.55%,8.15%,-21.45%,-16.03%,2.12%,-0.55%
"LZ","NASD","LegalZoom.com Inc","Industrials","Specialty Business Services",929.97,5.43,-0.18%,3400476,2993.40,1.14,-32.96%,-27.31%,-11.85%,-29.39%,-45.32%,-48.33%,7.42%,17.45%,2113.33%,6.64%,12.16%,0.17%,68.99%,11.90%,-24.83%,-18.75%,-28.68%,2.55%
"INSG","NASD","Inseego Corp","Technology","Communication Equipment",82.59,5.03,-2.71%,487540,367.97,1.32,-32.30%,-37.20%,-65.81%,-52.99%,-51.02%,-41.85%,11.73%,-298.53%,-1968.40%,9.35%,,8.64%,51.37%,12.97%,-25.09%,-42.86%,-56.36%,-3.45%
"LINC","NASD","Lincoln Educational Services Corp","Consumer Defensive","Education & Training Services",945.30,29.80,-1.91%,1040547,660.67,1.57,-30.73%,-44.31%,-40.65%,10.74%,23.40%,47.60%,10.74%,22.66%,24.55%,22.40%,26.97%,5.63%,88.16%,9.92%,-25.62%,-34.96%,-15.76%,-2.30%
"OPFI","NYSE","OppFi Inc","Financial","Credit Services",585.80,6.86,4.10%,1777801,823.90,2.16,-29.93%,-25.43%,-26.24%,-25.11%,-34.42%,-36.42%,7.93%,-11.16%,122.96%,1.91%,18.56%,-2.59%,15.04%,4.33%,-25.00%,-23.76%,-25.86%,3.16%
"LASR","NASD","nLIGHT Inc","Technology","Semiconductors",3059.88,53.04,7.78%,1700909,1295.94,1.31,-29.51%,-25.80%,-36.71%,0.23%,41.40%,91.48%,8.65%,106.48%,67.54%,33.78%,60.91%,10.11%,88.46%,5.33%,-20.00%,-20.59%,-5.61%,3.95%
"TTD","NASD","Trade Desk Inc","Communication Services","Advertising Agencies",6341.76,13.49,-0.52%,23123630,22237.68,1.04,-28.85%,-28.78%,-36.19%,-52.04%,-64.46%,-74.68%,7.76%,-52.98%,-24.64%,3.03%,-17.04%,6.07%,75.15%,18.06%,-22.24%,-26.73%,-51.55%,0.22%
