"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",1016.11,11.04,1.01%,2038190,3061.03,0.67,5.65%,-18.10%,187.50%,251.59%,276.79%,367.80%,4.76%,,124.41%,114.45%,,-0.79%,51.73%,9.62%,-3.16%,6.27%,119.60%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",6140.18,76.52,-13.18%,12043081,11751.02,1.02,-30.76%,-49.02%,-44.25%,104.65%,119.51%,217.38%,10.78%,497.41%,-2.56%,51.36%,,12.49%,72.16%,13.10%,-30.78%,-47.75%,-14.40%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",58847.60,44.44,-2.52%,12214212,26067.77,0.47,-7.67%,0.07%,59.00%,105.74%,85.01%,113.14%,5.42%,76.05%,153.39%,40.64%,31.41%,-0.96%,92.81%,4.94%,-3.62%,-2.05%,52.07%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",239630.61,369.64,-5.73%,6277297,8777.73,0.72,-16.33%,-10.85%,79.50%,222.38%,193.64%,176.86%,7.92%,79.42%,281.26%,87.49%,35.99%,-1.83%,39.80%,4.35%,-11.40%,-5.76%,74.51%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",150442.92,1015.89,-7.32%,23776392,13543.82,1.76,-36.48%,-50.45%,1.35%,111.02%,327.96%,2266.39%,12.10%,2136.60%,272.72%,251.03%,,-4.08%,79.18%,5.38%,-35.44%,-40.72%,22.12%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",171407.36,764.43,2.29%,9223043,4736.16,1.95,-15.82%,-21.07%,32.02%,105.62%,177.58%,400.67%,8.47%,124.70%,149.27%,48.49%,72.67%,-1.93%,85.47%,3.28%,-9.47%,-13.69%,49.32%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5322.32,85.47,-3.48%,1459453,1731.85,0.84,-9.28%,-13.10%,44.50%,100.63%,169.45%,146.38%,6.92%,-61.35%,-8.21%,19.31%,15.12%,3.60%,121.00%,23.65%,-7.47%,4.44%,64.45%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7720.74,86.82,0.00%,1147096,1964.28,0.58,-0.25%,15.58%,130.60%,104.40%,151.73%,350.78%,8.13%,514.50%,216.05%,4158.49%,,3.88%,67.32%,16.73%,7.42%,20.29%,95.91%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5880.61,46.32,-1.55%,2387387,3160.09,0.76,-1.55%,24.68%,116.75%,114.25%,184.00%,230.86%,5.44%,-130.22%,62.53%,-2.61%,-5.68%,1.48%,98.51%,14.37%,6.26%,30.38%,101.51%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",9216.64,30.57,-2.64%,5595609,7052.75,0.79,3.63%,3.80%,69.46%,105.44%,112.73%,120.88%,6.48%,165.29%,124.38%,52.55%,,1.45%,55.40%,8.02%,0.61%,10.36%,62.52%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2239.30,43.70,-9.20%,3126646,3986.59,0.78,-26.18%,-35.68%,55.41%,121.15%,123.42%,77.43%,9.09%,37.62%,,47.64%,28.14%,8.63%,122.22%,19.80%,-31.73%,-29.76%,35.51%
"SHAZ","NASD","SharonAI Holdings Inc","Technology","Information Technology Services",1410.52,40.09,-10.87%,3986858,1306.14,3.05,-43.13%,-50.51%,-8.84%,2010.00%,2010.00%,-19.01%,15.24%,40.15%,49.08%,,6.97%,16.54%,27.06%,10.11%,-40.68%,-43.36%,-96.43%
"ACHC","NASD","Acadia Healthcare Company Inc","Healthcare","Medical Care Facilities",2515.30,27.35,-16.34%,7921610,3134.36,2.53,-21.36%,-1.23%,-0.83%,102.89%,92.74%,22.87%,4.22%,-24.56%,-64.09%,-0.39%,0.72%,10.64%,139.63%,25.34%,-15.59%,-1.93%,25.11%
"AEHR","NASD","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",2133.38,65.40,-6.57%,2445404,2560.14,0.96,-30.08%,-30.99%,-20.66%,135.68%,223.92%,248.24%,10.89%,2000.00%,143.11%,33.69%,,3.25%,69.92%,15.69%,-15.66%,-28.33%,24.45%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",2418.70,36.97,-13.54%,7861503,9487.19,0.83,-30.22%,-48.26%,-46.19%,114.94%,126.12%,1514.41%,11.43%,172.45%,84.63%,39.10%,,5.36%,58.64%,17.58%,-30.39%,-53.64%,-20.07%
"ICHR","NASD","Ichor Holdings Ltd","Technology","Semiconductor Equipment & Materials",2170.48,62.25,-8.59%,987344,1185.99,0.83,-34.70%,-40.97%,-6.45%,100.81%,237.76%,196.57%,11.21%,499.38%,46.83%,4.75%,125.29%,-7.59%,93.38%,5.50%,-30.27%,-25.69%,28.65%
"MXL","NASD","MaxLinear Inc","Technology","Semiconductors",5192.19,57.25,-2.87%,2982954,4906.72,0.61,-34.04%,-47.22%,10.07%,203.87%,228.46%,230.73%,14.88%,440.47%,105.90%,55.17%,115.25%,-0.30%,84.92%,4.58%,-31.39%,-35.07%,41.72%
"FSLY","NASD","Fastly Inc","Technology","Software - Application",3237.99,20.69,-0.53%,5303342,7488.05,0.71,1.12%,14.94%,-16.00%,101.26%,103.24%,195.99%,7.15%,151.08%,51.10%,19.76%,55.47%,18.90%,89.07%,17.57%,3.96%,10.77%,24.74%
"RNG","NYSE","RingCentral Inc","Technology","Software - Application",4808.29,57.58,1.14%,2476887,1984.62,1.25,52.89%,47.30%,45.51%,112.87%,99.38%,116.79%,10.83%,15.30%,215.14%,5.90%,12.25%,9.92%,102.96%,12.17%,33.40%,39.15%,65.44%
"BAND","NASD","Bandwidth Inc","Technology","Software - Infrastructure",1183.04,36.95,-29.28%,4481824,1418.07,3.16,-42.60%,-39.32%,54.41%,161.13%,139.16%,179.82%,11.25%,24.48%,39.38%,19.82%,25.77%,0.27%,72.62%,12.44%,-43.49%,-40.45%,26.49%
"BLZE","NASD","Backblaze Inc","Technology","Software - Infrastructure",682.80,11.38,-5.72%,1011286,3516.06,0.29,-15.20%,-23.98%,165.27%,129.90%,144.21%,120.54%,9.21%,55.10%,39.88%,11.71%,37.88%,-5.51%,48.68%,4.62%,-21.47%,1.24%,69.04%
