"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",982.98,10.68,1.42%,1161868,3022.56,0.38,-0.09%,-4.73%,193.41%,225.61%,264.51%,356.41%,5.12%,,124.41%,114.45%,,-0.75%,51.45%,9.62%,-8.53%,4.30%,118.15%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",8036.31,100.15,-10.60%,7103569,11846.48,0.60,-2.21%,-31.86%,-27.29%,162.52%,187.29%,287.58%,8.97%,497.41%,-2.56%,51.36%,,12.45%,72.13%,13.10%,-15.92%,-34.77%,13.09%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",63151.26,47.69,0.10%,11332869,25825.14,0.44,4.08%,-2.17%,70.75%,123.27%,98.54%,132.52%,4.11%,76.05%,153.39%,40.64%,31.41%,-1.01%,92.83%,4.94%,3.99%,6.95%,64.91%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",59360.62,762.99,-8.47%,3651157,5585.07,0.65,4.12%,-9.44%,-9.91%,115.24%,107.00%,641.85%,7.14%,299.28%,332.76%,90.12%,142.92%,-5.01%,98.62%,11.59%,-2.08%,-10.68%,29.71%
"VIAV","NASD","Viavi Solutions Inc","Technology","Communication Equipment",9749.02,39.52,-5.45%,2869633,7315.84,0.39,3.56%,-20.02%,-14.37%,103.76%,121.77%,288.59%,5.61%,99.52%,-70.20%,42.84%,57.74%,-4.01%,94.88%,4.94%,-6.44%,-16.08%,26.12%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",283622.96,437.50,-0.42%,4604148,8711.06,0.53,10.39%,0.79%,106.23%,273.39%,247.55%,240.86%,5.53%,79.42%,281.26%,87.49%,35.99%,-2.04%,39.74%,4.35%,4.15%,14.18%,110.10%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",212739.85,1436.56,-10.79%,14081144,13169.47,1.07,6.03%,-24.96%,54.07%,185.35%,505.17%,3315.50%,8.12%,2136.60%,272.72%,251.03%,,-4.61%,79.12%,5.38%,-16.71%,-16.99%,75.87%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",190973.59,851.69,-6.75%,5226252,4619.55,1.13,8.13%,-14.25%,44.94%,145.78%,209.27%,457.64%,6.10%,84.04%,107.51%,44.07%,77.85%,-1.49%,85.49%,3.28%,-2.07%,-4.03%,69.10%
"WDC","NASD","Western Digital Corp","Technology","Computer Hardware",179165.77,519.80,-6.90%,4775567,8470.21,0.56,8.92%,-19.26%,28.94%,113.65%,201.74%,653.12%,6.24%,102.64%,483.37%,45.47%,80.89%,-0.29%,98.47%,6.81%,-6.19%,-6.99%,61.27%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7667.38,86.22,-3.16%,1592161,1932.73,0.82,7.86%,14.14%,130.17%,109.93%,149.99%,359.35%,7.45%,514.50%,216.05%,4158.49%,,3.87%,67.50%,16.73%,8.35%,22.32%,98.72%
