"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",1005.98,10.93,-1.35%,1423190,3045.04,0.47,0.74%,-9.14%,183.90%,245.89%,273.04%,355.42%,5.12%,,124.41%,114.45%,,-0.79%,51.45%,9.62%,-4.96%,5.86%,119.34%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",7072.60,88.14,-9.90%,10739302,11691.63,0.92,-26.09%,-35.04%,-39.54%,152.62%,152.84%,249.48%,10.26%,497.41%,-2.56%,51.36%,,12.49%,72.32%,13.10%,-22.77%,-40.73%,-1.15%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",60370.43,45.59,-5.40%,20942417,25914.40,0.81,-2.42%,4.30%,59.29%,113.34%,89.80%,118.34%,4.54%,76.05%,153.39%,40.64%,31.41%,-0.96%,92.80%,4.94%,-1.20%,0.99%,56.49%
"CRSR","NASD","Corsair Gaming Inc","Technology","Computer Hardware",1147.92,10.74,1.99%,1886088,2586.64,0.73,8.70%,24.74%,59.58%,103.02%,80.81%,13.77%,5.66%,16.09%,215.05%,-4.12%,10.23%,2.95%,38.42%,23.77%,11.35%,16.78%,53.83%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",254191.00,392.10,-8.15%,9193413,8696.90,1.06,-2.98%,-1.85%,81.55%,238.22%,211.49%,192.92%,6.12%,79.42%,281.26%,87.49%,35.99%,-1.83%,39.74%,4.35%,-6.71%,0.62%,86.05%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",162321.19,1096.10,-14.25%,25647315,13342.14,1.92,-31.04%,-47.57%,2.42%,132.82%,361.75%,2516.61%,10.91%,2136.60%,272.72%,251.03%,,-4.08%,79.13%,5.38%,-33.02%,-36.33%,32.47%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",167566.32,747.30,-8.53%,8619160,4688.01,1.84,-16.21%,-16.96%,25.42%,108.57%,171.36%,396.68%,7.54%,84.08%,107.51%,44.07%,79.15%,-1.93%,85.52%,3.28%,-12.54%,-15.68%,46.75%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5514.13,88.55,2.32%,1408383,1722.29,0.82,-7.63%,-11.31%,45.16%,108.55%,179.16%,142.40%,8.11%,-61.35%,-8.21%,19.31%,15.12%,3.60%,120.99%,23.65%,-5.04%,9.17%,71.25%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7720.74,86.82,2.84%,1166375,1957.51,0.60,7.33%,11.07%,132.51%,105.69%,151.73%,338.04%,7.73%,514.50%,216.05%,4158.49%,,3.88%,67.43%,16.73%,7.89%,21.30%,97.30%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1571.90,19.66,-8.52%,8993579,12585.41,0.71,-9.15%,-18.08%,84.08%,116.40%,168.95%,273.06%,11.61%,64.40%,18.77%,-4.86%,57.30%,4.74%,31.93%,20.01%,-15.33%,-10.59%,65.88%
