"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",961.81,10.45,-3.69%,1568805,2976.64,0.53,-5.60%,5.88%,198.57%,221.54%,256.66%,350.43%,6.69%,,124.41%,114.45%,,-0.75%,51.45%,10.57%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",8868.43,110.52,-7.33%,7957657,11904.91,0.67,1.31%,-35.46%,-26.60%,181.51%,217.04%,319.43%,11.96%,497.54%,-2.56%,51.36%,,12.45%,72.59%,14.18%
"EXTR","NASD","Extreme Networks Inc","Technology","Communication Equipment",3958.66,30.27,-0.56%,1269485,2535.59,0.50,-0.75%,-4.96%,62.13%,101.53%,81.80%,70.73%,5.70%,22.92%,208.56%,11.38%,20.64%,-1.14%,98.30%,6.24%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",63733.92,48.13,3.02%,14783729,25784.83,0.57,1.56%,-0.56%,67.35%,136.05%,100.37%,135.82%,6.27%,75.95%,153.39%,40.64%,31.22%,-1.01%,93.81%,5.14%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",64550.66,829.70,-0.94%,3833646,5584.58,0.69,10.33%,-7.19%,-0.86%,132.52%,125.10%,732.78%,9.30%,299.28%,332.76%,90.12%,142.92%,-5.01%,99.89%,12.74%
"VIAV","NASD","Viavi Solutions Inc","Technology","Communication Equipment",10422.47,42.25,-1.79%,3306622,7367.71,0.45,5.31%,-20.19%,-4.54%,126.66%,137.09%,312.20%,8.19%,99.52%,-70.20%,42.84%,57.74%,-4.01%,95.50%,4.21%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",286410.56,441.80,9.32%,7153624,8671.87,0.82,7.06%,5.51%,108.04%,297.77%,250.97%,255.34%,8.74%,79.10%,281.26%,87.49%,35.85%,-2.04%,40.24%,4.31%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",236835.53,1599.27,0.62%,10180915,13241.66,0.77,-0.97%,-29.66%,77.01%,252.95%,573.72%,3766.71%,10.96%,2136.60%,272.72%,251.03%,,-4.61%,79.75%,4.93%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",203622.34,908.10,1.82%,5244183,4564.50,1.15,9.63%,-17.00%,62.19%,178.57%,229.75%,519.48%,9.51%,84.04%,107.51%,44.07%,77.85%,-1.49%,86.04%,2.94%
"WDC","NASD","Western Digital Corp","Technology","Computer Hardware",191874.20,556.67,1.51%,5377398,8513.01,0.63,8.34%,-24.02%,45.04%,149.66%,223.14%,730.11%,10.08%,102.64%,483.37%,45.47%,80.89%,-0.29%,99.10%,6.55%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5866.58,94.21,-1.72%,1089677,1739.97,0.63,1.73%,10.61%,50.47%,126.19%,197.01%,162.94%,8.87%,-61.35%,-8.21%,19.31%,15.12%,3.65%,121.01%,23.37%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",7740.30,87.04,7.60%,3342080,1875.14,1.78,11.95%,15.30%,140.11%,121.14%,152.36%,424.34%,6.34%,514.50%,216.05%,4158.49%,,3.87%,67.41%,17.87%
