"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ASST","NASD","Strive Inc","Financial","Asset Management",2489.18,26.69,-1.73%,7964486,5437.92,1.46,11.21%,114.55%,87.83%,197.22%,80.83%,-78.75%,8.37%,75.60%,-10.31%,-19.20%,62.11%,16.29%,51.40%,23.12%,33.38%,74.18%,80.75%,-4.68%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",2379.98,12.03,0.84%,22548654,15848.57,1.42,5.94%,82.27%,45.82%,125.70%,237.92%,,9.18%,-93.61%,43889.58%,,,65.93%,57.00%,13.76%,16.23%,43.86%,90.20%,-4.83%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",78187.68,58.90,5.12%,30002731,21332.40,1.41,15.79%,7.72%,22.02%,179.15%,145.21%,146.65%,9.17%,95.80%,410.23%,32.37%,37.85%,-2.08%,91.61%,4.51%,7.66%,16.53%,75.16%,3.44%
"CRSR","NASD","Corsair Gaming Inc","Technology","Computer Hardware",1333.82,12.33,0.57%,858026,1871.15,0.46,6.11%,-10.07%,46.61%,117.84%,107.58%,40.59%,4.12%,45.05%,138.92%,-1.80%,12.38%,0.85%,38.58%,23.37%,2.22%,11.98%,60.95%,-0.48%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",345796.49,535.25,0.26%,7260197,7620.20,0.95,25.94%,16.90%,40.20%,272.22%,325.21%,341.30%,9.05%,151.26%,273.59%,56.72%,52.09%,-5.11%,38.00%,4.66%,12.77%,20.40%,107.79%,-0.60%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",955.30,24.24,-0.90%,860316,1496.74,0.57,0.29%,105.77%,85.75%,339.13%,275.81%,203.38%,8.23%,117.29%,-277.09%,25.69%,,13.23%,36.58%,8.15%,3.66%,51.21%,145.98%,-0.66%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",258308.03,1764.17,1.51%,9527899,14074.18,0.68,14.79%,42.51%,7.14%,185.05%,643.18%,2402.01%,6.05%,198.84%,28016.32%,371.59%,54.54%,1.65%,81.69%,5.32%,11.70%,14.74%,73.12%,0.73%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",200788.91,885.92,-2.04%,3394521,4777.26,0.71,8.48%,10.60%,4.72%,130.53%,221.70%,362.40%,5.89%,131.00%,149.17%,48.49%,72.56%,-2.47%,86.21%,3.61%,2.80%,3.99%,47.70%,-0.81%
"AMLX","NASD","Amylyx Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic",4066.62,32.40,-4.37%,1286454,2453.30,0.52,-4.17%,42.92%,139.11%,116.29%,168.21%,208.28%,4.04%,1.51%,16.00%,,44.87%,0.23%,85.63%,12.65%,-2.10%,30.53%,89.93%,-3.28%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1324.84,16.57,-6.70%,7676312,11032.82,0.70,-2.99%,-16.44%,-5.26%,135.04%,126.68%,219.88%,10.56%,61.69%,83.00%,-29.40%,58.08%,33.62%,55.15%,22.08%,-11.27%,-20.79%,22.49%,-7.43%
"MEI","NYSE","Methode Electronics Inc","Technology","Electronic Components",498.67,13.99,-0.50%,674205,784.11,0.86,-23.64%,-14.54%,29.78%,144.58%,110.69%,89.05%,11.66%,31.35%,-9.75%,10.35%,,3.54%,93.13%,8.12%,-13.83%,-12.29%,35.55%,1.08%
"HTFL","NASD","Heartflow Inc","Healthcare","Health Information Services",4058.13,46.67,-2.26%,1414986,1867.58,0.76,-7.46%,59.01%,62.78%,106.60%,60.10%,34.50%,4.57%,74.39%,-65.19%,47.57%,,33.59%,82.75%,10.51%,1.35%,35.68%,54.90%,-1.23%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",9804.09,31.76,-3.79%,4699674,5579.40,0.84,6.47%,14.78%,16.68%,138.80%,121.02%,58.40%,4.87%,202.01%,221.42%,70.40%,,8.88%,61.59%,6.54%,1.51%,4.08%,53.67%,-4.19%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2616.45,51.06,-0.47%,917796,3071.93,0.30,7.29%,-7.47%,-17.23%,174.66%,161.04%,108.83%,4.74%,37.62%,,47.64%,28.14%,9.00%,121.92%,12.94%,-3.97%,-12.48%,38.20%,0.59%
"SHAZ","NASD","SharonAI Holdings Inc","Technology","Information Technology Services",2031.85,56.75,-1.53%,1650490,1941.11,0.85,7.81%,7.69%,-10.52%,178.46%,2886.84%,3.18%,8.38%,-248.07%,-1144.50%,,31.26%,41.66%,49.70%,8.18%,-7.39%,-9.49%,-82.63%,0.82%
"LIFE","NASD","Ethos Technologies Inc","Financial","Insurance Brokers",2532.50,39.72,-5.47%,2260818,983.01,2.30,13.49%,22.48%,124.53%,210.56%,109.05%,,6.10%,-272.23%,4.25%,113.35%,-4.21%,-2.96%,16.76%,9.24%,8.52%,44.04%,104.69%,-4.10%
"TXG","NASD","10x Genomics Inc","Healthcare","Medical Devices",8767.29,67.29,2.58%,2762874,3139.39,0.88,12.19%,14.89%,119.97%,228.89%,312.57%,398.44%,5.75%,-108.97%,-149.75%,-12.65%,-5.80%,3.48%,98.25%,13.74%,8.64%,29.27%,128.51%,5.12%
"AEHR","NASD","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",3117.21,95.56,5.25%,4302401,2612.85,1.65,24.77%,-10.02%,1.33%,127.74%,373.30%,256.17%,7.37%,,143.11%,33.69%,,2.97%,75.05%,14.01%,-4.94%,5.22%,50.56%,6.63%
