"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",1018.41,11.06,-4.20%,819086,2894.64,0.31,-5.51%,14.54%,225.44%,255.79%,277.65%,347.98%,6.40%,,124.41%,114.45%,,-0.79%,51.46%,10.57%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",8716.54,108.63,-13.41%,8069881,11916.07,0.74,-5.08%,-35.74%,-25.80%,222.14%,211.61%,271.50%,8.36%,497.54%,-2.56%,51.36%,,12.20%,72.59%,14.18%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",62873.18,47.48,-4.20%,14082742,25770.42,0.60,6.29%,-1.43%,94.03%,114.84%,97.67%,134.12%,5.09%,75.97%,153.39%,40.64%,31.15%,-0.90%,93.75%,5.14%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",58011.86,745.65,-8.49%,3471249,5647.75,0.67,5.45%,-19.09%,-12.56%,119.39%,102.30%,659.79%,5.99%,298.99%,332.76%,90.12%,142.09%,-4.65%,99.87%,12.74%
"VIAV","NASD","Viavi Solutions Inc","Technology","Communication Equipment",9870.95,40.01,-4.39%,3141809,7456.41,0.46,-1.68%,-25.15%,-1.88%,121.69%,124.55%,297.36%,4.64%,99.52%,-70.20%,42.84%,57.74%,-4.50%,95.26%,4.21%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",263422.51,406.34,-11.19%,10731451,8754.45,1.34,-5.93%,2.72%,120.23%,237.30%,222.80%,223.29%,5.69%,79.00%,281.26%,87.49%,36.14%,-1.95%,40.23%,4.31%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",240371.51,1623.15,-7.66%,16574390,13146.80,1.38,-6.02%,-18.03%,71.86%,316.97%,583.78%,3699.50%,8.51%,2134.04%,272.72%,251.03%,,-4.46%,79.69%,4.93%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",183143.51,816.77,-7.01%,3979124,4370.95,1.00,-5.03%,-12.27%,53.11%,154.07%,196.59%,447.98%,5.65%,84.04%,107.51%,44.07%,77.85%,-2.45%,85.96%,2.94%
"WDC","NASD","Western Digital Corp","Technology","Computer Hardware",175512.14,509.20,-9.61%,5946282,8293.80,0.78,-7.47%,-9.54%,39.04%,140.03%,195.58%,654.04%,5.29%,102.61%,483.37%,45.47%,80.89%,-1.09%,99.08%,6.55%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5765.70,92.59,0.06%,647611,1754.04,0.40,3.59%,21.56%,61.28%,143.40%,191.90%,154.58%,5.27%,-61.35%,-8.21%,19.31%,12.34%,3.60%,121.13%,23.37%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",6832.35,76.83,0.44%,560275,1903.93,0.32,-3.32%,7.86%,98.48%,109.92%,122.76%,429.50%,6.68%,514.50%,216.05%,4158.49%,,4.02%,67.34%,17.76%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1587.00,19.85,-7.00%,8097613,12280.51,0.72,-11.91%,17.21%,171.99%,162.98%,171.61%,286.28%,11.33%,63.72%,18.77%,-4.86%,57.30%,3.93%,37.56%,15.24%
"FLEX","NASD","Flex Ltd","Technology","Electronic Components",46685.36,127.42,-3.64%,2706376,6967.53,0.42,-4.46%,-14.89%,59.00%,105.05%,110.89%,147.13%,4.75%,34.13%,17.12%,16.86%,42.17%,-3.05%,98.78%,2.04%
"MEI","NYSE","Methode Electronics Inc","Technology","Electronic Components",549.81,15.50,-11.02%,770186,961.25,0.88,-0.13%,28.95%,109.46%,118.31%,133.43%,139.20%,7.06%,53.47%,101.43%,15.95%,,0.25%,89.64%,5.63%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5810.15,45.76,-0.05%,2621021,3106.34,0.92,22.14%,58.69%,84.54%,131.14%,180.59%,274.51%,7.47%,-131.17%,62.53%,-2.61%,-10.81%,1.34%,98.61%,14.45%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",3656.16,71.35,-8.29%,8728661,3581.89,2.66,-9.07%,11.26%,177.41%,267.97%,264.78%,187.24%,14.31%,37.59%,,47.64%,27.28%,2.94%,113.58%,17.86%
