"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",1015.19,11.03,3.18%,960884,2940.86,0.33,-0.99%,17.34%,212.46%,227.30%,276.45%,369.36%,7.05%,,124.41%,114.45%,,-0.75%,51.46%,10.57%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",8266.61,103.02,0.60%,5141432,11930.40,0.43,-7.92%,-38.44%,-35.38%,178.43%,195.52%,259.83%,11.89%,497.54%,-2.56%,51.36%,,12.45%,72.61%,14.18%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",59006.51,44.56,-2.75%,11852863,26081.29,0.45,-5.67%,-7.55%,68.53%,103.01%,85.51%,111.08%,6.33%,75.95%,153.39%,40.64%,31.22%,-1.01%,93.78%,5.14%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",59559.79,765.55,4.47%,4420452,5594.13,0.79,-0.34%,-12.00%,-14.37%,123.02%,107.70%,648.92%,9.56%,299.26%,332.76%,90.12%,142.59%,-5.01%,99.89%,12.74%
"VIAV","NASD","Viavi Solutions Inc","Technology","Communication Equipment",9726.81,39.43,3.33%,4357730,7400.90,0.59,-3.64%,-19.08%,-10.66%,109.18%,121.27%,286.57%,7.94%,99.52%,-70.20%,42.84%,57.74%,-4.01%,95.54%,4.21%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",247565.57,381.88,-3.65%,4701252,8772.37,0.54,-10.59%,-8.93%,94.29%,219.14%,203.37%,190.98%,8.73%,79.10%,281.26%,87.49%,35.85%,-2.04%,40.23%,4.31%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",205985.45,1390.95,2.67%,12499341,13155.92,0.95,-16.91%,-28.99%,51.03%,239.89%,485.96%,3196.87%,11.43%,2129.34%,272.72%,251.03%,,-4.61%,79.75%,4.93%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",179932.56,802.45,1.88%,4856126,4492.71,1.08,-6.76%,-24.73%,46.50%,150.52%,191.39%,438.29%,9.10%,84.04%,107.51%,44.07%,77.85%,-1.49%,86.02%,2.94%
"WDC","NASD","Western Digital Corp","Technology","Computer Hardware",168004.97,487.42,2.14%,5375362,8491.81,0.63,-12.26%,-31.55%,30.84%,119.46%,182.94%,616.79%,9.95%,102.64%,483.37%,45.47%,80.89%,-0.29%,99.09%,6.55%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",5445.62,87.45,-6.82%,930001,1753.63,0.53,-3.21%,5.53%,46.21%,111.90%,175.69%,148.65%,5.68%,-61.35%,-8.21%,19.31%,12.75%,3.65%,121.02%,23.37%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1585.81,19.84,7.27%,10854413,12713.79,0.85,3.98%,-1.00%,173.66%,166.31%,171.41%,273.63%,14.89%,64.14%,18.77%,-4.86%,57.30%,3.83%,31.79%,13.62%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5487.04,43.22,-1.19%,2382365,3199.46,0.74,3.47%,34.52%,65.72%,103.87%,164.99%,255.72%,6.10%,-130.22%,62.53%,-2.61%,-8.96%,1.40%,98.60%,14.45%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2727.65,53.23,-11.89%,6103708,3798.38,1.61,-31.06%,-10.81%,99.07%,166.02%,172.14%,117.89%,13.03%,37.62%,,47.64%,28.14%,12.37%,113.27%,17.87%
"SHAZ","NASD","SharonAI Holdings Inc","Technology","Information Technology Services",2193.37,62.34,-2.04%,1982198,1106.11,1.79,-8.67%,-26.70%,68.40%,3181.05%,3181.05%,731.20%,11.17%,28.37%,49.08%,,15.30%,16.01%,26.99%,5.91%
