"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ASST","NASD","Strive Inc","Financial","Asset Management",2172.14,24.22,11.41%,14953857,4855.02,3.08,22.76%,118.00%,40.81%,177.43%,64.09%,-80.31%,11.23%,75.55%,-10.31%,-19.20%,,17.05%,53.57%,23.12%,51.95%,76.61%,65.23%,7.45%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",2423.51,12.25,5.51%,40336056,16067.65,2.51,15.13%,97.26%,12.70%,152.06%,244.10%,,13.99%,-93.61%,43889.58%,,,65.87%,56.21%,13.76%,39.45%,54.28%,99.38%,0.53%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",69176.40,52.24,-0.13%,30252772,25293.08,1.20,-0.36%,9.06%,11.15%,136.06%,117.49%,131.46%,4.07%,77.26%,153.39%,40.64%,32.32%,-2.00%,91.86%,4.52%,-4.19%,5.15%,59.93%,-1.60%
"CRSR","NASD","Corsair Gaming Inc","Technology","Computer Hardware",1314.35,12.15,1.25%,1264870,2262.47,0.56,11.37%,14.51%,5.84%,110.21%,104.55%,36.06%,4.42%,45.05%,138.92%,-1.80%,12.38%,0.81%,38.57%,23.38%,0.62%,14.63%,62.63%,1.21%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",295622.65,456.01,-0.05%,7618630,7912.47,0.96,5.27%,12.49%,-2.14%,196.98%,262.26%,273.32%,4.47%,84.60%,281.26%,87.49%,39.94%,-5.20%,37.99%,4.66%,-0.72%,5.05%,85.13%,-0.84%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",958.85,24.33,9.30%,1198896,1653.94,0.72,12.85%,128.67%,131.94%,359.06%,277.21%,227.46%,6.69%,117.29%,-277.09%,25.69%,,12.84%,36.71%,8.15%,21.37%,65.61%,160.00%,10.74%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",229394.65,1566.70,5.50%,23191625,13681.22,1.70,4.93%,28.96%,-11.06%,153.07%,560.00%,2885.90%,6.15%,197.28%,28016.32%,371.59%,55.29%,1.61%,81.56%,5.32%,6.36%,-1.61%,60.31%,5.40%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",187747.79,828.38,-0.17%,3453851,4747.40,0.73,4.24%,-3.24%,-10.08%,118.27%,200.80%,394.85%,4.91%,131.00%,149.17%,48.49%,72.56%,-2.54%,86.09%,3.61%,-3.35%,-4.90%,42.24%,0.23%
"CDNA","NASD","Caredx Inc","Healthcare","Diagnostics & Research",2592.40,50.11,0.64%,1533615,1099.99,1.39,5.49%,14.64%,119.78%,167.32%,165.98%,266.84%,5.41%,109.20%,1412.42%,52.23%,49.46%,1.25%,100.15%,12.31%,4.99%,29.05%,105.49%,1.93%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",9150.71,139.00,-1.68%,1891918,1791.33,1.06,-1.28%,51.83%,104.83%,202.90%,338.21%,415.39%,6.70%,-66.14%,-268.48%,23.24%,14.99%,0.61%,116.61%,22.19%,7.05%,29.00%,121.52%,-0.71%
"AMLX","NASD","Amylyx Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic",4236.06,33.75,-2.85%,2728868,2419.07,1.13,-11.53%,66.17%,139.87%,120.59%,179.39%,259.81%,5.99%,1.51%,16.00%,,44.87%,0.22%,85.60%,12.64%,13.20%,47.76%,105.24%,-2.93%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",6101.82,68.17,0.71%,1054388,1895.87,0.56,-2.99%,-18.95%,16.04%,120.33%,97.65%,146.28%,4.28%,483.50%,251.69%,1842.73%,,15.64%,79.86%,15.32%,-11.84%,-13.77%,34.87%,1.59%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1377.61,17.23,-2.98%,9018574,11017.44,0.82,-8.11%,-20.27%,-19.15%,106.84%,135.70%,310.24%,6.88%,64.40%,18.77%,-4.86%,57.17%,33.57%,55.15%,22.08%,-14.17%,-21.09%,29.94%,-3.26%
