"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"EVC","NYSE","Entravision Communications Corp","Communication Services","Advertising Agencies",1101.71,11.97,4.91%,1734259,2408.41,0.72,6.68%,-0.91%,72.23%,312.76%,308.53%,405.06%,5.69%,,124.41%,114.45%,,-0.41%,52.29%,9.62%,7.82%,11.24%,123.43%,3.37%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",10883.33,135.63,9.19%,24029816,12118.38,1.98,43.80%,10.98%,-13.91%,255.70%,289.07%,507.39%,14.44%,434.07%,-2.56%,51.36%,,4.96%,71.77%,13.10%,24.94%,-1.87%,46.80%,-4.81%
"HPE","NYSE","Hewlett Packard Enterprise Co","Technology","Communication Equipment",70474.11,53.22,1.51%,13978568,26436.56,0.53,11.11%,8.37%,79.19%,134.35%,121.57%,160.88%,7.16%,76.05%,153.39%,40.64%,31.41%,-1.44%,93.37%,4.94%,10.34%,11.86%,76.41%,-0.49%
"VSAT","NASD","Viasat Inc","Technology","Communication Equipment",11072.78,80.38,-1.96%,1873596,2758.77,0.68,4.48%,14.19%,21.18%,114.69%,133.26%,206.56%,10.39%,-470.67%,12.03%,-1.24%,,2.74%,95.02%,9.37%,7.31%,10.57%,50.61%,-3.74%
"CRSR","NASD","Corsair Gaming Inc","Technology","Computer Hardware",1533.76,14.35,35.25%,9507596,2676.94,3.55,35.25%,50.26%,102.40%,202.74%,141.58%,61.96%,5.71%,41.25%,215.05%,-4.12%,11.19%,3.00%,37.35%,23.77%,37.53%,46.44%,101.73%,13.15%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",294170.48,453.77,3.68%,5116169,8848.31,0.58,11.94%,0.79%,97.06%,293.25%,260.48%,238.81%,7.77%,79.42%,281.26%,87.49%,35.99%,-2.79%,39.56%,4.35%,7.54%,9.09%,104.54%,1.98%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",474.38,12.04,3.08%,656865,1124.32,0.58,13.16%,15.77%,31.87%,142.74%,86.67%,52.02%,9.97%,97.21%,51.26%,30.66%,,1.18%,17.34%,5.92%,10.00%,1.90%,44.68%,1.35%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",179515.89,1212.21,-3.68%,13714636,13738.98,1.00,-0.22%,-34.77%,-9.53%,110.38%,410.66%,2879.13%,12.95%,197.63%,28017.46%,371.59%,44.88%,-5.29%,79.89%,5.38%,-12.98%,-28.19%,38.97%,-7.42%
"STX","NASD","Seagate Technology Holdings Plc","Technology","Computer Hardware",184207.60,812.76,-4.71%,5899297,4662.06,1.27,-5.07%,-8.69%,6.04%,100.46%,195.13%,448.79%,8.65%,128.86%,149.17%,48.49%,74.13%,-2.02%,80.09%,3.28%,-2.57%,-8.90%,52.28%,-5.79%
"UMAC","AMEX","Unusual Machines Inc","Technology","Computer Hardware",1247.90,26.11,7.76%,3967137,5938.84,0.67,23.39%,25.95%,93.41%,135.44%,104.95%,172.26%,10.64%,54.73%,203.99%,296.41%,31.29%,62.12%,61.46%,20.81%,27.14%,15.07%,64.17%,3.61%
"CDNA","NASD","Caredx Inc","Healthcare","Diagnostics & Research",2415.47,46.69,4.20%,966531,996.23,0.97,6.82%,60.39%,117.77%,154.44%,147.82%,286.83%,6.62%,109.20%,1412.42%,52.23%,49.46%,-1.52%,98.02%,13.23%,19.99%,51.51%,114.72%,4.03%
"TWST","NASD","Twist Bioscience Corp","Healthcare","Diagnostics & Research",7253.37,115.67,6.04%,1561824,1751.38,0.89,26.35%,23.49%,97.59%,145.58%,264.66%,362.68%,11.21%,-66.14%,-268.48%,23.24%,14.99%,4.60%,121.78%,23.48%,21.47%,31.04%,112.19%,4.31%
"LQDA","NASD","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",8023.09,90.22,0.89%,562132,1974.38,0.28,7.26%,10.77%,113.39%,117.08%,161.58%,369.65%,5.11%,514.50%,216.05%,4158.49%,,3.19%,67.44%,16.25%,7.99%,18.81%,93.77%,0.31%
"FCEL","NASD","Fuelcell Energy Inc","Industrials","Electrical Equipment & Parts",1633.47,20.43,0.54%,8854809,12294.77,0.72,-5.46%,-11.17%,66.37%,221.48%,179.48%,370.74%,11.86%,64.40%,18.77%,-4.86%,57.17%,9.71%,41.13%,20.01%,-1.57%,-6.48%,66.00%,-0.83%
"FLEX","NASD","Flex Ltd","Technology","Electronic Components",44827.05,121.35,-1.06%,3097281,7028.46,0.44,6.68%,-13.28%,-8.77%,101.76%,100.84%,144.12%,7.21%,42.38%,51.22%,20.58%,43.05%,-6.50%,98.32%,2.07%,0.30%,-11.81%,35.36%,-2.71%
"OUST","NASD","Ouster Inc","Technology","Electronic Components",2763.40,43.40,-4.78%,3848147,4949.46,0.78,11.25%,-8.69%,77.07%,150.87%,100.55%,87.88%,10.53%,-1154.91%,32.66%,48.87%,,-2.44%,46.80%,10.13%,11.64%,1.79%,50.05%,-5.32%
"HNGE","NYSE","Hinge Health Inc","Healthcare","Health Information Services",6912.37,89.33,11.55%,2546049,1929.50,1.32,19.57%,-0.66%,62.42%,181.00%,92.31%,48.02%,7.42%,-11.37%,107.01%,53.00%,16.54%,4.32%,58.29%,19.13%,10.16%,18.46%,70.04%,11.13%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",6605.53,52.03,14.10%,5237038,3150.64,1.66,10.07%,20.72%,132.07%,193.95%,219.01%,306.48%,5.75%,-106.34%,-149.75%,-12.65%,-3.64%,0.54%,97.87%,14.37%,11.98%,33.63%,114.55%,14.33%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",8411.65,27.90,5.12%,10463965,6814.22,1.54,-10.63%,-10.58%,33.68%,123.02%,94.15%,84.04%,5.03%,182.94%,221.42%,70.40%,,1.68%,55.70%,8.02%,-6.48%,-2.53%,45.73%,5.28%
"PENG","NASD","Penguin Solutions Inc","Technology","Information Technology Services",2994.11,58.43,3.86%,2056539,3884.34,0.53,11.02%,-28.21%,49.90%,235.03%,198.72%,155.82%,8.82%,37.62%,,47.64%,28.14%,8.54%,122.13%,19.79%,0.20%,-7.10%,74.96%,0.03%
"SHAZ","NASD","SharonAI Holdings Inc","Technology","Information Technology Services",1751.81,49.79,-4.53%,2614402,1539.39,1.70,3.19%,-37.76%,-7.28%,2520.53%,2520.53%,-0.42%,15.93%,-165.20%,49.08%,,39.27%,21.40%,29.82%,8.42%,-16.04%,-28.59%,-94.65%,-8.76%
"PRCH","NASD","Porch Group Inc","Financial","Insurance - Property & Casualty",1799.29,15.85,2.66%,1383652,1930.51,0.72,9.69%,4.62%,40.51%,147.66%,73.60%,6.45%,7.78%,38.10%,136.73%,18.10%,,-5.14%,70.95%,17.43%,14.77%,23.23%,56.13%,0.83%
"ACHC","NASD","Acadia Healthcare Company Inc","Healthcare","Medical Care Facilities",2935.45,31.53,2.64%,1182501,2970.65,0.40,6.45%,0.41%,28.90%,134.77%,122.20%,73.24%,5.25%,-23.64%,-64.09%,-0.39%,2.21%,16.19%,136.44%,25.02%,-1.92%,9.42%,42.81%,4.13%
"CMPS","NASD","Compass Pathways Plc ADR","Healthcare","Medical Care Facilities",1826.82,13.54,-0.07%,3386903,4050.72,0.84,19.30%,-0.44%,44.20%,137.13%,96.23%,214.15%,7.49%,33.42%,-352.05%,,28.11%,35.90%,67.08%,9.98%,11.41%,7.78%,61.46%,0.22%
"AEHR","NASD","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",3362.19,103.07,3.34%,1573147,2525.25,0.62,28.87%,35.24%,12.94%,348.13%,410.50%,447.95%,15.97%,2000.00%,143.11%,33.69%,,4.62%,73.52%,15.62%,21.21%,12.64%,87.66%,1.75%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",5795.19,88.58,17.84%,19056390,10048.05,1.90,46.58%,41.61%,-18.30%,333.58%,441.77%,4200.00%,21.86%,308.78%,208.68%,164.77%,,8.07%,65.19%,17.58%,59.22%,22.33%,82.79%,11.93%
"ICHR","NASD","Ichor Holdings Ltd","Technology","Semiconductor Equipment & Materials",2558.87,68.32,4.58%,836774,1177.96,0.71,-9.23%,-29.16%,-4.09%,139.55%,270.70%,310.08%,10.76%,582.61%,109.99%,22.68%,152.16%,-6.75%,95.62%,5.50%,-15.14%,-18.90%,36.25%,1.14%
"AIP","NASD","Arteris Inc","Technology","Semiconductors",1375.00,29.78,-5.82%,1179530,1021.78,1.15,-0.33%,-17.53%,0.10%,117.21%,92.13%,219.87%,7.54%,51.12%,12.07%,38.74%,,10.57%,63.40%,7.22%,-4.38%,-16.85%,30.29%,-5.97%
"ALAB","NASD","Astera Labs Inc","Technology","Semiconductors",57973.52,334.17,0.81%,3542394,5858.51,0.60,7.37%,-19.95%,70.80%,133.98%,100.87%,95.55%,12.19%,113.72%,190.33%,104.45%,62.73%,4.71%,71.96%,6.79%,5.31%,-6.61%,57.70%,-1.72%
"AMD","NASD","Advanced Micro Devices Inc","Technology","Semiconductors",789073.08,483.36,-1.21%,26464110,31766.28,0.83,1.51%,-11.59%,18.34%,151.10%,125.70%,180.37%,6.51%,82.56%,158.80%,50.11%,72.90%,-1.19%,68.50%,2.45%,-3.99%,-5.98%,51.86%,-2.93%
"ARM","NASD","Arm Holdings Plc ADR","Technology","Semiconductors",301784.77,282.57,-1.43%,3819765,9906.38,0.39,17.89%,-13.82%,32.47%,154.84%,158.50%,108.43%,9.62%,25.76%,105.16%,22.41%,31.05%,0.77%,8.01%,1.64%,5.58%,-12.30%,46.82%,-5.48%
"CRDO","NASD","Credo Technology Group Holding Ltd","Technology","Semiconductors",46598.96,249.89,8.45%,4220048,8132.06,0.52,20.73%,-5.93%,32.72%,154.83%,73.67%,108.62%,10.63%,76.76%,336.83%,157.02%,47.63%,-4.10%,75.53%,3.58%,14.33%,5.74%,48.40%,3.63%
"INTC","NASD","Intel Corp","Technology","Semiconductors",512722.61,101.65,1.84%,74303237,125781.28,0.59,12.69%,-9.68%,-7.27%,110.72%,175.47%,414.16%,7.27%,255.35%,-223.64%,25.42%,93.11%,1.48%,60.87%,2.81%,4.84%,-8.13%,48.21%,-0.66%
"MRVL","NASD","Marvell Technology Inc","Technology","Semiconductors",191547.64,218.72,3.89%,19429646,41430.15,0.47,16.61%,-10.09%,36.69%,194.73%,157.38%,188.36%,7.74%,42.65%,-81.00%,27.57%,47.74%,-4.77%,80.68%,3.74%,9.60%,-9.20%,58.33%,-0.15%
"MU","NASD","Micron Technology Inc","Technology","Semiconductors",991121.48,877.57,-0.44%,33984466,52587.31,0.65,6.63%,-11.50%,35.71%,129.20%,207.48%,684.46%,8.68%,783.22%,1372.09%,345.72%,172.04%,-2.34%,78.11%,3.22%,-1.20%,-9.62%,64.03%,-2.88%
"MXL","NASD","MaxLinear Inc","Technology","Semiconductors",6800.17,74.98,6.81%,2009962,4384.15,0.46,12.21%,-21.73%,-8.97%,338.22%,330.18%,389.75%,9.91%,464.52%,105.90%,55.17%,120.20%,0.16%,83.47%,4.58%,0.31%,-11.15%,77.49%,2.71%
"SIMO","NASD","Silicon Motion Technology Corp ADR","Technology","Semiconductors",8595.39,256.12,-4.23%,610978,1017.13,0.60,0.99%,-21.01%,5.53%,102.99%,176.29%,243.79%,9.44%,215.18%,706.47%,122.89%,77.47%,-0.20%,79.06%,2.12%,-3.08%,-10.19%,51.55%,-4.77%
"WOLF","NYSE","Wolfspeed Inc","Technology","Semiconductors",1708.32,32.87,19.14%,6519397,7075.20,0.92,39.16%,-11.76%,-27.21%,111.65%,88.80%,-81.82%,10.27%,-272.59%,-64.54%,-18.99%,,15.74%,85.31%,70.70%,18.71%,-18.43%,15.84%,16.95%
"APPS","NASD","Digital Turbine Inc","Technology","Software - Application",1735.37,14.34,0.49%,4634647,6309.41,0.73,77.92%,27.92%,259.40%,238.61%,186.80%,205.11%,13.75%,29.46%,29.02%,26.78%,,-4.54%,61.89%,9.96%,50.42%,45.13%,144.58%,-0.21%
"DDOG","NASD","Datadog Inc","Technology","Software - Application",83269.77,233.93,2.02%,8530877,5702.44,1.50,-12.70%,-13.04%,23.95%,119.18%,72.02%,71.53%,5.58%,22.84%,1522.97%,35.64%,20.52%,-0.25%,82.14%,3.86%,-9.73%,-6.08%,37.69%,-0.37%
