"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"DIA","NYSE",536.93,1.19%,4794909,4085.47,1.17,0.32%,-1.08%,3.92%,11.90%,11.73%,18.46%,,-2.40,-0.81,-6.59,-0.99,0.46%,1.57%,7.76%,0.54%
"ETHA","NASD",19.02,5.37%,42919482,34418.99,1.25,0.79%,31.35%,42.05%,20.38%,-15.20%,-43.84%,,20.06,21.50,3.29,-3.30,14.22%,27.90%,9.82%,4.16%
"GLD","NYSE",410.22,1.85%,11928839,9006.24,1.32,-2.93%,5.28%,-0.26%,-11.99%,3.51%,25.01%,,4.74,3.10,-1.12,6.66,0.18%,5.69%,-1.21%,-0.12%
"IBIT","NASD",46.35,5.85%,83688225,48194.46,1.74,2.34%,26.16%,28.68%,14.76%,-6.65%,-27.32%,,4.94,0.72,2.22,9.57,13.79%,22.54%,9.27%,4.32%
"IWM","NYSE",295.19,0.40%,16594464,22828.59,0.73,-1.54%,-1.53%,1.09%,14.97%,19.92%,26.33%,,-0.18,-2.83,-8.25,-3.44,-1.32%,-0.63%,8.38%,-0.20%
"QQQ","NASD",717.67,1.19%,29308400,41970.91,0.70,-0.48%,0.05%,-3.10%,17.86%,16.83%,25.89%,,3.02,2.68,3.07,6.75,-0.01%,0.93%,9.21%,0.96%
"SLV","NYSE",60.55,2.51%,13652468,18342.14,0.74,-3.54%,7.99%,-9.60%,-18.47%,-6.01%,62.16%,,1.56,2.13,-8.94,-2.47,0.99%,8.40%,-7.20%,0.88%
"SPY","NYSE",773.17,1.05%,41782269,50142.88,0.83,0.27%,0.44%,2.12%,13.48%,13.38%,20.11%,,0.33,1.75,1.19,2.72,0.52%,2.25%,8.65%,0.69%
