"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"DIA","NYSE",519.78,0.76%,3047560,3662.08,0.83,-0.90%,-1.47%,0.52%,14.01%,8.16%,12.28%,,3.21,1.43,-4.46,3.03,-1.44%,-1.61%,3.69%,-0.05%
"ETHA","NASD",20.85,4.67%,40297277,36981.45,1.09,8.76%,18.80%,59.65%,29.50%,-7.04%,-37.89%,,13.70,19.60,3.28,-3.71,11.06%,28.36%,21.66%,1.02%
"GLD","NYSE",398.38,-0.70%,6278538,9107.70,0.69,1.41%,-4.06%,3.59%,-3.63%,0.52%,17.45%,,2.23,3.81,-1.06,8.09,-1.72%,1.27%,-4.30%,-0.45%
"IBIT","NASD",49.01,6.50%,75835462,48146.99,1.58,9.54%,18.96%,34.27%,23.23%,-1.29%,-25.03%,,4.35,3.05,3.16,6.60,9.87%,22.62%,16.43%,1.94%
"IWM","NYSE",285.58,0.52%,18883042,20950.14,0.90,-0.81%,-4.06%,-4.23%,17.90%,16.01%,17.53%,,-0.48,-1.12,-8.72,-5.54,-2.12%,-3.17%,3.83%,-0.24%
"QQQ","NASD",741.47,2.77%,46313934,37185.88,1.25,4.55%,4.30%,0.48%,27.39%,20.70%,23.71%,,-1.78,0.67,1.33,5.57,3.75%,4.39%,11.80%,1.87%
"SLV","NYSE",59.63,-0.50%,10572359,16617.57,0.64,4.91%,-3.29%,1.22%,-3.07%,-7.44%,52.74%,,-0.67,1.87,-9.24,-2.80,0.05%,4.75%,-9.43%,-0.85%
"SPY","NYSE",773.50,1.55%,49391507,45812.57,1.08,1.66%,1.43%,3.91%,19.26%,13.43%,16.54%,,-3.41,1.30,-1.28,1.32,1.15%,1.76%,7.92%,0.95%
