"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"DIA","NYSE",526.89,1.08%,5084861,4592.58,1.11,1.03%,1.77%,7.13%,6.64%,9.64%,17.52%,,5.06,-3.22,-5.95,0.86,0.66%,2.20%,7.60%
"ETHA","NASD",14.49,-1.50%,32138230,28418.91,1.13,-0.28%,21.87%,-16.10%,-33.84%,-35.40%,-49.67%,,4.69,-9.00,-16.97,85.53,5.51%,4.94%,-23.69%
"GLD","NYSE",369.37,-1.40%,4638428,6920.75,0.67,-1.45%,-1.14%,-14.08%,-20.51%,-6.80%,20.94%,,0.25,-3.69,-5.99,5.00,-0.98%,-4.76%,-10.31%
"IBIT","NASD",36.14,-1.71%,28924303,43522.42,0.66,-4.06%,6.77%,-17.03%,-27.21%,-27.21%,-46.14%,,-2.26,-9.32,-3.47,7.74,0.27%,-3.39%,-20.32%
"IWM","NYSE",293.37,0.16%,20389306,25863.37,0.79,-1.07%,-2.15%,5.86%,11.13%,19.18%,30.90%,,-2.29,-0.94,-8.34,-5.56,-0.63%,0.62%,10.65%
"QQQ","NASD",675.49,-0.97%,50473773,42939.74,1.18,-4.72%,-4.39%,1.70%,8.00%,9.96%,18.89%,,-2.02,1.06,0.11,4.03,-4.60%,-5.76%,4.91%
"SLV","NYSE",51.70,-2.32%,10684972,20620.47,0.52,-2.60%,-2.97%,-24.34%,-47.43%,-19.75%,49.25%,,0.85,-0.57,-11.58,-4.38,-2.41%,-12.32%,-18.55%
"SPY","NYSE",740.86,0.24%,46676740,52097.89,0.90,-0.99%,1.63%,3.59%,6.95%,8.64%,16.32%,,0.86,4.01,1.86,3.88,-0.78%,-0.54%,5.95%
