"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"DIA","NYSE",530.62,0.54%,2958721,4116.35,0.72,-0.68%,-1.82%,4.40%,8.79%,10.41%,16.98%,,-0.74,-2.14,-6.96,-1.49,-0.73%,0.45%,6.56%,0.21%
"ETHA","NASD",18.05,-0.99%,23969778,34724.41,0.69,-3.22%,27.56%,32.92%,11.08%,-19.53%,-44.12%,,19.49,20.32,3.23,-3.24,9.92%,22.55%,4.08%,0.22%
"GLD","NYSE",402.78,1.52%,13364020,8851.78,1.51,-4.40%,7.65%,-1.25%,-14.63%,1.63%,23.71%,,4.11,2.03,-2.06,6.80,-1.39%,4.01%,-2.97%,0.77%
"IBIT","NASD",43.79,0.07%,30136841,48917.81,0.62,-1.51%,20.34%,18.35%,5.67%,-11.80%,-30.46%,,5.52,0.41,2.58,10.05,8.83%,16.54%,3.15%,0.66%
"IWM","NYSE",294.01,1.18%,22224001,22766.25,0.98,-1.65%,-2.55%,2.20%,12.32%,19.44%,25.70%,,0.74,-3.84,-8.28,-4.29,-1.77%,-1.04%,8.06%,0.85%
"QQQ","NASD",709.24,0.23%,23123537,42074.26,0.55,-0.30%,-2.02%,-4.70%,16.13%,15.45%,25.39%,,2.73,3.17,3.25,6.36,-1.16%,-0.23%,8.02%,0.30%
"SLV","NYSE",59.07,1.99%,10611084,18356.14,0.58,-4.09%,9.71%,-10.78%,-21.60%,-8.30%,59.00%,,1.53,1.79,-8.79,-2.51,-1.09%,6.09%,-9.36%,0.58%
"SPY","NYSE",765.16,0.44%,29176380,50174.89,0.58,-0.12%,-0.80%,1.45%,11.68%,12.21%,19.51%,,-0.38,2.04,1.25,3.85,-0.50%,1.30%,7.60%,0.36%
