"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"DIA","NYSE",514.30,-0.71%,4148966,3603.36,1.15,-0.18%,-3.63%,-0.81%,11.52%,7.02%,11.11%,,3.16,5.38,-3.51,4.02,-2.14%,-2.59%,2.52%,-0.33%
"ETHA","NASD",20.21,-2.65%,38615318,37180.08,1.04,11.35%,8.31%,69.55%,26.55%,-9.90%,-35.66%,,11.64,22.56,5.56,-1.55,6.60%,22.40%,18.15%,-1.32%
"GLD","NYSE",392.88,-1.80%,7355667,9044.77,0.81,0.29%,-7.92%,7.37%,-2.78%,-0.87%,13.40%,,0.84,4.00,-1.17,6.28,-2.34%,-0.40%,-5.64%,-0.62%
"IBIT","NASD",47.88,-1.95%,46650845,48700.56,0.96,11.25%,7.26%,41.36%,21.89%,-3.56%,-24.49%,,3.49,4.01,3.70,6.67,6.46%,18.32%,13.86%,-1.18%
"IWM","NYSE",281.92,-1.84%,24286428,20963.80,1.16,-0.70%,-5.39%,-4.98%,13.32%,14.53%,15.62%,,-0.52,-3.09,-8.77,-5.24,-2.91%,-4.29%,2.38%,-1.42%
"QQQ","NASD",741.21,-0.84%,32958406,37282.01,0.88,5.18%,4.94%,4.30%,26.92%,20.66%,23.91%,,-1.93,-0.94,0.70,4.26,3.20%,4.19%,11.56%,-0.77%
"SLV","NYSE",58.16,-4.23%,14862436,16512.30,0.90,1.95%,-6.50%,12.32%,-7.61%,-9.72%,45.55%,,1.09,2.72,-8.24,-1.52,-1.96%,1.68%,-11.75%,-1.42%
"SPY","NYSE",767.81,-0.72%,54810536,45700.17,1.20,1.82%,0.57%,4.71%,17.55%,12.60%,15.77%,,-2.64,-0.56,-0.10,4.43,0.33%,0.91%,7.00%,-0.64%
