"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"DIA","NYSE",515.41,-2.18%,7176701,4626.46,1.55,-1.16%,-1.20%,4.88%,5.17%,7.25%,15.44%,,0.23,-0.80,-5.73,2.29,-1.47%,-0.11%,5.20%
"ETHA","NASD",14.24,-1.73%,29589654,28636.21,1.03,-1.93%,16.34%,-18.02%,-37.63%,-36.51%,-50.02%,,6.28,-8.84,-17.05,88.88,2.81%,3.50%,-24.63%
"GLD","NYSE",371.08,0.46%,11581241,6873.91,1.68,-2.12%,0.68%,-12.05%,-22.06%,-6.37%,21.17%,,0.40,-3.55,-6.11,5.01,-0.56%,-4.09%,-9.90%
"IBIT","NASD",36.00,-0.39%,36673222,43609.04,0.84,-3.59%,5.32%,-16.80%,-28.90%,-27.49%,-46.04%,,-1.77,-9.55,-3.55,7.80,-0.49%,-3.30%,-20.34%
"IWM","NYSE",288.57,-1.64%,33139911,25805.17,1.28,-1.78%,-3.48%,5.35%,9.01%,17.23%,29.58%,,-1.45,-0.03,-7.45,-4.65,-2.06%,-1.10%,8.75%
"QQQ","NASD",661.73,-2.04%,55768431,43217.93,1.29,-6.18%,-8.61%,0.64%,4.85%,7.72%,16.65%,,-0.50,2.75,1.18,4.96,-6.05%,-7.55%,2.73%
"SLV","NYSE",51.77,0.14%,20039220,20446.42,0.98,-3.99%,-1.73%,-21.80%,-49.04%,-19.64%,49.37%,,0.25,-0.86,-12.02,-4.64,-2.12%,-11.69%,-18.48%
"SPY","NYSE",729.46,-1.54%,69565961,52165.71,1.33,-2.40%,-1.56%,2.50%,4.88%,6.97%,14.83%,,0.62,4.83,2.14,3.23,-2.19%,-2.04%,4.28%
