"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"DIA","NYSE",518.76,0.48%,3328460,4573.56,0.73,-0.39%,0.05%,5.23%,5.08%,7.95%,16.03%,,3.39,-5.40,-5.35,1.93,-0.81%,0.82%,6.06%
"ETHA","NASD",14.04,-0.50%,20296250,28001.28,0.72,0.93%,17.79%,-19.73%,-36.67%,-37.41%,-50.53%,,3.98,-8.06,-16.79,163.69,4.15%,0.92%,-26.80%
"GLD","NYSE",371.90,0.10%,3852407,6992.96,0.55,0.95%,1.63%,-13.72%,-17.68%,-6.16%,19.86%,,-0.78,-4.17,-6.03,5.25,-0.28%,-4.67%,-9.69%
"IBIT","NASD",36.35,-0.82%,33023166,43510.82,0.76,0.00%,7.32%,-17.48%,-28.26%,-26.79%,-46.28%,,-2.25,-7.86,-2.64,9.09,1.54%,-3.77%,-20.43%
"IWM","NYSE",291.17,-0.31%,19771059,25956.13,0.76,-0.98%,-1.86%,5.68%,7.92%,18.28%,30.25%,,-1.82,-0.94,-7.65,-4.91,-1.59%,-0.01%,10.02%
"QQQ","NASD",684.23,-1.12%,42876658,42822.37,1.00,-1.60%,-3.71%,5.04%,10.22%,11.38%,21.10%,,-2.34,0.07,-0.59,3.84,-3.86%,-4.74%,6.38%
"SLV","NYSE",52.59,1.02%,11139150,20708.79,0.54,3.56%,1.56%,-23.09%,-39.64%,-18.36%,48.18%,,0.28,-1.60,-11.50,-3.43,-0.85%,-12.31%,-17.04%
"SPY","NYSE",738.93,0.10%,44782739,51970.07,0.86,-0.59%,0.78%,4.30%,7.25%,8.36%,16.47%,,0.86,3.10,1.35,2.93,-0.97%,-0.82%,5.78%
