"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"DIA","NYSE",520.75,-0.63%,4732805,3934.20,1.20,-1.86%,-3.08%,4.10%,9.68%,8.36%,14.22%,,-2.10,0.46,-5.36,0.55,-2.14%,-1.58%,4.24%,-0.29%
"ETHA","NASD",18.56,-0.11%,32399151,33968.01,0.95,2.83%,30.89%,51.14%,18.29%,-17.25%,-43.24%,,16.65,21.92,4.01,1.07,5.91%,20.49%,7.65%,1.75%
"GLD","NYSE",396.36,-1.73%,9929943,9160.46,1.08,-1.59%,-1.15%,5.81%,-16.77%,0.01%,18.22%,,2.92,3.49,-1.67,6.95,-3.20%,1.46%,-4.68%,-0.79%
"IBIT","NASD",43.68,-1.38%,30845437,46872.72,0.66,-0.25%,21.54%,24.52%,9.01%,-12.02%,-32.31%,,5.01,3.12,3.36,9.84,3.10%,12.93%,3.30%,0.34%
"IWM","NYSE",287.70,-1.01%,26919921,21741.84,1.24,-2.15%,-4.42%,2.00%,13.78%,16.88%,21.69%,,-1.23,-0.96,-9.04,-3.67,-3.24%,-2.96%,5.17%,-0.27%
"QQQ","NASD",708.69,-1.06%,30920802,39421.90,0.78,-0.08%,-1.36%,2.16%,16.62%,15.36%,22.04%,,-0.92,1.82,1.59,5.90,-1.09%,-0.27%,7.46%,0.16%
"SLV","NYSE",57.50,-5.30%,23065413,17631.26,1.31,-2.66%,-1.79%,-0.28%,-26.20%,-10.74%,53.70%,,1.13,1.76,-8.69,-2.03,-4.33%,2.01%,-12.23%,-1.57%
"SPY","NYSE",757.83,-0.60%,42290454,48122.99,0.88,-0.96%,-1.65%,4.47%,12.05%,11.13%,16.19%,,0.14,0.52,1.00,4.14,-1.27%,-0.05%,6.18%,-0.03%
