"Ticker","Exchange","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Sector/Theme","Net Flows % (1 Month)","Net Flows % (3 Month)","Net Flows % (YTD)","Net Flows % (1 Year)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"DIA","NYSE",532.91,-0.24%,3606723,4484.65,0.80,-0.81%,2.89%,7.22%,7.47%,10.89%,18.67%,,-0.66,2.64,-5.29,-1.97,0.42%,1.70%,7.71%,-0.09%
"ETHA","NASD",14.44,0.28%,30345564,29327.00,1.03,1.83%,0.77%,-9.75%,-4.05%,-35.62%,-56.20%,,6.48,-3.71,-13.94,6.57,0.97%,6.46%,-18.81%,1.05%
"GLD","NYSE",398.55,-1.71%,10420659,7536.65,1.38,-0.60%,8.42%,-4.75%,-11.08%,0.57%,29.84%,,3.08,-0.52,-3.56,6.43,3.21%,4.54%,-3.44%,-0.99%
"IBIT","NASD",36.60,0.49%,28501963,43108.53,0.66,1.84%,-0.79%,-15.92%,-4.66%,-26.28%,-44.59%,,1.56,-9.07,-2.08,7.14,0.72%,1.85%,-15.46%,0.95%
"IWM","NYSE",300.23,-1.26%,17924743,24332.15,0.74,-0.25%,2.71%,8.79%,14.14%,21.97%,31.70%,,-1.90,-0.97,-7.48,-1.97,0.92%,1.53%,11.57%,-0.73%
"QQQ","NASD",717.51,-1.69%,48165882,42948.99,1.12,-0.13%,3.08%,1.65%,19.33%,16.80%,24.33%,,1.96,3.25,3.12,5.90,1.60%,0.63%,10.13%,-0.37%
"SLV","NYSE",57.44,-3.58%,13152569,18193.48,0.72,-1.90%,12.67%,-17.87%,-13.45%,-10.84%,66.25%,,2.04,0.37,-8.96,-1.93,3.76%,3.47%,-10.66%,-2.00%
"SPY","NYSE",767.45,-0.68%,43245828,51732.21,0.84,-0.40%,3.42%,3.90%,12.39%,12.54%,19.30%,,0.33,1.93,1.47,3.21,1.16%,2.35%,8.66%,-0.16%
