"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",3636.03,21.72,7.10%,2424047,3722.62,0.65,3.92%,-16.91%,-30.27%,-6.34%,-2.91%,-49.91%,7.02%,-41.05%,-2.13%,656.85%,22.04%,19.45%,36.68%,10.46%,-0.21%,-2.72%,-21.51%,3.53%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",3385.79,14.79,6.63%,8254143,9565.55,0.86,1.16%,-23.41%,-34.90%,-18.33%,-8.87%,59.38%,5.14%,12.50%,-33.24%,309.77%,,12.36%,78.81%,23.26%,-3.84%,-2.67%,-26.06%,3.07%
"PL","NYSE","Planet Labs PBC","Industrials","Aerospace & Defense",6181.77,16.99,6.05%,11150062,9665.12,1.15,1.80%,-27.27%,-39.79%,-31.52%,-13.84%,66.08%,4.05%,-33.25%,65.01%,58.14%,,4.17%,60.89%,10.28%,-10.31%,-20.59%,-37.50%,3.47%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",2887.41,11.55,7.04%,12932548,17508.79,0.74,6.26%,-10.74%,-19.57%,20.94%,51.97%,46.76%,6.71%,67.06%,86.71%,89.56%,62.87%,7.08%,58.29%,17.20%,5.36%,7.98%,6.94%,3.45%
"RKLB","NASD","Rocket Lab Corp","Industrials","Aerospace & Defense",40587.54,67.82,6.47%,21816391,20840.76,1.05,9.46%,-14.33%,-37.19%,-2.39%,-2.78%,41.06%,5.06%,25.20%,39.33%,61.99%,,4.88%,54.83%,7.70%,3.71%,-3.46%,-15.60%,3.46%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",14411.07,23.89,4.73%,41707748,39266.34,1.06,-1.28%,30.69%,52.17%,11.58%,-12.01%,-58.14%,7.33%,-263.44%,51.19%,2167.95%,,8.75%,41.38%,6.94%,-1.51%,19.11%,8.11%,1.81%
"HOOD","NASD","Robinhood Markets Inc","Financial","Capital Markets",98728.22,109.81,5.16%,21820645,23448.73,0.93,-3.11%,19.97%,4.38%,46.61%,-2.91%,-7.44%,5.69%,4.36%,44.87%,34.50%,20.54%,6.62%,67.69%,4.67%,-0.23%,6.53%,15.69%,-0.26%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",11215.38,90.99,1.30%,5440769,4674.23,1.16,0.43%,12.63%,-23.46%,84.34%,98.06%,140.78%,7.08%,-119.52%,-207.87%,81.44%,65.39%,0.47%,79.06%,13.24%,4.09%,-2.53%,17.73%,-5.71%
"ASTS","NASD","AST SpaceMobile Inc","Technology","Communication Equipment",24404.70,62.71,5.80%,9144508,14348.24,0.64,4.67%,-6.50%,-26.59%,-30.89%,-13.66%,52.25%,5.64%,-135.80%,-88.00%,2626.64%,,1.48%,48.06%,34.18%,2.11%,-1.33%,-23.19%,1.39%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",80156.81,893.61,-2.81%,4893361,4751.31,1.03,-4.50%,2.32%,2.72%,27.51%,142.44%,447.09%,6.18%,148.54%,-2957.51%,109.34%,76.28%,3.61%,95.16%,8.15%,-0.44%,6.53%,25.74%,-4.41%
