"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",3230.50,19.67,2.08%,3103465,7008.15,0.44,-11.67%,-36.85%,-55.01%,-33.88%,-12.07%,,8.88%,-40.29%,-20.35%,44.80%,28.25%,8.98%,20.37%,15.29%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",3001.40,13.83,2.29%,13110025,13805.80,0.95,-8.71%,-39.13%,-49.85%,-29.08%,-14.79%,11.44%,7.48%,56.85%,-135.53%,198.65%,,24.86%,72.10%,26.54%
"PL","NYSE","Planet Labs PBC","Industrials","Aerospace & Defense",7894.31,22.15,-1.42%,8102648,12674.61,0.64,-14.68%,-21.51%,-42.44%,-21.68%,12.32%,226.22%,8.50%,-147.44%,-854.63%,42.08%,,9.60%,58.06%,13.66%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",10031.65,16.63,5.99%,31904268,37115.63,0.86,13.83%,5.92%,-27.54%,-46.13%,-38.75%,-60.73%,6.28%,-218.15%,51.19%,2167.95%,,8.73%,32.38%,7.86%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",11364.12,100.93,10.37%,7255546,4538.79,1.60,1.77%,-15.10%,34.75%,76.20%,119.70%,366.84%,10.84%,-46.80%,-52.18%,225.54%,,1.81%,77.50%,12.44%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",8266.61,103.02,0.60%,5141432,11930.40,0.43,-7.92%,-38.44%,-35.38%,178.43%,195.52%,259.83%,11.89%,497.54%,-2.56%,51.36%,,12.45%,72.61%,14.18%
"ASTS","NASD","AST SpaceMobile Inc","Technology","Communication Equipment",22286.11,57.42,-0.66%,15792230,23004.59,0.69,-15.03%,-32.79%,-32.87%,-43.29%,-20.94%,-0.97%,10.30%,-73.95%,-221.95%,1952.23%,,0.25%,41.64%,24.95%
"ANET","NYSE","Arista Networks Inc","Technology","Computer Hardware",213245.98,169.35,0.44%,6022049,9849.07,0.61,-6.51%,2.68%,3.12%,29.68%,29.25%,51.50%,7.13%,22.11%,26.22%,35.13%,22.43%,1.67%,73.05%,2.07%
"AFRM","NASD","Affirm Holdings Inc","Financial","Credit Services",25224.57,75.32,-0.99%,4336394,4768.71,0.91,-8.07%,6.49%,16.78%,4.89%,1.20%,9.32%,4.73%,733.72%,3549.38%,33.75%,157.75%,1.21%,76.43%,6.87%
"GH","NASD","Guardant Health Inc","Healthcare","Diagnostics & Research",19634.07,148.07,-5.00%,2521264,2666.10,0.95,-6.52%,14.69%,63.87%,32.23%,44.97%,218.70%,4.25%,13.31%,-11.14%,48.26%,,3.79%,104.28%,9.54%
