"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"CVNA","NYSE","Carvana Co","Consumer Cyclical","Auto & Truck Dealerships",72742.15,66.32,0.38%,17495717,10975.06,1.59,5.69%,4.08%,-18.41%,-30.59%,-21.43%,-1.46%,4.39%,-10.15%,11.42%,51.98%,15.86%,1.23%,101.26%,11.47%,-0.06%,-0.74%,-8.34%
"HSAI","NASD","Hesai Group ADR","Consumer Cyclical","Auto Parts",17001.98,16.33,2.70%,2952900,1777.63,1.66,9.74%,3.62%,-27.36%,-36.88%,-27.10%,-19.99%,4.07%,16.67%,186.96%,36.15%,42.96%,0.30%,4.41%,0.87%,2.92%,-6.80%,-24.67%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",10007.53,16.59,-5.58%,32095145,37536.10,0.86,-6.48%,20.22%,-22.77%,-43.44%,-38.90%,-48.16%,8.66%,-218.15%,51.19%,2167.95%,,8.63%,32.50%,8.33%,4.58%,0.91%,-35.45%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",9928.55,88.18,-12.81%,7179269,4595.81,1.56,-19.73%,-25.44%,22.29%,42.59%,91.95%,347.61%,10.12%,-46.57%,-52.18%,225.54%,,2.58%,77.50%,11.59%,-13.69%,-20.51%,27.02%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",16624.64,25.70,-9.67%,40188981,54455.45,0.74,-15.90%,-8.70%,-5.69%,-17.63%,-12.20%,-56.17%,8.65%,36.07%,314.07%,122.68%,21.39%,7.83%,62.25%,17.24%,-6.42%,-20.91%,-22.20%
"KLAR","NYSE","Klarna Group plc","Financial","Credit Services",7029.24,18.62,-0.48%,2888298,5418.35,0.53,4.31%,-8.00%,34.73%,-28.02%,-35.59%,,4.88%,126.39%,95.07%,44.37%,,0.52%,22.88%,23.00%,-2.24%,2.99%,-16.82%
"APH","NYSE","Amphenol Corp","Technology","Electronic Components",184916.54,150.31,4.49%,12176423,9641.15,1.26,-4.57%,-9.68%,4.59%,-9.59%,11.23%,42.73%,4.24%,45.34%,24.15%,58.39%,25.15%,1.35%,97.58%,1.35%,-4.17%,-1.33%,6.03%
"RBLX","NYSE","Roblox Corp","Communication Services","Electronic Gaming & Multimedia",35892.02,50.13,1.27%,6945894,11478.19,0.61,0.99%,-7.75%,-10.66%,-30.51%,-38.13%,-57.64%,5.34%,3.80%,-7.93%,39.30%,20.33%,6.33%,82.59%,4.71%,-5.84%,2.06%,-29.13%
"RSI","NYSE","Rush Street Interactive Inc","Consumer Cyclical","Gambling",7169.61,30.77,0.26%,2641663,2704.69,0.98,-1.41%,-1.76%,28.21%,80.05%,58.36%,96.87%,4.32%,60.03%,77.62%,41.14%,40.85%,4.74%,101.30%,9.48%,-4.94%,3.29%,36.76%
"CDE","NYSE","Coeur Mining Inc","Basic Materials","Gold",15076.51,14.63,-1.88%,32099561,31572.13,1.02,-7.64%,-10.41%,-18.04%,-43.10%,-17.95%,59.02%,4.17%,82.34%,451.88%,137.76%,33.11%,29.35%,77.34%,5.45%,-6.01%,-12.15%,-21.90%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",9216.64,30.57,-2.64%,5595609,7052.75,0.79,3.63%,3.80%,69.46%,105.44%,112.73%,120.88%,6.48%,165.29%,124.38%,52.55%,,1.45%,55.40%,8.02%,0.61%,10.36%,62.52%
"BRO","NYSE","Brown & Brown Inc","Financial","Insurance Brokers",25052.27,74.87,1.66%,3552083,3252.99,1.09,14.50%,17.06%,18.58%,1.01%,-6.06%,-18.54%,4.37%,5.23%,7.34%,30.43%,7.20%,3.00%,84.94%,6.48%,8.91%,19.02%,5.22%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",8791.97,11.61,-2.27%,15387067,14169.32,1.09,3.11%,-3.25%,47.15%,-11.58%,9.84%,57.53%,4.96%,266.64%,128.96%,99.38%,,27.43%,84.54%,7.02%,-1.85%,14.59%,20.61%
"BRZE","NASD","Braze Inc","Technology","Software - Application",3021.91,26.83,6.85%,2592068,2827.18,0.92,19.24%,27.94%,19.72%,10.09%,-21.76%,-9.42%,7.83%,66.62%,29.87%,30.20%,47.98%,13.02%,84.56%,14.71%,9.03%,15.32%,9.70%
"DDOG","NASD","Datadog Inc","Technology","Software - Application",94044.69,264.20,5.31%,6571704,5638.83,1.17,7.50%,6.29%,100.84%,91.16%,94.28%,75.82%,4.11%,18.08%,115.46%,32.15%,19.56%,0.28%,81.80%,3.86%,2.34%,8.89%,58.97%
"FIG","NYSE","Figma Inc","Technology","Software - Application",13082.60,24.76,1.56%,20095423,21173.26,0.95,15.32%,29.77%,44.12%,-13.00%,-33.74%,,6.84%,-39.30%,-1719.05%,46.12%,0.78%,18.99%,29.21%,33.16%,10.50%,15.06%,-15.34%
