"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"AVEX","NYSE","AEVEX Corp","Industrials","Aerospace & Defense",2134.26,17.82,7.28%,2082380,2886.87,0.72,2.71%,-13.33%,,,-22.56%,,5.58%,286.84%,,306.87%,,13.67%,1.11%,15.13%
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",6505.72,49.09,7.11%,5063196,2879.03,1.77,-1.74%,2.63%,-45.56%,-54.33%,-32.91%,1.61%,6.02%,55.98%,261.98%,51.02%,50.90%,21.30%,77.98%,13.31%
"CVNA","NYSE","Carvana Co","Consumer Cyclical","Auto & Truck Dealerships",77469.51,70.63,0.36%,4763322,11596.96,0.41,6.43%,10.19%,-5.63%,-23.98%,-16.32%,1.36%,5.76%,-9.85%,11.42%,51.98%,15.57%,1.73%,102.43%,11.04%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",8996.47,15.80,-3.04%,36185929,37628.71,0.97,6.29%,-1.96%,-26.47%,-49.26%,-41.82%,-60.47%,4.51%,-218.15%,51.19%,2167.95%,,10.20%,34.21%,8.32%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",11607.33,103.09,4.84%,3335118,4565.16,0.73,-2.85%,-13.27%,43.70%,68.75%,124.40%,378.15%,8.20%,-36.47%,-52.18%,225.54%,,1.80%,77.59%,12.44%
"ANET","NYSE","Arista Networks Inc","Technology","Computer Hardware",216526.19,171.96,-5.81%,6366211,9803.73,0.65,-5.02%,5.34%,11.39%,39.33%,31.23%,60.15%,5.65%,21.87%,26.22%,35.13%,21.78%,1.61%,73.08%,2.07%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",17404.12,26.91,-2.69%,22454146,50449.26,0.45,-4.49%,-11.67%,-1.08%,-10.67%,-8.08%,-49.40%,4.47%,26.05%,314.07%,122.68%,21.17%,8.13%,63.23%,18.52%
"AFRM","NASD","Affirm Holdings Inc","Financial","Credit Services",27361.21,81.70,-3.26%,3786607,4907.66,0.78,0.52%,23.47%,46.36%,6.95%,9.77%,23.51%,4.11%,733.72%,3549.38%,33.75%,157.75%,1.22%,76.38%,6.87%
"KLAR","NYSE","Klarna Group plc","Financial","Credit Services",7414.30,19.64,0.05%,2750057,5609.04,0.49,3.21%,21.01%,37.73%,-35.82%,-32.07%,,4.39%,126.24%,95.07%,44.37%,,0.81%,23.01%,21.92%
"SOFI","NASD","SoFi Technologies Inc","Financial","Credit Services",22929.00,17.88,-3.64%,67323392,76360.69,0.89,0.82%,7.81%,-0.20%,-32.80%,-31.72%,-14.72%,5.12%,53.38%,101.00%,35.83%,38.35%,0.57%,56.49%,14.94%
"VRT","NYSE","Vertiv Holdings Co","Industrials","Electrical Equipment & Parts",117037.96,304.70,0.37%,3266945,6188.05,0.53,-4.13%,0.60%,-1.87%,79.20%,88.07%,139.22%,4.87%,54.59%,135.90%,30.13%,39.23%,3.19%,85.85%,3.78%
"RBLX","NYSE","Roblox Corp","Communication Services","Electronic Gaming & Multimedia",40878.80,57.10,4.82%,4951751,11662.38,0.43,3.58%,31.83%,-2.07%,-25.58%,-29.54%,-49.24%,4.55%,2.54%,-7.93%,39.30%,20.71%,6.21%,82.77%,4.66%
"ONON","NYSE","On Holding AG","Consumer Cyclical","Footwear & Accessories",12419.99,37.52,-0.58%,2396384,5577.47,0.43,3.14%,-2.74%,5.46%,-23.28%,-19.27%,-29.81%,4.18%,76.56%,107.83%,31.34%,40.33%,0.39%,60.85%,9.21%
"CDE","NYSE","Coeur Mining Inc","Basic Materials","Gold",16380.13,15.90,-0.66%,17565861,29072.15,0.61,4.30%,-7.59%,-24.92%,-26.45%,-10.85%,73.72%,4.19%,105.57%,451.88%,137.76%,32.77%,30.43%,77.28%,5.04%
"TEM","NASD","Tempus AI Inc","Healthcare","Health Information Services",10273.79,57.22,-2.48%,2356422,6531.09,0.36,-0.10%,19.65%,15.52%,-17.39%,-3.11%,2.37%,8.06%,42.04%,-77.97%,36.12%,,3.06%,53.08%,31.67%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",9221.17,30.58,-1.56%,3287972,7244.80,0.46,-0.73%,8.23%,100.03%,73.19%,112.84%,104.99%,5.27%,164.58%,124.38%,52.55%,,1.10%,55.49%,7.68%
"QXO","NYSE","QXO Inc","Industrials","Industrial Distribution",15873.24,15.30,5.77%,20066263,21806.43,0.92,4.33%,-8.03%,-34.47%,-38.33%,-20.71%,-27.68%,5.97%,-11.07%,-1037.83%,12708.71%,53.23%,2.51%,90.84%,24.90%
"SM","NYSE","SM Energy Co","Energy","Oil & Gas E&P",7188.86,29.99,0.89%,2380201,4160.61,0.57,3.01%,-3.74%,8.44%,67.80%,60.35%,14.58%,4.03%,28.17%,-206.16%,75.12%,12.51%,93.24%,95.59%,5.65%
"HL","NYSE","Hecla Mining Co","Basic Materials","Other Precious Metals & Mining",10362.17,15.45,-0.33%,35113017,21292.64,1.66,2.38%,1.04%,-21.54%,-36.84%,-19.49%,152.86%,4.18%,88.71%,466.67%,56.55%,30.95%,0.66%,73.59%,6.31%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",9560.61,12.62,8.09%,15804655,13989.38,1.14,11.53%,46.97%,78.07%,3.40%,19.44%,94.83%,4.70%,225.97%,128.96%,99.38%,,29.01%,84.60%,7.54%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",51042.78,184.11,-9.67%,4099059,8091.26,0.51,1.32%,-13.97%,,,-47.40%,,9.56%,,44.27%,94.35%,,35.10%,4.35%,16.83%
"BTDR","NASD","Bitdeer Technologies Group","Technology","Software - Application",3059.67,12.57,1.74%,5302514,9546.13,0.56,0.12%,-29.47%,5.05%,2.49%,12.18%,0.20%,10.71%,-51.78%,-138.15%,169.41%,-9.13%,39.78%,47.30%,37.80%
"DDOG","NASD","Datadog Inc","Technology","Software - Application",94361.49,265.09,-2.08%,2290663,5825.40,0.40,1.53%,15.31%,139.75%,109.44%,94.93%,88.60%,6.08%,18.05%,115.46%,32.15%,19.42%,0.42%,82.60%,4.55%
"FIG","NYSE","Figma Inc","Technology","Software - Application",12443.27,23.55,-1.30%,13829858,21215.59,0.66,8.68%,27.02%,27.85%,-35.30%,-36.98%,,10.13%,-39.30%,-1719.05%,46.12%,0.78%,18.83%,28.97%,42.40%
"IOT","NYSE","Samsara Inc","Technology","Software - Infrastructure",21273.37,36.40,-1.37%,2493146,6160.87,0.41,-0.12%,8.13%,37.29%,8.77%,2.67%,-3.26%,6.26%,26.79%,294.10%,30.52%,26.80%,10.28%,62.96%,11.85%
