"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",2717.42,10.87,1.59%,13897244,20682.10,0.67,5.23%,-19.54%,-26.90%,14.90%,43.03%,32.08%,5.27%,67.15%,86.71%,89.56%,59.63%,7.19%,58.31%,17.04%,-5.72%,1.39%,1.92%,3.52%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",14598.08,24.20,-0.04%,25967864,38513.22,0.67,4.94%,33.78%,54.73%,14.96%,-10.87%,-46.93%,5.83%,-263.44%,51.19%,2167.95%,,8.98%,41.38%,8.03%,5.75%,26.64%,8.78%,2.24%
"HOOD","NASD","Robinhood Markets Inc","Financial","Capital Markets",101893.00,113.33,-1.69%,16258450,24502.34,0.66,5.93%,20.08%,31.23%,44.02%,0.20%,-3.52%,6.50%,4.26%,44.87%,34.50%,20.51%,6.63%,67.70%,4.36%,6.51%,9.65%,19.13%,0.57%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",11167.31,90.60,-5.55%,3464293,4574.38,0.76,12.30%,2.05%,-14.27%,77.23%,97.21%,192.73%,9.06%,-119.47%,-207.87%,81.44%,,0.35%,79.05%,12.12%,5.97%,-4.02%,19.21%,-1.21%
"ASTS","NASD","AST SpaceMobile Inc","Technology","Communication Equipment",23315.02,59.91,-4.02%,8297790,15998.64,0.52,-3.99%,-16.36%,-31.39%,-32.08%,-17.51%,59.42%,6.73%,-130.65%,-88.00%,2626.64%,,1.54%,48.05%,30.69%,-6.01%,-8.62%,-26.50%,-1.30%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",83932.29,935.70,-5.39%,3946285,4826.60,0.82,7.48%,14.03%,9.66%,39.24%,153.86%,467.50%,6.94%,148.16%,-2957.51%,109.34%,75.44%,3.64%,95.11%,8.32%,3.88%,13.57%,34.44%,-2.47%
"VIAV","NASD","Viavi Solutions Inc","Technology","Communication Equipment",9228.45,37.40,-4.54%,4477378,6100.00,0.73,8.41%,-2.60%,-20.12%,24.29%,109.88%,214.29%,5.32%,64.43%,255.97%,52.53%,35.88%,2.63%,98.48%,3.62%,-2.63%,-4.74%,6.41%,-1.32%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",24557.36,37.38,-3.98%,26258689,56437.89,0.47,1.03%,18.29%,27.71%,17.58%,27.71%,-14.87%,5.85%,19.52%,445.49%,93.16%,18.32%,23.52%,71.56%,15.94%,-1.19%,15.81%,18.85%,-1.39%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",247827.34,1692.59,-4.06%,8650996,13968.70,0.62,8.96%,33.16%,3.00%,158.24%,613.03%,2189.76%,5.69%,198.84%,28016.32%,371.59%,54.54%,1.65%,81.69%,5.32%,5.99%,10.93%,64.89%,-1.90%
"ERO","NYSE","Ero Copper Corp","Basic Materials","Copper",3648.41,34.98,-8.55%,2051835,1325.65,1.55,0.63%,-3.64%,35.69%,24.93%,23.65%,115.13%,5.04%,88.26%,24.55%,73.88%,27.58%,0.75%,74.91%,5.64%,-4.23%,12.38%,19.88%,-2.15%
"BE","NYSE","Bloom Energy Corp","Industrials","Electrical Equipment & Parts",76132.37,258.49,-4.01%,11416970,15083.21,0.76,18.97%,22.39%,10.36%,62.36%,197.49%,310.56%,7.62%,255.13%,431.21%,165.52%,118.32%,1.74%,85.12%,6.59%,14.46%,14.38%,33.42%,-0.85%
"RBLX","NYSE","Roblox Corp","Communication Services","Electronic Gaming & Multimedia",32061.20,44.88,0.81%,6482819,11963.96,0.54,8.91%,23.91%,8.14%,-25.68%,-44.61%,-66.21%,4.91%,6.75%,37.20%,35.93%,15.77%,3.26%,80.23%,2.19%,11.95%,0.03%,-24.10%,-0.47%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",10057.22,32.58,2.58%,4112793,5517.08,0.75,7.42%,16.48%,16.98%,143.13%,126.72%,67.25%,5.71%,202.01%,221.42%,70.40%,,8.88%,61.57%,6.54%,3.64%,6.48%,56.89%,2.61%
"APLD","NASD","Applied Digital Corp","Technology","Information Technology Services",7514.07,25.78,-5.01%,11973370,18543.15,0.65,3.49%,-13.17%,-33.76%,-9.61%,5.14%,51.83%,5.60%,15.38%,-62.41%,580.68%,,5.20%,74.51%,21.19%,-6.10%,-9.90%,-20.11%,-1.97%
"BKV","NYSE","BKV Corp","Energy","Oil & Gas E&P",2731.57,24.96,3.57%,18909763,995.50,19.00,-0.64%,-5.85%,-3.29%,-12.64%,-8.07%,12.74%,4.67%,19.18%,-45.16%,45.28%,21.63%,6.49%,42.28%,18.61%,-1.38%,-1.66%,-8.92%,3.87%
"VIST","NYSE","Vista Energy SAB de CV ADR","Energy","Oil & Gas E&P",8765.03,78.95,5.87%,2286046,988.46,2.31,2.49%,19.39%,8.90%,32.31%,62.25%,106.84%,4.14%,26.11%,27.92%,99.24%,14.35%,8.62%,53.74%,2.39%,10.09%,16.13%,24.93%,3.87%
"SEI","NYSE","Solaris Energy Infrastructure Inc","Energy","Oil & Gas Equipment & Services",4911.75,64.15,-5.20%,2855271,2944.27,0.97,21.57%,9.12%,-5.99%,15.90%,39.55%,118.42%,6.94%,65.80%,-13.90%,46.92%,85.84%,13.17%,106.86%,27.85%,12.99%,8.62%,7.17%,-2.17%
"ALM","NASD","Almonty Industries Inc","Basic Materials","Other Industrial Metals & Mining",4780.12,16.57,-9.60%,6159702,6474.40,0.95,-6.33%,24.68%,8.30%,-25.63%,88.08%,272.36%,7.20%,212.78%,235.56%,497.89%,,16.08%,47.18%,11.48%,-4.83%,7.96%,9.49%,-6.44%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",4242.59,64.70,-6.11%,7179363,10406.56,0.69,13.61%,-12.31%,-24.14%,36.61%,295.72%,1825.60%,10.06%,308.78%,208.25%,164.77%,,26.75%,71.64%,17.11%,-5.75%,3.20%,16.60%,-1.82%
"TER","NASD","Teradyne Inc","Technology","Semiconductor Equipment & Materials",57875.78,370.19,-3.52%,2309614,3867.71,0.60,8.36%,-2.47%,6.50%,22.58%,91.25%,214.20%,4.56%,132.49%,385.31%,103.99%,57.45%,3.67%,99.83%,4.41%,-1.09%,0.93%,15.87%,-0.54%
"ALAB","NASD","Astera Labs Inc","Technology","Semiconductors",49361.72,284.53,-5.33%,3221124,4861.91,0.66,3.79%,-8.80%,-14.00%,128.15%,71.03%,23.51%,8.36%,117.07%,190.33%,104.45%,64.96%,4.28%,74.58%,6.15%,-3.46%,-11.45%,25.12%,-1.11%
"AMD","NASD","Advanced Micro Devices Inc","Technology","Semiconductors",822114.41,503.60,-3.36%,15918075,25948.80,0.61,10.18%,6.17%,11.32%,145.86%,135.15%,215.66%,4.09%,82.84%,158.80%,50.11%,75.97%,3.65%,75.19%,2.47%,4.83%,1.32%,45.82%,-1.07%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",42831.18,191.34,-2.48%,3399354,7114.58,0.48,3.70%,-18.50%,-19.38%,,-45.33%,,9.20%,,-237.28%,74.32%,,79.48%,30.75%,16.50%,-4.09%,-5.46%,-11.11%,0.21%
