"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",3233.79,19.69,-4.88%,2611916,6860.81,0.38,2.18%,-21.18%,-48.91%,-36.32%,-11.98%,,7.10%,-40.29%,-20.35%,44.80%,28.25%,9.99%,21.08%,13.86%
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",6287.05,47.44,-4.59%,2794940,3447.74,0.81,2.75%,5.80%,-38.07%,-57.49%,-35.16%,-3.99%,6.09%,55.98%,261.98%,51.02%,50.90%,18.83%,79.11%,12.10%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",9524.94,15.79,-4.82%,31759363,36856.63,0.86,0.64%,12.62%,-28.23%,-45.36%,-41.84%,-62.18%,6.71%,-218.15%,51.19%,2167.95%,,8.63%,32.47%,8.33%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",12384.23,109.99,-6.53%,3679968,4585.95,0.80,20.27%,-5.26%,39.63%,99.55%,139.42%,420.29%,8.18%,-46.57%,-52.18%,225.54%,,2.58%,77.49%,11.59%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",8036.31,100.15,-10.60%,7103569,11846.48,0.60,-2.21%,-31.86%,-27.29%,162.52%,187.29%,287.58%,8.97%,497.41%,-2.56%,51.36%,,12.49%,72.32%,13.10%
"ASTS","NASD","AST SpaceMobile Inc","Technology","Communication Equipment",21812.60,56.20,-5.04%,11099669,22373.03,0.50,-2.77%,-17.37%,-28.63%,-51.71%,-22.62%,-6.43%,7.18%,-73.95%,-221.95%,1952.23%,,0.40%,41.97%,22.88%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",19470.88,30.10,-3.53%,49701580,53947.91,0.92,24.48%,-7.24%,12.52%,-7.24%,2.84%,-42.69%,7.29%,36.07%,314.07%,122.68%,21.39%,7.83%,62.27%,17.24%
"RBLX","NYSE","Roblox Corp","Communication Services","Electronic Gaming & Multimedia",34044.79,47.55,0.00%,4720760,11576.28,0.41,-7.99%,-0.81%,-14.25%,-36.35%,-41.32%,-59.74%,4.62%,3.87%,-7.93%,39.30%,20.33%,6.33%,82.59%,4.71%
"RSI","NYSE","Rush Street Interactive Inc","Consumer Cyclical","Gambling",7323.39,31.43,0.35%,2442860,2683.92,0.91,-3.29%,5.36%,34.78%,76.97%,61.76%,113.81%,4.52%,60.03%,77.62%,41.14%,40.85%,4.74%,101.30%,9.48%
"CDE","NYSE","Coeur Mining Inc","Basic Materials","Gold",15591.78,15.13,-0.72%,26864923,30774.05,0.87,5.44%,-2.20%,-19.78%,-41.29%,-15.14%,60.96%,4.43%,82.34%,451.88%,137.76%,33.11%,29.35%,77.36%,5.45%
"SSRM","NASD","SSR Mining Inc","Basic Materials","Gold",5573.21,26.86,-1.25%,2719633,3147.99,0.86,5.04%,-5.26%,-10.02%,3.39%,22.54%,113.85%,4.29%,101.88%,-290.68%,83.75%,32.02%,15.74%,71.75%,4.26%
"APLD","NASD","Applied Digital Corp","Technology","Information Technology Services",7770.07,27.19,-9.03%,20189734,21143.44,0.95,5.43%,-35.23%,-25.20%,-21.73%,10.89%,142.77%,7.28%,-1077.78%,-120.39%,139.29%,,8.77%,73.42%,26.94%
"ALM","NASD","Almonty Industries Inc","Basic Materials","Other Industrial Metals & Mining",3785.09,13.34,-5.92%,2748160,5324.71,0.52,-3.12%,-18.96%,-39.58%,27.41%,51.42%,200.45%,6.39%,190.60%,89.47%,235.97%,,27.70%,41.21%,8.91%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",8383.04,11.07,2.69%,11271709,13996.45,0.81,-7.75%,3.94%,42.11%,-16.64%,4.73%,55.26%,4.69%,225.97%,128.96%,99.38%,,27.43%,84.55%,7.02%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",55204.13,199.12,-9.49%,5949740,7810.42,0.76,15.19%,9.25%,,,-43.11%,,15.34%,,44.27%,94.35%,,47.31%,4.77%,13.02%
"BTDR","NASD","Bitdeer Technologies Group","Technology","Software - Application",2812.71,11.56,-5.01%,5600100,9531.40,0.59,7.64%,-34.02%,-4.93%,-17.66%,3.12%,-23.75%,7.95%,-49.29%,-138.15%,169.41%,-9.13%,38.14%,47.19%,43.35%
"FIG","NYSE","Figma Inc","Technology","Software - Application",11159.31,21.12,5.60%,14239184,21080.88,0.68,-11.82%,13.30%,21.94%,-25.69%,-43.48%,,7.28%,-39.30%,-1719.05%,46.12%,0.78%,18.99%,29.22%,33.16%
"NAVN","NASD","Navan Inc","Technology","Software - Application",5900.49,23.20,4.36%,2963473,4424.45,0.67,-10.63%,6.52%,49.77%,53.74%,35.83%,,8.96%,,66.82%,39.86%,,0.21%,19.56%,9.62%
"IOT","NYSE","Samsara Inc","Technology","Software - Infrastructure",19353.24,33.11,5.14%,4946189,5995.60,0.82,-13.60%,5.99%,13.08%,3.21%,-6.60%,-13.14%,6.81%,27.16%,294.10%,30.52%,26.80%,10.47%,63.05%,11.22%
"NBIS","NASD","Nebius Group NV","Technology","Software - Infrastructure",47252.40,187.77,-15.02%,24095349,18161.78,1.33,5.66%,-27.69%,19.54%,93.88%,124.32%,259.99%,11.13%,-44.20%,521.40%,621.52%,-14.09%,15.68%,50.69%,30.22%
"NTSK","NASD","Netskope Inc","Technology","Software - Infrastructure",4657.24,11.53,3.22%,3313684,5709.49,0.58,-15.16%,21.37%,17.77%,-26.09%,-34.26%,,8.54%,62.65%,-40.26%,27.80%,,3.11%,35.74%,6.74%
"ZETA","NYSE","Zeta Global Holdings Corp","Technology","Software - Infrastructure",4768.30,19.13,-1.29%,4532227,9237.86,0.49,-11.76%,1.54%,11.94%,-11.72%,-6.00%,20.39%,5.56%,31.42%,45.37%,49.88%,25.08%,1.20%,74.33%,14.37%
