"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",3233.79,19.69,-4.88%,2599780,6860.81,0.38,2.18%,-21.18%,-48.91%,-36.32%,-11.98%,,8.17%,-40.29%,-20.35%,44.80%,28.25%,8.98%,21.06%,15.29%
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",6287.05,47.44,-4.59%,2794524,3447.74,0.81,2.75%,5.80%,-38.07%,-57.49%,-35.16%,-3.99%,6.28%,55.98%,261.98%,51.02%,50.90%,18.18%,78.84%,13.31%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",9524.95,15.79,-4.82%,31613244,36856.63,0.86,0.64%,12.62%,-28.23%,-45.36%,-41.84%,-62.18%,6.92%,-218.15%,51.19%,2167.95%,,8.73%,32.45%,7.86%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",12384.23,109.99,-6.53%,3661557,4585.95,0.80,20.27%,-5.26%,39.63%,99.55%,139.42%,420.29%,9.59%,-46.80%,-52.18%,225.54%,,1.81%,77.46%,12.44%
"AAOI","NASD","Applied Optoelectronics Inc","Technology","Communication Equipment",8036.31,100.15,-10.60%,7056701,11846.48,0.60,-2.21%,-31.86%,-27.29%,162.52%,187.29%,287.58%,10.12%,497.41%,-2.56%,51.36%,,12.45%,72.68%,14.18%
"ASTS","NASD","AST SpaceMobile Inc","Technology","Communication Equipment",21812.60,56.20,-5.04%,11033955,22373.03,0.49,-2.77%,-17.37%,-28.63%,-51.71%,-22.62%,-6.43%,8.52%,-73.95%,-221.95%,1952.23%,,0.25%,42.01%,24.95%
"ANET","NYSE","Arista Networks Inc","Technology","Computer Hardware",219088.68,173.99,-1.48%,4718543,9670.13,0.49,3.19%,7.57%,0.83%,25.71%,32.79%,52.57%,4.53%,22.13%,26.22%,35.13%,22.43%,1.67%,72.10%,2.07%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",19470.88,30.10,-3.53%,49123503,53947.91,0.91,24.48%,-7.24%,12.52%,-7.24%,2.84%,-42.69%,7.42%,36.07%,314.07%,122.68%,21.39%,8.15%,62.34%,18.32%
"VRT","NYSE","Vertiv Holdings Co","Industrials","Electrical Equipment & Parts",111529.83,290.36,-4.50%,3371175,5920.25,0.57,0.28%,-8.24%,-9.76%,60.31%,79.22%,121.87%,4.76%,54.45%,135.90%,30.13%,39.14%,2.89%,84.72%,3.78%
"RBLX","NYSE","Roblox Corp","Communication Services","Electronic Gaming & Multimedia",34044.79,47.55,0.00%,4717429,11576.28,0.41,-7.99%,-0.81%,-14.25%,-36.35%,-41.32%,-59.74%,4.86%,3.97%,-7.93%,39.30%,20.41%,6.10%,82.54%,4.66%
"RSI","NYSE","Rush Street Interactive Inc","Consumer Cyclical","Gambling",7323.39,31.43,0.35%,2442825,2683.92,0.91,-3.29%,5.36%,34.78%,76.97%,61.76%,113.81%,4.68%,60.03%,77.62%,41.14%,40.85%,4.73%,101.27%,10.87%
"CDE","NYSE","Coeur Mining Inc","Basic Materials","Gold",15591.78,15.13,-0.72%,26839436,30774.05,0.87,5.44%,-2.20%,-19.78%,-41.29%,-15.14%,60.96%,4.92%,82.34%,451.88%,137.76%,33.11%,30.59%,77.32%,5.04%
"EGO","NYSE","Eldorado Gold Corp","Basic Materials","Gold",8320.68,31.88,-0.34%,2103744,2995.11,0.70,14.06%,7.20%,0.69%,-29.42%,-11.25%,55.74%,4.72%,101.24%,93.64%,49.88%,46.53%,0.44%,68.09%,4.55%
"SSRM","NASD","SSR Mining Inc","Basic Materials","Gold",5573.21,26.86,-1.25%,2714004,3147.99,0.86,5.04%,-5.26%,-10.02%,3.39%,22.54%,113.85%,4.50%,101.88%,-290.68%,83.75%,32.02%,15.34%,71.85%,4.11%
"APLD","NASD","Applied Digital Corp","Technology","Information Technology Services",7770.07,27.19,-9.03%,20095878,21143.44,0.95,5.43%,-35.23%,-25.20%,-21.73%,10.89%,142.77%,7.21%,-1077.78%,-120.39%,139.29%,,5.02%,73.43%,27.38%
"ALM","NASD","Almonty Industries Inc","Basic Materials","Other Industrial Metals & Mining",3785.09,13.34,-5.92%,2742936,5324.71,0.52,-3.12%,-18.96%,-39.58%,27.41%,51.42%,200.45%,7.45%,190.60%,89.47%,235.97%,,24.52%,41.14%,6.41%
"HL","NYSE","Hecla Mining Co","Basic Materials","Other Precious Metals & Mining",10154.58,15.14,-1.17%,37109327,26405.83,1.41,5.65%,4.27%,-17.85%,-51.61%,-21.10%,144.98%,4.26%,81.22%,466.67%,56.55%,30.95%,0.74%,73.43%,6.31%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",8383.04,11.07,2.69%,11270252,13996.45,0.81,-7.75%,3.94%,42.11%,-16.64%,4.73%,55.26%,4.08%,225.97%,128.96%,99.38%,,27.81%,84.48%,7.51%
"AMD","NASD","Advanced Micro Devices Inc","Technology","Semiconductors",851091.99,521.95,-3.29%,27092128,34729.55,0.78,5.28%,0.43%,70.95%,105.71%,143.72%,221.95%,6.29%,79.93%,92.25%,37.85%,65.83%,0.31%,68.38%,2.56%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",55204.14,199.12,-9.49%,5929232,7810.42,0.76,15.19%,9.25%,,,-43.11%,,14.78%,,44.27%,94.35%,,46.18%,4.75%,16.90%
"BTDR","NASD","Bitdeer Technologies Group","Technology","Software - Application",2812.71,11.56,-5.01%,5598710,9531.40,0.59,7.64%,-34.02%,-4.93%,-17.66%,3.12%,-23.75%,7.74%,-49.29%,-138.15%,169.41%,-9.13%,39.37%,47.18%,37.80%
"DDOG","NASD","Datadog Inc","Technology","Software - Application",87872.33,246.86,1.01%,2601195,5643.49,0.46,-4.57%,10.87%,93.07%,88.08%,81.53%,68.44%,4.39%,18.05%,115.46%,32.15%,19.42%,1.55%,81.79%,4.55%
"FIG","NYSE","Figma Inc","Technology","Software - Application",11159.31,21.12,5.60%,14215849,21080.88,0.67,-11.82%,13.30%,21.94%,-25.69%,-43.48%,,7.68%,-39.30%,-1719.05%,46.12%,0.78%,18.95%,29.12%,42.40%
"NAVN","NASD","Navan Inc","Technology","Software - Application",5900.48,23.20,4.36%,2963018,4424.45,0.67,-10.63%,6.52%,49.77%,53.74%,35.83%,,8.17%,,66.82%,39.86%,,0.21%,19.55%,10.98%
"IOT","NYSE","Samsara Inc","Technology","Software - Infrastructure",19353.24,33.11,5.14%,4942483,5995.60,0.82,-13.60%,5.99%,13.08%,3.21%,-6.60%,-13.14%,7.22%,27.16%,294.10%,30.52%,26.80%,10.27%,63.13%,11.85%
"NBIS","NASD","Nebius Group NV","Technology","Software - Infrastructure",47252.41,187.77,-15.02%,23928280,18161.78,1.32,5.66%,-27.69%,19.54%,93.88%,124.32%,259.99%,10.42%,-44.20%,521.40%,621.52%,-14.09%,15.59%,50.52%,30.20%
"NTSK","NASD","Netskope Inc","Technology","Software - Infrastructure",4657.24,11.53,3.22%,3312674,5709.49,0.58,-15.16%,21.37%,17.77%,-26.09%,-34.26%,,8.99%,62.65%,-40.26%,27.80%,,3.11%,35.74%,11.36%
