"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"AVEX","NYSE","AEVEX Corp","Industrials","Aerospace & Defense",2724.72,22.75,2.71%,2664350,2307.79,1.15,15.48%,36.97%,-19.18%,,-1.13%,,7.39%,286.68%,,306.87%,,22.24%,25.20%,16.21%,31.08%,20.73%,-0.37%,0.98%
"FLY","NASD","Firefly Aerospace Inc","Industrials","Aerospace & Defense",4358.80,26.54,0.68%,6335088,6327.11,1.00,16.20%,23.16%,-32.50%,15.39%,18.64%,-48.43%,8.49%,-41.49%,-2.13%,656.85%,20.05%,9.00%,26.05%,12.71%,22.06%,-0.73%,-3.35%,-0.64%
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",8204.70,61.91,-0.05%,2228073,3643.29,0.61,12.32%,35.09%,-0.91%,-32.15%,-15.39%,26.27%,8.46%,58.87%,106.03%,58.18%,52.47%,20.41%,81.30%,15.70%,20.22%,22.91%,-16.15%,-0.29%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",3678.51,16.95,2.85%,13209665,13099.24,1.01,21.16%,13.68%,-47.18%,-8.97%,4.44%,62.05%,9.09%,45.99%,-135.53%,198.65%,,28.05%,85.54%,25.46%,21.33%,-12.26%,-11.96%,1.74%
"PL","NYSE","Planet Labs PBC","Industrials","Aerospace & Defense",8731.86,24.50,3.38%,4942040,11830.75,0.42,9.62%,-4.15%,-39.77%,7.50%,24.24%,268.42%,6.09%,-97.12%,-854.63%,42.08%,,3.91%,57.07%,10.30%,10.99%,-10.27%,-6.60%,0.86%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",3372.40,13.49,-0.15%,16474767,36098.82,0.46,25.84%,38.50%,16.70%,43.82%,77.50%,43.21%,8.41%,66.94%,86.71%,89.56%,59.63%,8.15%,50.67%,16.22%,34.44%,11.44%,32.60%,-1.17%
"RKLB","NASD","Rocket Lab Corp","Industrials","Aerospace & Defense",48568.11,81.17,1.45%,16803168,25309.46,0.66,8.49%,2.99%,-30.95%,12.69%,16.36%,86.90%,8.25%,28.47%,39.33%,61.99%,,1.92%,51.52%,7.78%,14.97%,-6.80%,3.75%,1.32%
"APO","NYSE","Apollo Global Management Inc","Financial","Asset Management",81855.19,138.61,-1.19%,4199657,4108.02,1.02,6.84%,15.58%,5.06%,4.67%,-4.25%,-4.14%,4.33%,4.61%,113.55%,62.66%,13.96%,0.70%,67.86%,5.54%,10.26%,10.13%,8.94%,-2.10%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",10791.72,17.89,-1.11%,21515066,36591.42,0.59,-2.93%,9.82%,-17.44%,-10.33%,-34.11%,-71.35%,5.27%,,51.19%,2167.95%,,8.46%,37.05%,7.26%,2.90%,10.17%,-25.48%,-2.56%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",11188.27,90.77,2.24%,4511965,4406.36,1.02,-2.15%,-7.69%,-15.41%,65.34%,97.58%,320.62%,9.34%,-119.47%,-207.87%,81.44%,,8.32%,72.46%,11.10%,-8.82%,-16.02%,26.24%,-4.98%
