"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"CVNA","NYSE","Carvana Co","Consumer Cyclical","Auto & Truck Dealerships",73860.92,67.34,-4.70%,8032668,11262.86,0.71,2.29%,-3.85%,-7.05%,-26.58%,-20.22%,-2.72%,5.55%,-9.76%,11.42%,51.98%,15.57%,1.30%,102.43%,11.04%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",9464.62,15.69,1.62%,36010758,37562.16,0.96,4.74%,-3.21%,-30.08%,-51.96%,-42.21%,-62.55%,6.28%,-218.15%,51.19%,2167.95%,,8.73%,32.38%,7.86%
"ASTS","NASD","AST SpaceMobile Inc","Technology","Communication Equipment",22433.60,57.80,5.07%,30377042,22839.07,1.33,-21.17%,-29.73%,-36.44%,-39.30%,-20.42%,0.61%,10.30%,-73.95%,-221.95%,1952.23%,,0.25%,41.64%,24.95%
"ANET","NYSE","Arista Networks Inc","Technology","Computer Hardware",212314.16,168.61,0.03%,7560360,9859.65,0.77,-9.81%,0.36%,4.72%,34.79%,28.68%,50.57%,7.13%,22.11%,26.22%,35.13%,22.43%,1.67%,73.07%,2.07%
"AFRM","NASD","Affirm Holdings Inc","Financial","Credit Services",25475.74,76.07,-4.72%,4548092,4839.19,0.94,-8.81%,1.85%,26.19%,4.77%,2.20%,9.50%,4.73%,733.72%,3549.38%,33.75%,157.75%,1.21%,76.43%,6.87%
"BE","NYSE","Bloom Energy Corp","Industrials","Electrical Equipment & Parts",61144.06,214.96,3.98%,17067048,12049.75,1.42,-12.12%,-23.47%,2.33%,61.07%,147.39%,784.25%,11.20%,182.43%,313.73%,130.37%,113.58%,2.07%,85.92%,7.26%
"RBLX","NYSE","Roblox Corp","Communication Services","Electronic Gaming & Multimedia",37001.78,51.68,-4.31%,7403471,11679.41,0.63,-6.63%,4.74%,-14.49%,-37.64%,-36.22%,-57.70%,4.56%,3.92%,-7.93%,39.30%,20.41%,6.10%,82.71%,4.66%
"ROAD","NASD","Construction Partners Inc","Industrials","Engineering & Construction",5906.18,104.47,2.01%,2649789,648.08,4.09,10.10%,-14.38%,-6.85%,-8.11%,-3.76%,-7.39%,4.98%,34.54%,115.59%,34.56%,,2.63%,87.17%,4.90%
"TEM","NASD","Tempus AI Inc","Healthcare","Health Information Services",9421.76,52.47,-2.09%,3892484,6313.19,0.62,-9.89%,3.78%,-3.58%,-24.26%,-11.14%,-13.49%,6.77%,42.04%,-77.97%,36.12%,,3.25%,50.83%,31.67%
"ALHC","NASD","Alignment Healthcare Inc","Healthcare","Healthcare Plans",4258.72,20.60,2.85%,2633057,5971.99,0.44,3.88%,0.00%,-1.06%,-5.27%,4.30%,56.65%,4.99%,,213.80%,33.26%,,6.70%,103.78%,12.46%
"OSCR","NYSE","Oscar Health Inc","Healthcare","Healthcare Plans",8773.45,29.10,0.83%,3328870,7244.91,0.46,-4.72%,1.89%,86.18%,74.36%,102.51%,109.81%,7.17%,164.58%,124.38%,52.55%,,1.55%,55.51%,7.68%
"RKT","NYSE","Rocket Companies Inc","Financial","Mortgage Finance",41139.91,14.54,-2.42%,37618301,28119.41,1.34,1.04%,4.45%,-7.74%,-35.86%,-24.90%,5.52%,4.14%,144.82%,224.31%,112.90%,58.39%,0.37%,29.77%,10.83%
"ALM","NASD","Almonty Industries Inc","Basic Materials","Other Industrial Metals & Mining",3907.10,13.77,4.52%,6069103,5376.14,1.13,-17.10%,-25.85%,-39.53%,52.49%,56.30%,203.30%,9.99%,186.45%,89.47%,235.97%,,24.52%,39.21%,6.43%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",9087.31,12.00,-1.48%,11525840,14109.80,0.82,2.39%,27.39%,64.38%,-2.44%,13.53%,82.65%,4.56%,225.97%,128.96%,99.38%,,27.81%,84.47%,7.54%
"BROS","NYSE","Dutch Bros Inc","Consumer Cyclical","Restaurants",11264.61,68.36,4.61%,3063557,3871.95,0.79,1.18%,3.53%,35.10%,9.39%,11.66%,7.69%,4.74%,19.79%,-0.16%,30.76%,27.08%,10.63%,109.22%,11.65%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",47923.80,172.86,-4.21%,5278306,7909.69,0.67,-19.63%,-18.56%,,,-50.61%,,8.88%,,44.27%,94.35%,,46.18%,4.69%,16.90%
