"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"BRZE","NASD","Braze Inc","Technology","Software - Application",2984.74,26.50,1.11%,2154069,2780.77,0.77,5.45%,25.12%,15.87%,-2.72%,-22.72%,-6.16%,5.76%,66.62%,29.87%,30.20%,47.98%,13.14%,84.55%,17.89%
"DDOG","NASD","Datadog Inc","Technology","Software - Application",92083.34,258.69,-1.38%,3508997,5738.41,0.61,0.45%,11.93%,109.52%,111.33%,90.23%,80.71%,6.08%,18.05%,115.46%,32.15%,19.42%,1.55%,82.76%,4.55%
"FIG","NYSE","Figma Inc","Technology","Software - Application",12654.62,23.95,2.31%,28828854,21088.20,1.37,13.45%,33.20%,17.86%,-25.99%,-35.91%,,9.71%,-39.30%,-1719.05%,46.12%,0.78%,18.95%,29.06%,42.40%
"NAVN","NASD","Navan Inc","Technology","Software - Application",6602.44,25.96,0.62%,3608367,4344.85,0.83,0.15%,36.42%,77.56%,65.77%,51.99%,,4.32%,,66.82%,39.86%,,0.21%,19.55%,11.53%
"IOT","NYSE","Samsara Inc","Technology","Software - Infrastructure",22398.56,38.32,2.30%,6909379,5988.49,1.15,4.36%,17.37%,29.33%,13.21%,8.10%,0.45%,6.59%,26.79%,294.10%,30.52%,26.80%,10.27%,63.00%,11.85%
"NBIS","NASD","Nebius Group NV","Technology","Software - Infrastructure",44720.80,177.71,3.46%,24912157,17636.27,1.41,-19.09%,-32.96%,7.48%,74.26%,112.31%,230.99%,11.74%,-35.86%,521.40%,621.52%,8.30%,15.59%,50.42%,30.20%
"NTSK","NASD","Netskope Inc","Technology","Software - Infrastructure",5489.32,13.59,0.67%,5928997,5639.46,1.05,10.31%,51.84%,44.27%,-13.49%,-22.52%,,10.30%,62.65%,-40.26%,27.80%,,3.11%,35.92%,11.41%
"PLTR","NASD","Palantir Technologies Inc","Technology","Software - Infrastructure",317356.21,132.38,-1.53%,31875064,42711.48,0.75,4.41%,-0.65%,-7.27%,-25.80%,-25.52%,-14.03%,5.52%,94.07%,304.06%,84.71%,59.78%,1.31%,57.95%,3.98%
"RELY","NASD","Remitly Global Inc","Technology","Software - Infrastructure",5080.84,24.13,-4.36%,3548634,4737.23,0.75,1.51%,18.52%,22.92%,78.48%,74.86%,40.45%,4.09%,107.12%,334.62%,25.21%,51.01%,6.44%,80.07%,9.10%
"ZETA","NYSE","Zeta Global Holdings Corp","Technology","Software - Infrastructure",5403.91,21.68,1.31%,9419461,9223.81,1.02,0.88%,9.88%,24.45%,-2.74%,6.54%,36.35%,7.57%,31.42%,45.37%,49.88%,25.08%,1.46%,74.30%,16.44%
