"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"AADX","NYSE","Applied Aerospace & Defense Inc","Industrials","Aerospace & Defense",2135.96,12.39,-4.18%,2394859,1380.14,1.74,-6.14%,-42.48%,-35.54%,,-40.29%,,5.81%,,-3159.49%,47.42%,,30.96%,23.15%,3.67%,-19.22%,-31.35%,-32.61%,-5.42%
"LUNR","NASD","Intuitive Machines Inc","Industrials","Aerospace & Defense",2716.25,15.68,5.87%,7810957,10595.83,0.74,2.08%,-4.39%,-47.27%,-13.27%,-3.39%,85.78%,4.01%,12.50%,-33.24%,309.77%,,12.39%,78.80%,23.54%,-6.53%,-1.42%,-20.87%,4.67%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",2807.41,11.23,6.65%,15198503,22373.27,0.68,4.95%,-17.37%,-39.53%,16.37%,47.76%,33.85%,4.12%,67.15%,86.71%,89.56%,59.63%,7.19%,58.41%,17.04%,-4.83%,4.29%,5.85%,4.76%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",14941.92,24.77,-0.80%,29770320,39194.57,0.76,-2.17%,31.62%,47.00%,19.66%,-8.77%,-43.43%,6.61%,-263.41%,51.19%,2167.95%,,8.98%,41.38%,8.03%,11.27%,32.58%,11.18%,0.04%
"HOOD","NASD","Robinhood Markets Inc","Financial","Capital Markets",105498.31,117.34,-3.91%,25859835,24741.41,1.05,11.95%,25.78%,37.98%,47.88%,3.75%,0.05%,5.83%,4.01%,44.87%,34.50%,19.87%,6.63%,67.70%,4.36%,12.35%,14.11%,23.37%,-6.18%
"HUT","NASD","Hut 8 Corp","Financial","Capital Markets",12263.09,99.49,6.36%,5630276,4591.02,1.23,26.51%,12.30%,-16.81%,104.12%,116.57%,290.46%,8.12%,-119.47%,-207.87%,81.44%,,0.35%,79.06%,12.12%,16.84%,4.36%,31.91%,3.80%
"ASTS","NASD","AST SpaceMobile Inc","Technology","Communication Equipment",25731.76,66.12,6.11%,12011029,16440.49,0.73,11.88%,-8.09%,-28.18%,-26.34%,-8.96%,62.18%,6.10%,-130.65%,-88.00%,2626.64%,,1.54%,48.06%,30.69%,1.85%,-0.76%,-18.82%,4.69%
"LITE","NASD","Lumentum Holdings Inc","Technology","Communication Equipment",87774.58,978.53,11.04%,7362079,4886.74,1.51,6.97%,9.93%,9.28%,52.73%,165.48%,554.98%,5.34%,148.16%,-2957.51%,109.34%,75.44%,3.64%,95.14%,8.32%,9.68%,19.39%,42.05%,9.02%
"VIAV","NASD","Viavi Solutions Inc","Technology","Communication Equipment",9561.56,38.75,11.16%,7076968,6125.88,1.16,6.78%,-1.00%,-20.51%,32.52%,117.45%,233.76%,4.29%,64.43%,255.97%,52.53%,35.88%,2.63%,98.50%,3.62%,0.24%,-2.23%,10.95%,9.25%
"P","NYSE","Everpure Inc","Technology","Computer Hardware",33702.61,101.14,1.64%,3479186,3065.73,1.13,8.81%,12.32%,37.10%,60.87%,50.93%,27.22%,4.84%,34.86%,53.84%,37.73%,29.48%,0.52%,83.64%,2.79%,-3.84%,14.42%,34.01%,0.64%
"SMCI","NASD","Super Micro Computer Inc","Technology","Computer Hardware",26449.43,40.26,1.69%,42115963,56479.93,0.75,7.99%,29.33%,-8.48%,25.89%,37.55%,0.55%,5.84%,19.51%,445.49%,93.16%,18.32%,23.52%,71.56%,15.94%,7.43%,26.21%,28.24%,1.50%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",254474.77,1737.99,-0.12%,11084827,14014.90,0.79,10.93%,43.37%,5.85%,195.21%,632.16%,2365.41%,6.90%,198.84%,28016.32%,371.59%,54.54%,1.65%,81.70%,5.32%,11.78%,12.62%,71.83%,-1.78%
"ERO","NYSE","Ero Copper Corp","Basic Materials","Copper",3954.01,37.91,8.62%,2092648,1329.79,1.57,2.10%,10.49%,40.93%,34.43%,34.00%,147.13%,5.35%,88.26%,24.55%,73.88%,27.58%,0.75%,74.98%,5.64%,3.92%,23.43%,30.60%,2.93%
"BE","NYSE","Bloom Energy Corp","Industrials","Electrical Equipment & Parts",81648.87,277.22,9.63%,27397043,14797.92,1.85,34.38%,26.39%,9.33%,83.20%,219.05%,418.75%,7.60%,251.74%,431.21%,165.52%,118.32%,1.74%,85.14%,6.59%,24.95%,22.13%,44.30%,3.53%
"CLS","NYSE","Celestica Inc","Technology","Electronic Components",41612.52,329.97,5.64%,2972774,2392.48,1.24,10.21%,3.82%,-14.63%,23.15%,11.62%,35.05%,5.39%,85.53%,74.34%,62.39%,63.73%,1.35%,67.60%,3.00%,5.93%,0.83%,0.54%,3.65%
"RBLX","NYSE","Roblox Corp","Communication Services","Electronic Gaming & Multimedia",32018.33,44.82,3.49%,13931641,11949.92,1.17,8.55%,18.60%,5.96%,-28.46%,-44.69%,-65.11%,5.57%,6.75%,37.20%,35.93%,15.77%,3.26%,80.24%,2.19%,14.31%,-0.96%,-24.83%,0.58%
"BG","NYSE","Bunge Global SA","Consumer Defensive","Farm Products",23801.64,123.89,4.36%,2666171,1515.63,1.76,6.61%,14.31%,-1.28%,4.29%,39.08%,46.89%,4.24%,25.72%,32.95%,88.26%,17.02%,0.21%,80.22%,3.94%,7.37%,8.77%,8.36%,1.90%
"CDE","NYSE","Coeur Mining Inc","Basic Materials","Gold",21237.14,20.66,-2.73%,24240794,38956.61,0.62,-0.58%,18.80%,23.49%,-8.99%,15.87%,41.90%,4.49%,33.66%,7.09%,124.47%,26.60%,1.23%,78.41%,4.55%,1.11%,16.94%,8.89%,-1.85%
