"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"ENOV","NYSE","Enovis Corp","Healthcare","Medical Devices",1741.85,30.26,2.51%,1081147,1163.73,0.93,13.97%,37.42%,29.32%,37.67%,13.59%,10.76%,3.94%,10.40%,84.49%,5.43%,10.68%,3.35%,118.63%,14.85%,15.98%,25.85%,18.69%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",7494.84,63.35,3.85%,3593948,2937.74,1.22,-1.52%,36.44%,53.13%,91.74%,133.59%,148.82%,7.26%,381.59%,146.86%,11.86%,,2.44%,85.16%,12.57%,9.35%,32.26%,61.13%
"ALIT","NYSE","Alight Inc","Technology","Software - Application",545.03,20.29,2.17%,618167,1270.38,0.49,4.97%,84.59%,38.37%,-36.99%,-47.97%,-81.69%,7.54%,-43.79%,-13.37%,-2.55%,-21.83%,,86.50%,4.87%,5.33%,24.26%,-25.64%
"BLKB","NASD","Blackbaud Inc","Technology","Software - Application",1937.42,42.18,17.39%,1782462,809.63,2.20,36.42%,43.62%,12.45%,-22.93%,-33.39%,-34.60%,5.61%,17.19%,582.72%,4.00%,,0.83%,80.76%,13.73%,32.49%,40.26%,-8.68%
"GWRE","NYSE","Guidewire Software Inc","Technology","Software - Application",13925.45,167.26,4.93%,1656037,1648.21,1.00,24.85%,38.38%,20.62%,4.35%,-16.79%,-25.52%,6.11%,31.06%,-63.85%,26.93%,24.46%,-0.26%,105.88%,6.17%,17.98%,24.19%,1.61%
"HUBS","NYSE","HubSpot Inc","Technology","Software - Application",12861.80,251.12,5.49%,1539192,1913.19,0.80,22.56%,36.13%,11.13%,-21.44%,-37.42%,-54.20%,7.66%,35.10%,248.17%,23.36%,24.50%,3.10%,97.94%,10.18%,18.36%,23.29%,-12.91%
"NIQ","NYSE","NIQ Global Intelligence plc","Technology","Software - Application",3532.79,11.97,2.31%,2070475,1518.17,1.36,12.61%,37.90%,8.42%,-31.95%,-27.41%,-36.40%,4.72%,325.39%,-22.26%,11.06%,84.80%,-0.71%,20.91%,11.21%,10.38%,27.48%,-3.10%
"RNG","NYSE","RingCentral Inc","Technology","Software - Application",4808.29,57.58,1.14%,2476888,1984.62,1.25,52.89%,47.30%,45.51%,112.87%,99.38%,116.79%,10.83%,15.30%,215.14%,5.90%,12.25%,9.92%,102.96%,12.17%,33.40%,39.15%,65.44%
"TEAM","NASD","Atlassian Corp","Technology","Software - Application",26462.91,104.28,4.30%,5463595,5863.28,0.93,22.11%,31.57%,49.59%,-22.10%,-35.69%,-47.88%,7.83%,48.93%,-39.84%,31.71%,24.95%,11.13%,64.44%,11.20%,15.34%,15.78%,-4.70%
"WDAY","NASD","Workday Inc","Technology","Software - Application",41498.47,168.01,5.21%,7226796,5088.24,1.42,26.88%,35.95%,38.64%,-10.91%,-21.78%,-29.89%,6.54%,16.64%,246.94%,14.29%,16.82%,1.74%,82.17%,13.76%,18.38%,24.43%,1.00%
"WIX","NASD","Wix.com Ltd","Technology","Software - Infrastructure",2562.03,61.22,4.56%,1873670,1789.63,1.05,25.81%,32.74%,-21.05%,-30.40%,-41.07%,-58.76%,6.22%,-33.21%,-282.33%,14.26%,8.34%,5.61%,,21.80%,17.96%,21.56%,-26.65%
"MAN","NYSE","ManpowerGroup","Industrials","Staffing & Employment Services",2597.90,55.86,0.83%,1729739,1230.71,1.41,8.13%,55.51%,78.92%,85.58%,87.89%,26.87%,4.90%,22.11%,178.22%,7.54%,30.17%,-3.90%,115.16%,13.69%,22.34%,49.31%,75.91%
