"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"ARXS","NASD","Arxis Inc","Industrials","Aerospace & Defense",24259.44,58.11,1.04%,732151,1062.34,0.69,0.10%,37.21%,50.70%,,52.92%,,6.37%,37.98%,,,47.36%,5.22%,1.40%,3.97%,19.23%,28.45%,38.51%,0.29%
"AVAV","NASD","AeroVironment Inc","Industrials","Aerospace & Defense",9920.19,196.02,3.63%,982204,1642.24,0.60,15.97%,38.24%,17.77%,-28.55%,-18.96%,-19.81%,6.99%,-2.00%,112.23%,133.27%,20.46%,-3.72%,61.29%,10.13%,23.65%,19.75%,-14.43%,3.93%
"AVEX","NYSE","AEVEX Corp","Industrials","Aerospace & Defense",2652.86,22.15,1.79%,961255,2311.85,0.42,14.29%,39.22%,-9.26%,,-3.74%,,7.92%,286.68%,,306.87%,,22.24%,25.20%,14.97%,29.48%,15.60%,-3.00%,1.84%
"BETA","NYSE","BETA Technologies Inc","Industrials","Aerospace & Defense",5674.29,24.59,3.49%,2450799,1577.22,1.55,12.03%,40.84%,32.28%,47.07%,-12.83%,,6.08%,83.39%,-36.77%,128.38%,47.80%,5.65%,27.27%,5.83%,24.21%,35.87%,17.10%,4.73%
"KRMN","NYSE","Karman Holdings Inc","Industrials","Aerospace & Defense",8208.67,61.94,-0.35%,2811299,3633.73,0.77,14.72%,37.25%,5.30%,-36.45%,-15.35%,32.63%,8.94%,58.87%,106.03%,58.18%,52.47%,20.41%,81.56%,12.10%,21.83%,23.38%,-16.22%,1.14%
"KTOS","NASD","Kratos Defense & Security Solutions Inc","Industrials","Aerospace & Defense",11963.48,63.73,2.10%,3013236,4899.53,0.62,22.86%,35.71%,11.83%,-35.50%,-16.05%,-2.57%,8.68%,49.79%,26.09%,30.53%,38.34%,-1.24%,86.84%,5.61%,25.33%,21.15%,-13.94%,2.65%
"RDW","NYSE","Redwire Corp","Industrials","Aerospace & Defense",3377.40,13.51,2.97%,16931138,36580.48,0.46,27.09%,40.88%,11.10%,33.89%,77.76%,53.17%,8.29%,66.94%,86.71%,89.56%,59.63%,8.15%,50.95%,18.42%,37.47%,10.30%,33.17%,1.81%
"VOYG","NYSE","Voyager Technologies Inc","Industrials","Aerospace & Defense",2618.15,42.90,-0.23%,1685024,2393.60,0.70,28.10%,44.64%,39.20%,47.68%,64.12%,45.87%,9.68%,-52.14%,-27.98%,15.48%,34.26%,30.02%,74.75%,19.46%,44.75%,26.06%,43.40%,0.63%
"FIGS","NYSE","Figs Inc","Consumer Cyclical","Apparel Manufacturing",2370.82,14.27,-0.83%,3017094,3310.97,0.91,31.52%,42.70%,19.51%,32.87%,25.62%,127.59%,7.98%,79.94%,253.77%,28.81%,24.88%,2.88%,92.14%,13.21%,30.56%,29.11%,19.55%,-0.76%
"CRSR","NASD","Corsair Gaming Inc","Technology","Computer Hardware",1387.91,12.83,-6.42%,3409363,2778.49,1.23,12.84%,35.48%,62.20%,148.64%,115.99%,42.08%,10.07%,43.80%,138.92%,-1.80%,11.26%,1.80%,37.31%,23.49%,18.74%,30.28%,79.07%,-6.42%
"P","NYSE","Everpure Inc","Technology","Computer Hardware",36358.45,109.38,11.64%,5488433,3358.42,1.63,30.34%,45.14%,25.23%,46.98%,63.23%,90.76%,6.42%,18.37%,263.40%,35.25%,21.27%,-1.59%,83.67%,3.32%,38.61%,42.62%,47.33%,3.51%
