"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"NEO","NASD","Neogenomics Inc","Healthcare","Diagnostics & Research",1889.30,14.51,1.96%,2339130,2622.76,0.90,1.89%,30.13%,73.77%,16.17%,23.38%,110.28%,4.77%,50.00%,34.94%,11.09%,61.23%,5.55%,106.88%,9.09%
"NTRA","NASD","Natera Inc","Healthcare","Diagnostics & Research",39732.25,277.43,1.75%,693758,1566.58,0.45,1.11%,30.82%,29.25%,17.83%,21.10%,85.14%,4.10%,-6.46%,-21.06%,38.82%,,1.67%,94.04%,4.25%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1661.93,15.87,5.59%,4708118,3243.06,1.46,12.47%,65.48%,137.57%,85.18%,99.37%,151.51%,9.54%,-12.72%,-60.02%,-24.91%,6.03%,0.35%,62.33%,16.02%
"HIMS","NYSE","Hims & Hers Health Inc","Healthcare","Drug Manufacturers - Specialty & Generic",8610.23,37.20,5.83%,11321432,24109.21,0.47,3.13%,38.70%,74.16%,15.03%,14.57%,-26.28%,5.65%,-123.55%,-301.00%,3.77%,15.24%,-14.22%,65.92%,29.29%
"MEI","NYSE","Methode Electronics Inc","Technology","Electronic Components",557.97,15.73,-9.70%,933054,961.25,0.98,1.35%,30.87%,112.57%,121.55%,136.90%,142.75%,7.06%,53.47%,101.43%,15.95%,,0.25%,89.64%,5.63%
"RBLX","NYSE","Roblox Corp","Communication Services","Electronic Gaming & Multimedia",40882.38,57.10,4.83%,4947535,11662.38,0.43,3.59%,31.84%,-2.06%,-25.57%,-29.53%,-49.24%,4.55%,2.54%,-7.93%,39.30%,20.71%,6.21%,82.77%,4.66%
"WNC","NYSE","Wabash National Corp","Industrials","Farm & Heavy Construction Machinery",516.35,12.69,-5.40%,5094865,866.49,5.91,3.46%,30.74%,36.21%,18.31%,46.76%,27.20%,3.88%,20.93%,-120.69%,-20.39%,,3.64%,96.94%,9.18%
"MLKN","NASD","MillerKnoll Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances",1449.88,21.20,3.14%,505973,838.86,0.61,7.80%,30.57%,30.81%,8.97%,16.00%,7.53%,3.06%,8.33%,140.38%,4.41%,,0.84%,98.50%,5.36%
"TXG","NASD","10x Genomics Inc","Healthcare","Health Information Services",5809.51,45.76,-0.07%,3405635,3106.34,1.10,22.12%,58.67%,84.52%,131.11%,180.56%,274.47%,7.47%,-131.17%,62.53%,-2.61%,-10.81%,1.34%,98.61%,14.45%
"ODD","NASD","ODDITY Tech Ltd","Consumer Defensive","Household & Personal Products",803.95,17.43,6.61%,852071,1633.44,0.52,5.51%,48.72%,20.79%,-50.33%,-56.62%,-76.14%,6.29%,-94.27%,-160.48%,-26.16%,-19.85%,-25.65%,72.66%,26.94%
"PRCH","NASD","Porch Group Inc","Financial","Insurance - Property & Casualty",1496.09,13.68,-0.55%,664839,2105.95,0.32,-7.91%,33.03%,93.70%,41.27%,49.78%,12.46%,5.17%,-42.86%,-159.92%,15.64%,,10.78%,78.30%,19.11%
"BWIN","NASD","Baldwin Insurance Group Inc","Financial","Insurance Brokers",3655.44,25.64,-3.28%,634626,1645.54,0.39,-4.58%,41.42%,15.24%,-0.66%,6.70%,-37.71%,3.68%,20.66%,-87.97%,28.74%,21.97%,7.09%,92.56%,12.51%
"GRPN","NASD","Groupon Inc","Communication Services","Internet Content & Information",983.60,25.90,1.15%,536808,2097.05,0.26,1.43%,52.23%,105.68%,60.74%,47.05%,-20.93%,9.08%,93.59%,-284.42%,0.01%,,-3.36%,69.19%,59.61%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",6951.80,58.76,-3.50%,2945352,2942.58,1.01,11.08%,40.27%,50.82%,79.20%,116.67%,118.52%,5.47%,312.16%,146.86%,11.86%,,2.22%,84.70%,14.34%
"BRBR","NYSE","Bellring Brands Inc","Consumer Defensive","Packaged Foods",1404.81,12.08,-0.15%,1798092,5632.67,0.32,-8.33%,37.13%,-21.90%,-47.70%,-54.80%,-78.59%,6.07%,-42.63%,-36.16%,1.82%,-9.13%,1.13%,108.68%,15.50%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",9560.61,12.62,8.09%,15798075,13989.38,1.13,11.53%,46.97%,78.07%,3.40%,19.44%,94.83%,4.70%,225.97%,128.96%,99.38%,,29.01%,84.60%,7.54%
"CCXI","NASD","Churchill Capital Corp XI","Financial","Shell Companies",874.21,15.69,-1.72%,2735030,1848.12,1.49,2.85%,53.57%,54.02%,,53.87%,,9.33%,,,,,,48.72%,1.15%
"ALIT","NYSE","Alight Inc","Technology","Software - Application",583.17,21.71,-1.05%,646840,1329.13,0.49,7.85%,42.10%,75.42%,-34.61%,-44.33%,-80.26%,10.26%,-43.79%,-13.37%,-2.55%,-21.83%,,86.80%,4.28%
"CHYM","NASD","Chime Financial Inc","Technology","Software - Application",8411.00,22.08,2.87%,5221548,5180.30,1.01,5.22%,32.19%,-0.83%,-20.96%,-12.30%,-27.48%,5.21%,107.49%,,18.54%,,5.25%,42.67%,11.39%
"NIQ","NYSE","NIQ Global Intelligence plc","Technology","Software - Application",3240.60,10.98,-0.63%,799973,1493.18,0.54,0.37%,32.77%,2.91%,-37.90%,-33.41%,,5.27%,325.26%,-22.26%,11.06%,84.80%,-0.70%,20.93%,10.35%
"PTRN","NASD","Pattern Group Inc","Technology","Software - Application",5198.98,29.40,4.68%,1867060,1818.91,1.03,6.47%,40.24%,120.02%,119.20%,154.72%,,5.34%,140.97%,83.13%,43.18%,,4.46%,14.55%,10.32%
"ARQQ","NASD","Arqit Quantum Inc","Technology","Software - Infrastructure",317.77,18.26,-2.51%,387234,900.62,0.43,-8.93%,34.26%,30.71%,-31.35%,-16.54%,-51.87%,9.51%,,,,,7.56%,23.84%,55.38%
"BLZE","NASD","Backblaze Inc","Technology","Software - Infrastructure",899.40,14.99,-9.43%,1727604,3273.69,0.53,-8.71%,89.27%,318.72%,191.07%,221.67%,194.50%,7.83%,47.07%,39.88%,11.71%,37.88%,-5.61%,48.63%,4.86%
"NTSK","NASD","Netskope Inc","Technology","Software - Infrastructure",5362.09,13.27,-6.97%,7629286,5612.23,1.37,11.37%,46.85%,42.13%,-19.84%,-24.32%,,8.94%,62.65%,-40.26%,27.80%,,-9.08%,35.80%,11.41%
"QLYS","NASD","Qualys Inc","Technology","Software - Infrastructure",5609.36,159.28,-2.95%,425223,818.39,0.52,3.74%,43.19%,91.40%,17.80%,19.85%,15.66%,6.55%,7.53%,9.84%,10.60%,7.23%,2.44%,107.10%,10.53%
"RPD","NASD","Rapid7 Inc","Technology","Software - Infrastructure",817.67,12.23,-5.67%,2290748,2323.60,0.99,6.58%,71.36%,128.69%,-12.04%,-19.51%,-45.69%,9.70%,-25.20%,-48.48%,-0.27%,-7.72%,-2.89%,92.99%,11.41%
"S","NYSE","SentinelOne Inc","Technology","Software - Infrastructure",6720.67,19.60,-1.58%,9637052,7967.17,1.22,10.08%,32.02%,53.76%,30.35%,30.70%,11.20%,7.66%,74.52%,64.40%,20.80%,53.12%,-1.85%,78.24%,7.24%
"TENB","NASD","Tenable Holdings Inc","Technology","Software - Infrastructure",4439.55,40.26,-5.60%,2792164,3634.50,0.77,1.85%,50.22%,125.29%,74.29%,71.10%,23.84%,7.74%,22.75%,106.28%,9.58%,14.53%,9.51%,115.95%,10.21%
