"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",10809.81,17.92,13.49%,61914092,36949.43,1.68,7.76%,34.53%,-19.06%,-37.78%,-34.00%,-54.97%,6.71%,-218.15%,51.19%,2167.95%,,8.63%,32.47%,8.33%,15.53%,7.98%,-31.41%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",7425.04,62.76,1.83%,3173702,2926.19,1.08,-1.71%,48.40%,54.05%,87.85%,131.42%,159.77%,5.72%,381.59%,146.86%,11.86%,,2.44%,85.16%,12.60%,11.45%,33.34%,60.97%
"ALIT","NYSE","Alight Inc","Technology","Software - Application",529.99,19.73,4.56%,583713,1284.76,0.45,-3.05%,74.82%,39.83%,-33.79%,-49.41%,-82.87%,9.20%,-43.79%,-13.37%,-2.55%,-21.83%,,86.85%,4.87%,7.43%,22.09%,-28.80%
"FIG","NYSE","Figma Inc","Technology","Software - Application",12120.95,22.94,8.62%,14679784,20972.77,0.70,-4.50%,36.22%,31.31%,-20.71%,-38.61%,,7.28%,-39.30%,-1719.05%,46.12%,0.78%,18.99%,29.22%,33.16%,5.19%,7.20%,-22.75%
"GWRE","NYSE","Guidewire Software Inc","Technology","Software - Application",12428.51,149.28,7.99%,958573,1640.93,0.58,0.06%,35.59%,6.96%,-6.72%,-25.74%,-33.17%,5.36%,31.06%,-63.85%,26.93%,24.46%,-0.26%,105.88%,6.17%,8.46%,12.05%,-9.70%
"HUBS","NYSE","HubSpot Inc","Technology","Software - Application",11422.06,223.01,8.84%,1950153,1876.69,1.04,-3.55%,30.97%,-0.14%,-30.91%,-44.43%,-60.15%,7.79%,35.10%,248.17%,23.36%,24.50%,3.10%,97.93%,10.18%,8.23%,10.66%,-23.22%
"INTA","NASD","Intapp Inc","Technology","Software - Application",2269.46,29.45,7.21%,755481,980.18,0.77,0.99%,33.74%,32.36%,-23.82%,-35.73%,-29.27%,5.71%,30.94%,-432.52%,13.15%,27.12%,-2.90%,89.60%,7.12%,6.68%,20.12%,-4.85%
"NIQ","NYSE","NIQ Global Intelligence plc","Technology","Software - Application",3267.16,11.07,2.98%,1666585,1482.94,1.12,3.07%,38.90%,-4.16%,-37.56%,-32.87%,-43.66%,4.39%,325.39%,-22.26%,11.06%,84.80%,-0.71%,20.94%,11.21%,4.81%,19.75%,-10.58%
"RNG","NYSE","RingCentral Inc","Technology","Software - Application",4484.28,53.70,11.16%,5485965,1885.15,2.91,31.81%,54.98%,31.30%,100.22%,85.94%,101.20%,9.31%,15.30%,215.14%,5.90%,12.25%,9.92%,102.58%,12.17%,29.89%,31.95%,55.63%
"FIVN","NASD","Five9 Inc","Technology","Software - Infrastructure",1956.21,25.55,10.51%,3264536,3242.04,1.01,-0.58%,30.96%,54.38%,39.47%,27.43%,-11.41%,8.41%,9.88%,3234.38%,9.16%,13.13%,-2.63%,101.69%,10.69%,5.51%,12.13%,28.73%
"WIX","NASD","Wix.com Ltd","Technology","Software - Infrastructure",2357.80,56.34,9.59%,1598378,1766.51,0.90,5.58%,35.04%,-25.55%,-36.32%,-45.77%,-63.05%,5.86%,-33.21%,-282.33%,14.26%,8.34%,5.61%,,21.80%,11.59%,12.42%,-33.12%
"CBZ","NYSE","Cbiz Inc","Industrials","Specialty Business Services",2385.23,44.46,4.29%,915144,809.11,1.13,6.29%,46.25%,44.96%,8.62%,-11.87%,-42.86%,3.73%,12.83%,37.21%,1.26%,11.60%,-5.62%,92.57%,7.84%,14.70%,27.61%,12.89%
"MAN","NYSE","ManpowerGroup","Industrials","Staffing & Employment Services",2496.05,53.67,4.56%,1615167,1198.50,1.35,1.05%,58.74%,82.12%,75.39%,80.52%,17.44%,5.39%,22.11%,178.22%,7.54%,30.17%,-3.90%,115.10%,13.69%,23.15%,48.15%,69.91%
"NSP","NYSE","Insperity Inc","Industrials","Staffing & Employment Services",1918.00,50.25,3.93%,614421,765.39,0.80,-2.80%,30.83%,53.34%,7.56%,29.78%,-16.76%,5.60%,99.42%,-35.30%,1.72%,52.60%,6.96%,109.42%,10.76%,7.17%,26.92%,40.38%
"RHI","NYSE","Robert Half Inc","Industrials","Staffing & Employment Services",4065.15,39.74,12.61%,3510343,2291.00,1.53,-5.00%,32.07%,55.17%,39.10%,46.32%,-0.18%,6.40%,-4.65%,-35.61%,-2.44%,23.17%,17.21%,124.86%,22.83%,9.90%,23.60%,40.26%
