"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"PCG","NYSE","PG&E Corp","Utilities","Utilities - Regulated Electric",38516.83,17.49,0.34%,16650767,18679.26,0.89,0.29%,6.13%,0.81%,12.04%,8.84%,30.72%,2.18%,9.85%,40.16%,15.01%,9.52%,-1.24%,99.29%,1.79%
"HBAN","NASD","Huntington Bancshares Inc","Financial","Banks - Regional",36832.97,18.17,0.61%,28226017,21415.05,1.32,1.79%,7.77%,6.51%,0.83%,4.73%,8.09%,2.03%,7.00%,-24.84%,26.86%,15.12%,20.55%,89.09%,3.30%
"RIVN","NASD","Rivian Automotive Inc","Consumer Cyclical","Auto Manufacturers",25705.27,17.76,3.02%,25512193,34757.07,0.73,1.49%,7.51%,4.96%,6.54%,-9.89%,29.64%,6.12%,-0.74%,30.50%,11.37%,19.19%,-3.06%,36.33%,16.90%
"HPQ","NYSE","HP Inc","Technology","Computer Hardware",22689.31,24.81,2.44%,12235682,18854.97,0.65,0.73%,5.57%,26.65%,21.80%,11.36%,-0.08%,4.74%,-3.07%,14.55%,11.05%,2.04%,2.88%,95.18%,9.63%
"BBD","NYSE","Banco Bradesco SA ADR","Financial","Banks - Regional",19315.61,3.66,1.95%,34552621,31025.71,1.11,0.83%,9.05%,-12.55%,5.52%,11.86%,32.56%,1.99%,14.00%,2.87%,37.43%,11.90%,-5.14%,23.92%,0.36%
"AUR","NASD","Aurora Innovation Inc","Consumer Cyclical","Auto Parts",12375.19,6.31,3.61%,15839267,29169.49,0.54,2.94%,0.48%,20.88%,35.12%,64.32%,2.27%,4.94%,-5.58%,4.02%,,9.98%,1.34%,63.48%,14.61%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",10393.59,17.23,3.61%,35689421,37027.45,0.96,5.77%,6.75%,-23.52%,-44.70%,-36.54%,-56.46%,6.78%,-218.15%,51.19%,2167.95%,,8.73%,32.38%,7.86%
"CAG","NYSE","Conagra Brands Inc","Consumer Defensive","Packaged Foods",7106.70,14.85,1.43%,18070593,17779.12,1.02,4.95%,12.50%,0.07%,-12.44%,-14.21%,-20.80%,4.38%,-15.85%,-731.99%,3.61%,-2.99%,3.73%,89.21%,11.73%
"BULL","NASD","Webull Corp","Technology","Software - Application",4334.33,8.15,5.98%,16480020,12754.83,1.29,8.23%,15.11%,16.26%,-0.12%,4.89%,-44.25%,6.33%,-37.17%,33.28%,36.26%,,2.34%,30.77%,8.27%
"PTEN","NASD","Patterson-UTI Energy Inc","Energy","Oil & Gas Drilling",3997.38,10.53,4.26%,12004122,9040.95,1.33,6.80%,4.88%,7.78%,47.27%,72.34%,80.62%,3.94%,61.26%,-2596.15%,-12.75%,,-0.16%,111.02%,8.32%
"LCID","NASD","Lucid Group Inc","Consumer Cyclical","Auto Manufacturers",2856.68,7.32,2.95%,12297626,20536.64,0.60,58.44%,36.57%,8.44%,-27.67%,-30.75%,-74.04%,45.19%,12.59%,-43.50%,20.17%,29.16%,0.11%,16.51%,36.92%
"IOVA","NASD","Iovance Biotherapeutics Inc","Healthcare","Biotechnology",2446.83,5.48,9.16%,20242125,15282.26,1.32,39.44%,40.15%,44.97%,132.20%,100.73%,120.08%,12.89%,49.70%,47.50%,44.82%,,1.31%,54.52%,25.92%
"COTY","NYSE","Coty Inc","Consumer Defensive","Household & Personal Products",2421.28,2.75,1.85%,9164454,11750.55,0.78,22.22%,41.03%,16.03%,-9.84%,-10.71%,-42.35%,6.71%,-2.05%,0.30%,-1.35%,21.27%,1.91%,39.91%,14.14%
"CPHI","AMEX","China Pharma Holdings Inc","Healthcare","Drug Manufacturers - Specialty & Generic",328.27,8.10,790.11%,85208600,2390.80,35.64,1217.50%,950.45%,1118.05%,548.00%,569.42%,357.63%,65.09%,,81.48%,-13.44%,,-7.95%,0.06%,0.06%
"GREE","NASD","Greenidge Generation Holdings Inc","Financial","Capital Markets",49.06,2.91,36.62%,13898485,287.30,48.38,39.90%,80.75%,125.58%,90.20%,96.62%,51.56%,14.68%,,28.03%,8.27%,,4.14%,10.40%,3.21%
"OMH","NASD","Ohmyhome Ltd","Real Estate","Real Estate Services",17.94,0.81,222.70%,298421073,256.61,1162.96,126.37%,18.72%,-26.03%,-48.33%,-0.19%,-42.01%,15.73%,,,,,-0.06%,0.15%,0.96%
"JZXN","NASD","Jiuzi Holdings Inc","Consumer Cyclical","Auto & Truck Dealerships",2.69,1.93,67.83%,34507649,5464.67,6.31,56.91%,42.96%,97.36%,4.32%,11.56%,-95.15%,14.96%,,-17795.82%,630.43%,,-11.88%,9.01%,4.65%
