"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"AAPL","NASD","Apple Inc","Technology","Consumer Electronics",4813634.06,327.74,0.35%,41177911,55096.93,0.75,4.09%,9.98%,20.03%,28.26%,20.55%,54.25%,2.46%,17.44%,22.04%,16.60%,12.92%,0.00%,67.21%,0.96%
"XOM","NYSE","ExxonMobil Holdings Corp","Energy","Oil & Gas Integrated",628756.05,151.71,2.26%,13024089,16893.18,0.77,4.56%,10.09%,2.73%,16.80%,26.07%,40.41%,1.82%,57.92%,-43.57%,7.31%,15.95%,0.26%,69.24%,0.91%
"BAC","NYSE","Bank Of America Corp","Financial","Banks - Diversified",434453.26,61.22,1.32%,31615787,35558.41,0.89,0.99%,8.93%,13.48%,15.57%,11.31%,28.94%,2.35%,21.29%,35.65%,-1.14%,15.50%,-2.22%,78.34%,1.28%
"WFC","NYSE","Wells Fargo & Co","Financial","Banks - Diversified",268501.01,87.74,1.63%,17597796,16712.16,1.05,2.87%,6.74%,7.04%,-0.72%,-5.86%,9.29%,3.34%,15.98%,25.31%,9.70%,13.45%,-2.23%,79.26%,0.94%
"T","NYSE","AT&T Inc","Communication Services","Telecom Services",154670.02,22.26,1.41%,139514872,54635.62,2.55,4.61%,1.14%,-14.97%,-5.24%,-10.39%,-18.70%,2.82%,9.24%,-11.22%,2.87%,10.69%,0.06%,69.83%,1.81%
"CVS","NYSE","CVS Health Corp","Healthcare","Healthcare Plans",141117.55,110.60,2.78%,9842335,8267.46,1.19,4.16%,12.49%,44.42%,40.71%,39.36%,79.43%,2.53%,10.25%,63.49%,6.17%,12.73%,-1.07%,90.37%,1.57%
"USB","NYSE","U.S. Bancorp","Financial","Banks - Regional",99243.09,63.71,0.90%,9601427,8908.22,1.08,2.53%,9.58%,11.77%,17.11%,19.40%,39.17%,2.23%,12.87%,21.37%,1.05%,11.42%,0.36%,84.56%,1.52%
"MMM","NYSE","3M Co","Industrials","Conglomerates",89062.83,170.76,7.32%,10995830,3851.04,2.86,9.06%,6.33%,12.79%,1.76%,6.66%,11.74%,2.69%,8.44%,-39.85%,1.28%,8.50%,-0.03%,77.68%,1.88%
"LYG","NYSE","Lloyds Banking Group plc ADR","Financial","Banks - Regional",88046.35,6.06,3.06%,11704471,21632.00,0.54,2.19%,9.39%,7.83%,10.38%,14.34%,42.92%,1.88%,43.27%,54.90%,18.14%,25.40%,0.00%,4.24%,0.02%
"CMCSA","NASD","Comcast Corp","Communication Services","Telecom Services",85054.76,23.81,0.13%,27002537,36186.66,0.75,2.67%,6.15%,-19.91%,-14.41%,-14.97%,-27.41%,3.18%,-19.40%,-32.62%,5.25%,-2.73%,1.29%,90.85%,2.49%
"GM","NYSE","General Motors Company","Consumer Cyclical","Auto Manufacturers",71700.41,79.52,4.91%,11910850,7714.95,1.54,3.45%,0.29%,-1.27%,-1.61%,-2.21%,49.45%,2.07%,22.78%,-15.84%,-0.90%,13.85%,-1.44%,88.60%,2.99%
"NU","NYSE","Nu Holdings Ltd","Financial","Banks - Regional",69510.68,14.39,2.86%,147116296,66207.87,2.22,2.86%,13.22%,-4.70%,-13.31%,-14.04%,11.64%,3.58%,44.01%,55.93%,56.14%,34.87%,-0.20%,59.70%,4.07%
"PBR","NYSE","Petroleo Brasileiro SA Petrobras ADR","Energy","Oil & Gas Integrated",68989.38,18.54,1.92%,14343589,15993.18,0.90,3.46%,10.69%,-9.59%,47.91%,58.39%,60.89%,2.27%,30.02%,3.21%,11.75%,4.90%,-16.93%,20.73%,1.28%
"F","NYSE","Ford Motor Co","Consumer Cyclical","Auto Manufacturers",56861.57,14.27,2.00%,48812207,60959.74,0.80,2.37%,1.49%,10.88%,4.93%,8.77%,26.17%,2.81%,53.25%,433.13%,6.38%,23.60%,-1.11%,66.85%,2.66%
"COIN","NASD","Coinbase Global Inc","Financial","Financial Data & Stock Exchanges",46329.58,175.85,9.61%,13616455,8742.60,1.56,8.89%,7.71%,-16.91%,-27.08%,-22.24%,-57.49%,4.85%,-91.07%,-715.34%,-27.47%,13.05%,-3.79%,56.18%,11.60%
