"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"MSFT","NASD","Microsoft Corp","Technology","Software - Infrastructure",3350966.88,451.10,15.51%,109677574,39218.22,2.80,18.22%,20.93%,6.28%,-6.34%,-6.72%,-12.11%,2.63%,13.34%,31.65%,17.75%,17.19%,-1.84%,74.84%,1.26%,14.74%,13.21%,3.98%
"XOM","NYSE","ExxonMobil Holdings Corp","Energy","Oil & Gas Integrated",650555.20,156.97,0.14%,12099697,16860.02,0.72,0.05%,14.81%,1.49%,14.09%,30.44%,40.28%,2.07%,59.42%,-43.57%,7.31%,15.67%,0.18%,67.97%,1.03%,6.42%,7.12%,12.98%
"BAC","NYSE","Bank Of America Corp","Financial","Banks - Diversified",438072.52,61.73,1.08%,24833508,36347.47,0.68,0.73%,8.34%,16.74%,19.15%,12.24%,28.71%,1.77%,21.59%,35.65%,-1.14%,15.47%,-2.07%,77.32%,1.37%,1.67%,8.26%,15.38%
"SHEL","NYSE","Shell Plc ADR","Energy","Oil & Gas Integrated",252350.03,90.51,2.46%,10768353,6981.04,1.54,2.91%,16.73%,1.80%,19.42%,23.18%,26.20%,1.45%,66.33%,26.45%,0.11%,13.63%,-42.00%,13.44%,1.00%,6.58%,8.02%,11.85%
"SAN","NYSE","Banco Santander SA ADR","Financial","Banks - Diversified",207109.40,14.11,5.46%,13690082,8679.13,1.58,6.81%,2.25%,17.78%,11.28%,20.29%,61.26%,1.78%,12.18%,6.58%,130.95%,15.86%,-5.43%,3.34%,0.59%,2.64%,7.09%,18.42%
"NVO","NYSE","Novo Nordisk ADR","Healthcare","Drug Manufacturers - General",173305.35,51.61,0.06%,10582326,12749.36,0.83,7.12%,7.66%,28.10%,-14.45%,1.43%,3.16%,2.12%,-9.95%,86.54%,37.63%,-0.93%,-3.46%,9.83%,0.93%,3.71%,10.33%,9.81%
"BMY","NYSE","Bristol-Myers Squibb Co","Healthcare","Drug Manufacturers - General",132448.75,64.86,2.79%,18017887,11983.83,1.50,5.45%,12.57%,12.62%,18.75%,20.24%,41.06%,2.13%,3.49%,103.45%,-6.36%,-4.20%,0.28%,82.57%,2.21%,7.95%,11.86%,16.95%
"BP","NYSE","BP plc ADR","Energy","Oil & Gas Integrated",113871.81,44.22,2.08%,9566149,8965.65,1.07,0.66%,19.68%,-5.51%,17.29%,27.33%,37.12%,1.69%,92.01%,473.76%,11.22%,9.55%,0.00%,14.11%,0.43%,7.30%,6.88%,11.37%
"LYG","NYSE","Lloyds Banking Group plc ADR","Financial","Banks - Regional",90718.12,6.25,6.47%,14643887,21378.19,0.68,4.34%,7.20%,19.05%,7.57%,17.92%,48.46%,1.48%,43.08%,54.90%,18.14%,25.41%,0.00%,4.28%,0.02%,3.86%,9.49%,16.74%
"PBR","NYSE","Petroleo Brasileiro SA Petrobras ADR","Energy","Oil & Gas Integrated",71147.63,19.12,2.85%,14561992,15777.81,0.92,0.63%,18.32%,-12.49%,25.86%,63.35%,55.79%,2.00%,38.08%,3.21%,11.75%,5.28%,-16.04%,20.76%,1.15%,7.15%,6.87%,19.39%
"NU","NYSE","Nu Holdings Ltd","Financial","Banks - Regional",69993.72,14.49,3.21%,49363827,74086.64,0.67,2.11%,8.46%,3.21%,-22.76%,-13.44%,14.82%,3.20%,44.44%,55.93%,56.14%,35.14%,-0.17%,59.82%,4.27%,3.53%,10.24%,-4.18%
"B","NYSE","Barrick Mining Corp","Basic Materials","Gold",63166.73,37.70,3.69%,9714810,11417.45,0.85,1.45%,2.64%,-1.95%,-28.84%,-13.43%,78.67%,2.99%,52.54%,248.03%,70.11%,23.68%,-0.98%,69.52%,1.00%,3.05%,-2.41%,-8.71%
"BKR","NASD","Baker Hughes Co","Energy","Oil & Gas Equipment & Services",59461.18,59.90,2.01%,9287934,8804.54,1.05,6.79%,7.93%,-12.95%,5.77%,31.53%,31.56%,3.75%,-3.07%,-3.44%,-2.43%,9.99%,-3.31%,96.14%,2.69%,5.35%,0.03%,6.13%
"CMG","NYSE","Chipotle Mexican Grill","Consumer Cyclical","Restaurants",49410.91,38.52,12.50%,35560105,19226.12,1.85,20.34%,13.29%,16.76%,-1.63%,4.11%,-11.97%,2.75%,-1.79%,-2.32%,9.31%,10.63%,-0.56%,91.79%,3.98%,12.43%,17.74%,10.20%
"ITUB","NYSE","Itau Unibanco Holding SA ADR","Financial","Banks - Regional",45606.55,8.44,3.56%,12742330,22850.20,0.56,1.08%,3.30%,-1.06%,-4.95%,17.88%,38.43%,1.62%,20.01%,16.43%,-0.25%,13.55%,-2.66%,22.75%,0.50%,1.22%,4.73%,5.52%
"PCG","NYSE","PG&E Corp","Utilities","Utilities - Regulated Electric",39158.14,17.78,0.40%,36485607,18719.18,1.95,1.37%,5.71%,8.61%,19.09%,10.64%,26.82%,2.84%,9.78%,40.08%,0.07%,9.51%,-1.27%,98.23%,1.76%,1.92%,4.71%,6.44%
"MSTR","NASD","Strategy Inc","Technology","Software - Application",34252.75,97.74,4.73%,13336627,20221.05,0.66,4.39%,12.44%,-38.21%,-38.31%,-35.68%,-75.26%,5.67%,124.26%,-132.03%,11.92%,,7.20%,57.49%,12.20%,1.37%,-14.34%,-38.51%
"TOST","NYSE","Toast Inc","Technology","Software - Infrastructure",19053.00,32.85,0.77%,9108181,12814.24,0.71,15.67%,18.08%,14.78%,3.11%,-7.49%,-32.42%,4.07%,36.77%,122.98%,21.91%,30.37%,-0.35%,78.79%,8.41%,9.15%,21.05%,7.99%
"OWL","NYSE","Blue Owl Capital Inc","Financial","Asset Management",15839.95,10.16,6.39%,40898568,23571.14,1.74,10.31%,16.11%,14.41%,-29.93%,-31.99%,-47.92%,3.51%,3.91%,744.44%,10.29%,10.25%,1.76%,101.73%,20.41%,7.33%,6.88%,-15.18%
"BMNR","NYSE","BitMine Immersion Technologies Inc","Financial","Capital Markets",10906.34,18.08,8.98%,35555794,37532.72,0.95,8.98%,35.84%,-12.49%,-38.98%,-33.41%,-47.44%,8.69%,-218.15%,51.19%,2167.95%,,8.63%,32.51%,8.33%,12.58%,10.06%,-29.18%
"CLF","NYSE","Cleveland-Cliffs Inc","Basic Materials","Steel",6635.39,11.63,2.20%,25951360,20953.83,1.24,6.11%,23.86%,13.46%,-17.22%,-12.42%,10.87%,7.83%,92.18%,73.98%,5.92%,,2.31%,84.12%,14.81%,14.33%,2.43%,1.29%
"ADT","NYSE","ADT Inc","Industrials","Security & Protection Services",5506.68,7.51,1.35%,10899978,10914.19,1.00,10.12%,15.54%,4.74%,-5.53%,-6.94%,-10.17%,2.03%,2.68%,26.88%,0.87%,5.57%,-12.29%,92.07%,5.56%,8.07%,10.43%,0.68%
"BTG","AMEX","B2gold Corp","Basic Materials","Gold",5129.82,3.85,2.94%,15593328,23242.19,0.67,0.26%,2.94%,-10.67%,-33.28%,-14.63%,15.96%,3.53%,37.25%,253.06%,117.75%,41.71%,-6.30%,56.88%,4.86%,0.40%,-6.51%,-17.05%
"CCC","NASD","CCC Intelligent Solutions Holdings Inc","Technology","Software - Application",3556.86,6.06,0.17%,14633227,10962.24,1.33,5.57%,17.44%,25.73%,-23.39%,-23.77%,-38.04%,3.16%,21.68%,186.39%,11.81%,17.91%,-14.62%,100.97%,9.11%,2.69%,16.88%,-5.02%
"LCID","NASD","Lucid Group Inc","Consumer Cyclical","Auto Manufacturers",3168.88,8.12,2.01%,14091096,19440.06,0.72,25.89%,21.38%,40.97%,-25.57%,-23.18%,-67.52%,13.74%,12.59%,-43.50%,20.17%,29.16%,0.11%,16.73%,37.82%,24.66%,35.21%,-19.18%
"AMC","NYSE","AMC Entertainment Holdings Inc","Communication Services","Entertainment",2472.51,2.77,0.73%,31127494,44423.25,0.70,21.49%,45.79%,77.56%,93.71%,77.56%,-4.81%,9.36%,82.34%,-46.30%,14.22%,,-0.27%,28.72%,5.59%,28.48%,34.77%,54.21%
"JBLU","NASD","Jetblue Airways Corp","Industrials","Airlines",2290.29,6.07,6.12%,44555179,30514.43,1.46,21.64%,5.93%,25.41%,20.44%,33.41%,35.19%,8.72%,-34.06%,-220.85%,14.47%,,-6.26%,71.97%,27.42%,8.32%,12.83%,21.70%
