"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"TSM","NYSE","Taiwan Semiconductor Manufacturing ADR","Technology","Semiconductors",2235217.29,430.97,1.08%,9456768,13606.04,0.70,2.99%,8.18%,6.58%,17.64%,41.82%,80.41%,1.66%,58.77%,73.31%,32.92%,37.80%,10.17%,15.68%,0.64%,4.21%,1.43%,18.35%,0.23%
"SPCX","NASD","Space Exploration Technologies Corp","Industrials","Aerospace & Defense",1984497.40,146.23,4.45%,116027459,125089.05,0.93,5.40%,17.94%,,,-2.51%,,7.19%,,,,,-0.00%,10.60%,13.18%,18.07%,3.20%,3.20%,4.47%
"MU","NASD","Micron Technology Inc","Technology","Semiconductors",1142663.44,1011.75,4.13%,33075348,50028.73,0.66,17.51%,19.18%,39.62%,145.77%,254.49%,737.06%,4.73%,783.11%,1372.09%,345.72%,172.75%,-2.23%,80.26%,2.66%,12.75%,5.28%,81.79%,1.22%
"XOM","NYSE","ExxonMobil Holdings Corp","Energy","Oil & Gas Integrated",663909.35,161.46,0.85%,12745625,16293.57,0.78,1.05%,9.57%,2.24%,8.76%,34.17%,51.62%,1.95%,63.73%,112.81%,43.14%,14.50%,-2.45%,65.93%,1.03%,3.33%,9.27%,14.07%,0.85%
"AMAT","NASD","Applied Materials Inc","Technology","Semiconductor Equipment & Materials",425014.41,535.31,5.55%,9520627,9638.92,0.99,2.53%,1.07%,22.60%,50.83%,108.30%,230.94%,4.53%,35.96%,42.91%,24.83%,36.52%,-0.24%,85.59%,1.80%,2.01%,-4.33%,37.18%,3.34%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",264614.20,1786.85,8.88%,17680837,13676.83,1.29,44.34%,31.89%,26.94%,185.18%,652.74%,3911.79%,8.43%,197.18%,28017.46%,371.59%,54.03%,-0.62%,84.03%,4.67%,30.11%,7.89%,96.08%,5.06%
"MRVL","NASD","Marvell Technology Inc","Technology","Semiconductors",205218.34,234.33,5.54%,20910880,40823.86,0.51,12.36%,24.19%,32.47%,198.09%,175.75%,207.56%,5.50%,42.85%,-81.00%,27.57%,47.81%,-0.86%,81.52%,4.12%,14.60%,-0.90%,64.81%,2.89%
"WDC","NASD","Western Digital Corp","Technology","Computer Hardware",184753.07,536.01,5.35%,9262815,8514.93,1.09,22.28%,12.32%,11.20%,90.36%,211.15%,614.11%,6.36%,97.39%,980.72%,43.84%,64.81%,-5.16%,95.88%,7.20%,6.91%,-2.83%,52.37%,2.00%
"GLW","NYSE","Corning Inc","Technology","Electronic Components",149201.07,173.21,4.35%,11354558,14448.62,0.79,9.79%,12.03%,-9.70%,29.78%,97.82%,164.69%,4.94%,30.03%,17.83%,16.65%,32.99%,1.37%,73.80%,2.28%,13.42%,-1.57%,24.30%,2.04%
"CBRS","NASD","Cerebras Systems Inc","Technology","Semiconductors",58849.54,251.98,15.07%,14862532,7058.58,2.11,9.55%,45.77%,-9.92%,,-28.01%,,7.57%,,-237.28%,74.32%,,52.58%,32.89%,16.12%,16.70%,20.29%,14.04%,12.49%
"DVN","NYSE","Devon Energy Corp","Energy","Oil & Gas E&P",52327.00,47.57,3.75%,14741884,12955.36,1.14,4.87%,8.53%,-3.88%,6.52%,29.87%,41.20%,2.37%,29.54%,43.83%,73.00%,13.54%,23.84%,91.77%,2.79%,7.00%,9.14%,11.95%,3.02%
"RKLB","NASD","Rocket Lab Corp","Industrials","Aerospace & Defense",49112.61,82.08,2.28%,17977125,24706.81,0.73,2.55%,21.38%,-34.21%,21.71%,17.66%,85.41%,7.09%,26.13%,39.33%,61.99%,,2.04%,55.09%,7.77%,12.92%,-3.19%,4.59%,1.32%
"MSTR","NASD","Strategy Inc","Technology","Software - Application",37531.15,97.68,4.99%,20262796,20202.68,1.00,0.36%,2.98%,-44.94%,-27.04%,-35.72%,-73.33%,4.22%,-37.33%,-175.02%,6.88%,,3.47%,57.21%,8.93%,1.21%,-3.11%,-33.61%,4.75%
"CPRT","NASD","Copart Inc","Industrials","Specialty Business Services",29348.22,31.70,0.28%,19657546,12235.46,1.61,7.13%,14.81%,-1.86%,-15.44%,-19.03%,-32.67%,3.21%,-0.61%,2.67%,2.09%,5.18%,-5.53%,86.49%,5.00%,8.10%,8.02%,-9.56%,1.18%
"ASTS","NASD","AST SpaceMobile Inc","Technology","Communication Equipment",27611.18,71.14,0.23%,9947847,20559.77,0.48,3.46%,23.08%,-14.98%,-13.78%,-2.05%,47.96%,6.22%,-76.64%,-88.00%,2626.64%,,-0.34%,49.95%,21.92%,9.80%,-1.78%,-13.09%,0.74%
"CDE","NYSE","Coeur Mining Inc","Basic Materials","Gold",19849.43,19.31,2.66%,28604682,35460.20,0.81,6.39%,34.56%,9.65%,-13.87%,8.30%,65.18%,3.98%,33.66%,7.09%,124.47%,26.60%,24.28%,78.70%,5.32%,16.66%,17.66%,4.11%,0.05%
"IONQ","NYSE","IonQ Inc","Technology","Computer Hardware",18976.67,46.84,1.25%,13784352,24937.84,0.55,10.13%,34.68%,-9.84%,37.32%,4.39%,16.43%,5.83%,-89.38%,-620.99%,286.83%,-12.50%,0.19%,50.43%,12.84%,19.34%,2.44%,3.63%,1.80%
