"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"MSFT","NASD","Microsoft Corp","Technology","Software - Infrastructure",2988385.01,402.29,2.15%,27760250,39359.67,0.71,2.89%,6.17%,-4.85%,-11.91%,-16.82%,-21.13%,2.82%,24.51%,23.32%,18.30%,18.68%,-1.37%,75.96%,1.22%
"AMZN","NASD","Amazon.com Inc","Consumer Cyclical","Internet Retail",2689169.83,249.99,1.12%,32344790,49298.27,0.66,1.08%,5.26%,-0.23%,4.96%,8.31%,10.55%,2.74%,23.55%,75.33%,16.61%,22.10%,0.00%,67.70%,1.02%
"XOM","NYSE","ExxonMobil Holdings Corp","Energy","Oil & Gas Integrated",614872.09,148.36,0.68%,12060710,16961.01,0.71,2.66%,5.41%,1.31%,14.89%,23.28%,37.66%,2.11%,58.35%,-43.57%,7.31%,15.95%,0.26%,69.24%,0.91%
"PLTR","NASD","Palantir Technologies Inc","Technology","Software - Infrastructure",323277.57,134.85,1.87%,30471274,42408.55,0.72,3.70%,3.23%,-7.88%,-23.84%,-24.14%,-12.16%,5.52%,94.07%,304.06%,84.71%,59.78%,1.31%,57.97%,3.98%
"BABA","NYSE","Alibaba Group Holding Ltd ADR","Consumer Cyclical","Internet Retail",288462.19,120.34,4.67%,14680761,12466.64,1.18,7.11%,12.01%,-14.66%,-29.60%,-17.90%,0.09%,2.28%,62.04%,114.38%,8.17%,42.27%,-5.03%,10.91%,1.77%
"SCHW","NYSE","Charles Schwab Corp","Financial","Capital Markets",178330.96,102.54,0.96%,13647813,11056.83,1.23,0.16%,8.50%,11.12%,-0.21%,2.63%,7.04%,2.05%,29.74%,38.80%,9.77%,22.59%,-2.37%,88.54%,1.53%
"ABT","NYSE","Abbott Laboratories","Healthcare","Medical Devices",177072.65,101.66,0.97%,14389584,13479.93,1.07,10.37%,14.87%,5.01%,-17.70%,-18.86%,-17.80%,3.46%,6.97%,-48.22%,13.02%,9.32%,-1.84%,82.45%,1.35%
"CRM","NYSE","Salesforce Inc","Technology","Software - Application",142334.00,173.79,1.77%,12229619,14825.69,0.82,1.50%,12.11%,-4.58%,-25.58%,-34.40%,-33.76%,4.38%,13.06%,52.27%,13.27%,12.72%,-2.20%,94.56%,6.39%
"PBR","NYSE","Petroleo Brasileiro SA Petrobras ADR","Energy","Oil & Gas Integrated",67686.99,18.19,1.22%,13066300,16085.93,0.81,1.73%,8.34%,-9.95%,46.04%,55.40%,59.56%,2.07%,30.02%,3.21%,11.75%,4.90%,-16.93%,20.73%,1.28%
"NU","NYSE","Nu Holdings Ltd","Financial","Banks - Regional",67578.47,13.99,2.94%,160843303,64104.97,2.51,2.34%,8.53%,-8.80%,-15.77%,-16.43%,7.45%,3.04%,45.66%,55.93%,56.14%,34.87%,-0.20%,59.70%,4.07%
