"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"BMY","NYSE","Bristol-Myers Squibb Co","Healthcare","Drug Manufacturers - General",133367.68,65.31,0.69%,14572031,11873.37,1.23,5.19%,15.72%,7.79%,20.32%,21.08%,50.80%,2.67%,9.26%,49.96%,6.22%,-3.29%,0.28%,82.60%,2.21%,8.05%,12.37%,17.53%
"BP","NYSE","BP plc ADR","Energy","Oil & Gas Integrated",116446.93,45.22,2.26%,12503091,8943.29,1.40,3.19%,25.09%,-4.56%,18.87%,30.20%,40.65%,1.89%,92.00%,473.76%,11.22%,9.55%,0.00%,14.12%,0.43%,8.69%,9.35%,13.72%
"NOW","NYSE","ServiceNow Inc","Technology","Software - Application",115011.82,111.23,1.05%,20431132,28119.51,0.73,12.60%,5.13%,25.95%,-4.71%,-27.39%,-41.03%,6.38%,16.01%,-21.91%,24.01%,20.20%,-3.14%,86.61%,5.44%,5.07%,5.31%,-10.96%
"ACN","NYSE","Accenture plc","Technology","Information Technology Services",101533.44,165.92,1.61%,9349612,8621.57,1.08,12.88%,26.53%,-7.16%,-36.48%,-38.16%,-37.88%,5.69%,7.20%,9.01%,5.59%,6.80%,-1.28%,84.96%,5.50%,13.59%,7.48%,-21.37%
"CMCSA","NASD","Comcast Corp","Communication Services","Telecom Services",85025.33,23.96,1.23%,27154548,36297.60,0.75,7.47%,0.97%,-11.39%,-18.06%,-14.43%,-23.03%,4.35%,-18.77%,-66.90%,-1.23%,-2.25%,-0.08%,90.48%,2.42%,1.96%,0.77%,-11.19%
"PBR","NYSE","Petroleo Brasileiro SA Petrobras ADR","Energy","Oil & Gas Integrated",72189.53,19.40,1.46%,11519611,15773.17,0.73,3.36%,21.33%,-11.94%,26.55%,65.74%,60.42%,2.28%,39.02%,3.21%,11.75%,5.21%,-16.04%,20.73%,1.15%,7.72%,8.56%,20.83%
"BSX","NYSE","Boston Scientific Corp","Healthcare","Medical Devices",69457.37,46.73,1.59%,18684965,20934.84,0.89,5.60%,8.52%,-18.89%,-49.39%,-50.99%,-55.46%,4.59%,7.95%,14.32%,7.53%,7.23%,-2.10%,90.91%,1.91%,4.83%,0.25%,-36.14%
"INFY","NYSE","Infosys Ltd ADR","Technology","Information Technology Services",48812.69,12.03,0.67%,18088338,21933.46,0.82,8.28%,12.96%,-3.45%,-32.23%,-32.49%,-28.05%,3.85%,-0.68%,3.90%,3.06%,3.27%,-0.97%,11.91%,4.11%,5.73%,3.41%,-18.16%
"DXCM","NASD","Dexcom Inc","Healthcare","Medical Devices",32201.10,83.45,11.95%,11945411,5690.06,2.10,16.65%,21.19%,40.13%,12.77%,25.73%,3.32%,3.01%,27.24%,43.63%,13.08%,21.27%,-0.23%,97.49%,4.92%,11.93%,14.11%,23.18%
"HPQ","NYSE","HP Inc","Technology","Computer Hardware",24939.03,27.27,1.53%,19608891,18754.11,1.05,5.90%,23.84%,30.73%,40.64%,22.40%,9.96%,4.79%,-3.07%,14.55%,11.05%,2.04%,2.90%,94.41%,9.87%,8.73%,10.71%,21.34%
"DOW","NYSE","Dow Inc","Basic Materials","Chemicals",21879.70,30.29,0.66%,9101661,11690.42,0.78,1.51%,12.10%,-25.19%,11.52%,29.56%,30.06%,3.70%,366.82%,183.39%,19.68%,,1.89%,71.92%,4.70%,2.09%,-3.65%,-0.70%
"BSBR","NYSE","Banco Santander (Brasil) SA ADR","Financial","Banks - Regional",21226.89,5.67,12.28%,12536359,1541.19,8.13,6.98%,9.25%,-3.24%,-20.59%,-6.76%,20.70%,2.24%,-1.99%,15.09%,18.17%,7.82%,-0.49%,0.80%,0.22%,6.77%,6.49%,-4.07%
"BBD","NYSE","Banco Bradesco SA ADR","Financial","Banks - Regional",19051.74,3.61,0.56%,27386127,30993.47,0.88,0.28%,3.85%,-6.86%,-11.47%,10.33%,32.64%,2.37%,14.09%,2.87%,37.43%,11.86%,-4.77%,23.93%,0.34%,0.78%,3.23%,0.50%
"WY","NYSE","Weyerhaeuser Co","Real Estate","REIT - Specialty",18047.71,25.03,6.51%,10898075,5438.49,2.00,4.55%,6.24%,2.08%,-3.47%,5.66%,-0.08%,2.83%,60.82%,86.69%,-0.90%,73.95%,-0.56%,92.70%,3.82%,5.25%,3.75%,3.82%
"OWL","NYSE","Blue Owl Capital Inc","Financial","Asset Management",16058.22,10.30,1.38%,26989621,23071.91,1.17,8.99%,19.21%,5.64%,-26.38%,-31.06%,-46.77%,4.67%,5.39%,744.44%,10.29%,10.34%,1.76%,101.69%,20.41%,8.09%,8.15%,-13.81%
"FIG","NYSE","Figma Inc","Technology","Software - Application",12850.12,24.32,2.36%,24720424,21369.14,1.16,15.15%,24.78%,37.40%,-10.16%,-34.92%,-78.94%,6.17%,-39.30%,-1719.05%,46.12%,0.78%,18.99%,29.27%,33.16%,6.81%,12.97%,-15.73%
"PATH","NYSE","UiPath Inc","Technology","Software - Infrastructure",6611.22,12.76,3.15%,39793455,59015.54,0.67,17.71%,10.48%,23.88%,-3.70%,-22.15%,8.60%,6.33%,8.71%,203.89%,17.32%,13.43%,-5.76%,62.49%,28.90%,8.24%,12.91%,-0.22%
"LYFT","NASD","Lyft Inc","Technology","Software - Application",6021.76,15.86,1.99%,9486271,13996.54,0.68,11.69%,6.95%,12.08%,-10.65%,-18.12%,12.80%,4.65%,-91.41%,490.00%,13.81%,,8.55%,113.24%,24.80%,3.24%,8.58%,-3.58%
"ADT","NYSE","ADT Inc","Industrials","Security & Protection Services",5602.01,7.64,1.73%,9168409,10871.46,0.84,8.52%,13.69%,1.46%,-5.45%,-5.33%,-8.50%,2.91%,3.91%,8.88%,1.96%,6.16%,-12.29%,92.08%,5.56%,9.31%,12.09%,2.48%
"PTEN","NASD","Patterson-UTI Energy Inc","Energy","Oil & Gas Drilling",3978.39,10.48,6.40%,13030761,9033.87,1.44,2.75%,22.29%,-14.24%,38.99%,71.52%,77.33%,5.75%,65.02%,59.53%,0.71%,,0.02%,111.16%,7.80%,7.28%,0.33%,19.23%
"BTE","NYSE","Baytex Energy Corp","Energy","Oil & Gas E&P",3374.86,4.56,7.04%,25744861,18951.20,1.36,5.56%,16.62%,-9.88%,30.66%,41.18%,114.08%,3.34%,135.24%,177.96%,-28.01%,,7.72%,48.72%,2.98%,9.20%,3.91%,20.11%
"FRSH","NASD","Freshworks Inc","Technology","Software - Application",3263.51,11.35,0.84%,9360453,17474.45,0.54,10.56%,9.08%,39.15%,6.72%,-7.31%,-12.59%,5.22%,-5.37%,-295.35%,16.49%,12.23%,-0.11%,61.28%,9.67%,6.47%,13.99%,13.36%
"BHC","NYSE","Bausch Health Companies Inc","Healthcare","Drug Manufacturers - Specialty & Generic",2573.28,6.89,14.26%,22268545,2496.98,8.92,55.53%,44.44%,20.45%,23.26%,-0.86%,16.98%,6.97%,15.36%,72.02%,12.73%,-7.22%,-1.24%,67.79%,2.23%,40.96%,37.40%,17.93%
"AMC","NYSE","AMC Entertainment Holdings Inc","Communication Services","Entertainment",2517.14,2.82,1.81%,39315855,44522.72,0.88,24.23%,46.11%,85.53%,105.84%,80.77%,-2.76%,8.97%,82.34%,-46.30%,14.22%,,-0.27%,28.72%,5.59%,28.04%,35.28%,57.02%
"COTY","NYSE","Coty Inc","Consumer Defensive","Household & Personal Products",2421.28,2.75,2.23%,10223605,11892.88,0.86,3.77%,20.61%,11.79%,-11.58%,-10.71%,-43.30%,4.32%,-2.05%,0.30%,-1.35%,19.52%,1.92%,41.54%,13.43%,9.89%,24.27%,0.43%
"KOS","NYSE","Kosmos Energy Ltd","Energy","Oil & Gas E&P",1595.67,2.69,5.08%,16117041,15062.59,1.07,2.28%,32.51%,-12.66%,59.17%,196.45%,25.12%,6.19%,138.89%,-91.66%,44.94%,,16.37%,79.41%,5.17%,12.62%,6.21%,31.88%
"CCO","NYSE","Clear Channel Outdoor Holdings Inc","Communication Services","Advertising Agencies",1231.74,2.42,0.41%,13987520,7230.67,1.93,0.41%,0.41%,0.83%,8.04%,9.50%,128.30%,0.58%,-278.28%,37.40%,11.88%,17.80%,-0.40%,70.17%,9.09%,0.44%,0.55%,8.65%
"SOC","NYSE","Sable Offshore Corp","Energy","Oil & Gas Drilling",988.33,5.29,18.08%,16441793,8864.08,1.85,12.31%,20.23%,-63.14%,-47.10%,-41.35%,-82.75%,7.95%,91.64%,-5.70%,,,6.12%,75.80%,28.15%,22.13%,-35.97%,-47.84%
"TGHL","NASD","Growhub Ltd","Technology","Software - Infrastructure",28.60,1.13,53.57%,15585902,7251.76,2.15,68.36%,100.89%,208.74%,71.26%,242.01%,,11.17%,,-77.74%,-40.67%,,-35.21%,0.48%,2.87%,54.77%,84.36%,129.97%
"FMFC","NASD","Kandal M Venture Ltd","Consumer Cyclical","Footwear & Accessories",9.58,0.52,141.41%,190772885,2384.15,80.02,107.81%,87.18%,43.55%,48.05%,94.04%,-92.92%,11.33%,,114.88%,20.37%,,8.29%,0.93%,,97.78%,68.94%,-37.73%
"FCUV","NASD","Focus Universal Inc","Technology","Scientific & Technical Instruments",8.14,11.60,517.02%,98928544,1883.73,52.52,406.55%,183.62%,135.77%,-61.33%,-64.20%,-88.63%,10.73%,,11.93%,-74.78%,,-2.10%,0.65%,4.48%,284.17%,260.43%,-74.39%
