"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"META","NASD","Meta Platforms Inc","Communication Services","Internet Content & Information",1707440.49,670.24,0.70%,18600175,18279.42,1.02,9.25%,13.63%,12.93%,6.82%,1.54%,-12.35%,2.92%,33.61%,-13.44%,27.96%,18.57%,0.07%,69.09%,1.31%,12.59%,10.98%,7.47%,1.66%
"XOM","NYSE","ExxonMobil Holdings Corp","Energy","Oil & Gas Integrated",696228.99,169.32,2.57%,12312554,15359.38,0.80,5.39%,5.76%,20.15%,7.69%,40.70%,50.71%,2.41%,67.21%,112.81%,43.14%,14.00%,-2.08%,68.04%,0.97%,3.89%,8.27%,15.82%,2.39%
"CVX","NYSE","Chevron Corp","Energy","Oil & Gas Integrated",430263.71,217.77,2.64%,9541131,8440.19,1.13,3.80%,8.89%,20.72%,10.63%,42.88%,38.43%,2.19%,120.57%,323.28%,51.12%,20.23%,0.03%,76.35%,1.05%,4.78%,10.77%,19.00%,2.29%
"DELL","NYSE","Dell Technologies Inc","Technology","Computer Hardware",345570.60,543.51,1.73%,9585632,7670.48,1.25,1.80%,10.74%,32.86%,247.20%,331.77%,328.64%,5.72%,151.27%,273.59%,56.72%,52.09%,-5.19%,38.82%,4.94%,12.13%,19.63%,104.42%,0.36%
"CRWD","NASD","Crowdstrike Holdings Inc","Technology","Software - Infrastructure",248293.96,242.49,3.02%,17135305,9964.66,1.72,15.46%,11.77%,39.98%,128.85%,106.92%,118.08%,5.20%,34.47%,106.56%,25.83%,30.17%,3.14%,77.29%,2.46%,15.55%,18.71%,66.96%,4.07%
"VZ","NYSE","Verizon Communications Inc","Communication Services","Telecom Services",213763.19,51.45,0.31%,18660419,25907.37,0.72,2.06%,6.13%,9.31%,0.94%,26.32%,17.28%,1.75%,6.00%,-22.30%,-0.73%,5.95%,0.59%,72.02%,1.99%,2.76%,8.80%,11.83%,0.67%
"QCOM","NASD","Qualcomm Inc","Technology","Semiconductors",197233.93,187.80,4.25%,13701692,14372.76,0.95,7.88%,13.28%,-14.95%,45.14%,9.79%,16.49%,5.95%,-12.40%,-22.80%,-4.03%,2.93%,-2.25%,82.58%,3.23%,11.22%,11.32%,11.58%,4.02%
"T","NYSE","AT&T Inc","Communication Services","Telecom Services",183095.74,26.72,0.79%,36533902,59777.57,0.61,4.37%,7.35%,14.73%,-3.64%,7.57%,-9.79%,2.16%,10.34%,6.92%,2.30%,11.13%,-1.74%,69.26%,1.83%,3.86%,10.85%,6.23%,1.60%
"BP","NYSE","BP plc ADR","Energy","Oil & Gas Integrated",120940.31,46.96,2.24%,12365786,9222.40,1.34,4.63%,10.42%,12.91%,9.46%,35.21%,37.27%,1.99%,125.17%,140.43%,46.66%,9.89%,55.24%,14.29%,0.25%,6.13%,9.28%,14.33%,2.19%
"PBR","NYSE","Petroleo Brasileiro SA Petrobras ADR","Energy","Oil & Gas Integrated",81008.57,21.77,2.93%,23793954,17656.76,1.35,4.51%,21.76%,25.55%,14.97%,85.99%,75.98%,2.36%,48.05%,120.71%,59.62%,6.15%,9.38%,20.95%,0.86%,10.42%,15.94%,26.59%,2.79%
"OXY","NYSE","Occidental Petroleum Corp","Energy","Oil & Gas E&P",63496.97,63.52,2.82%,10290659,8592.95,1.20,4.73%,8.84%,16.64%,10.95%,54.47%,39.70%,2.41%,185.43%,967.52%,11.64%,23.43%,3.37%,84.93%,2.11%,4.93%,10.18%,19.84%,2.27%
