"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"AVGO","NASD","Broadcom Inc","Technology","Semiconductors",1887855.34,396.81,2.67%,16690288,26177.31,0.64,0.64%,1.19%,-1.33%,19.31%,14.65%,42.44%,3.53%,69.94%,85.59%,47.87%,56.48%,-0.09%,79.96%,1.50%
"AMD","NASD","Advanced Micro Devices Inc","Technology","Semiconductors",900629.65,552.33,1.45%,24573262,35419.36,0.69,4.38%,0.13%,94.15%,138.16%,157.91%,256.99%,6.79%,79.74%,92.25%,37.85%,64.29%,0.31%,69.48%,2.56%
"XOM","NYSE","ExxonMobil Holdings Corp","Energy","Oil & Gas Integrated",640111.83,154.45,1.81%,13652182,16822.69,0.81,6.88%,11.54%,4.10%,18.39%,28.34%,42.30%,1.97%,57.92%,-43.57%,7.31%,15.95%,0.26%,69.23%,0.91%
"BAC","NYSE","Bank Of America Corp","Financial","Banks - Diversified",437291.89,61.62,0.65%,51471880,35515.92,1.45,0.05%,7.41%,15.22%,18.27%,12.04%,28.99%,1.97%,21.29%,35.65%,-1.14%,15.50%,-2.22%,78.35%,1.28%
"ABT","NYSE","Abbott Laboratories","Healthcare","Medical Devices",175174.07,100.57,0.90%,10250641,13471.38,0.76,12.66%,14.51%,8.47%,-16.98%,-19.73%,-20.01%,3.48%,7.00%,-48.22%,13.02%,9.31%,-1.84%,82.46%,1.35%
"USB","NYSE","U.S. Bancorp","Financial","Banks - Regional",100426.96,64.47,1.19%,9693684,8914.03,1.09,2.32%,9.87%,13.42%,18.55%,20.82%,39.67%,2.15%,12.87%,21.37%,1.05%,11.42%,0.36%,84.58%,1.52%
"GM","NYSE","General Motors Company","Consumer Cyclical","Auto Manufacturers",74053.76,82.13,3.28%,13042445,7820.82,1.67,5.78%,2.11%,3.90%,5.55%,1.00%,67.99%,3.13%,25.58%,-26.21%,1.92%,15.08%,-1.44%,88.61%,2.99%
"PBR","NYSE","Petroleo Brasileiro SA Petrobras ADR","Energy","Oil & Gas Integrated",70291.77,18.89,1.89%,13196980,16002.92,0.82,5.77%,11.05%,-9.58%,49.06%,61.38%,62.32%,2.25%,30.02%,3.21%,11.75%,4.90%,-16.93%,20.73%,1.28%
"ET","NYSE","Energy Transfer LP","Energy","Oil & Gas Midstream",70096.41,20.37,0.59%,9017142,11105.03,0.81,2.31%,7.83%,7.44%,16.80%,23.53%,17.54%,1.44%,22.43%,-4.98%,32.12%,11.68%,2.12%,30.17%,1.08%
"NU","NYSE","Nu Holdings Ltd","Financial","Banks - Regional",70090.33,14.51,0.83%,94354670,68165.77,1.38,4.54%,13.45%,-3.59%,-14.50%,-13.32%,13.45%,3.60%,44.17%,55.93%,56.14%,35.06%,-0.20%,59.67%,4.07%
"F","NYSE","Ford Motor Co","Consumer Cyclical","Auto Manufacturers",57459.27,14.42,1.05%,61831626,61229.52,1.01,1.69%,2.20%,12.83%,8.58%,9.91%,28.87%,2.97%,53.25%,433.13%,6.38%,23.60%,-1.11%,66.86%,2.66%
"EXC","NASD","Exelon Corp","Utilities","Utilities - Regulated Electric",47783.82,46.70,1.77%,11702601,8703.32,1.34,2.10%,1.65%,0.93%,3.89%,7.13%,5.06%,2.32%,3.19%,-0.47%,7.86%,5.54%,0.39%,93.30%,4.23%
"ITUB","NYSE","Itau Unibanco Holding SA ADR","Financial","Banks - Regional",45822.70,8.48,0.95%,18796475,22524.08,0.83,0.36%,6.94%,-6.71%,13.83%,18.44%,38.42%,1.30%,20.01%,16.43%,-0.25%,13.55%,-3.46%,22.82%,0.46%
"PCG","NYSE","PG&E Corp","Utilities","Utilities - Regulated Electric",39882.21,18.11,3.54%,22967043,18576.78,1.24,3.43%,8.90%,6.65%,18.75%,12.69%,32.58%,1.97%,9.86%,40.16%,15.01%,9.53%,-1.24%,99.32%,1.79%
"HBAN","NASD","Huntington Bancshares Inc","Financial","Banks - Regional",37035.67,18.27,0.55%,33546856,21626.44,1.55,0.83%,7.16%,7.66%,1.56%,5.30%,9.70%,2.14%,7.00%,-24.84%,26.86%,15.12%,20.55%,89.10%,3.30%
"VG","NYSE","Venture Global Inc","Energy","Oil & Gas Midstream",36818.18,14.82,5.41%,22600610,16497.83,1.37,14.79%,31.62%,22.58%,74.76%,117.30%,-1.59%,5.91%,73.19%,20.11%,58.91%,13.04%,-0.93%,18.65%,8.67%
"EQT","NYSE","EQT Corp","Energy","Oil & Gas E&P",33782.07,54.01,8.45%,17794817,7341.12,2.42,9.66%,4.19%,-5.21%,4.91%,0.76%,-0.61%,1.97%,41.43%,-74.16%,-3.94%,20.43%,-1.20%,93.94%,3.44%
