"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"AMD","NASD","Advanced Micro Devices Inc","Technology","Semiconductors",839728.82,514.39,6.50%,25419540,29909.66,0.85,6.42%,2.68%,14.39%,149.78%,140.19%,184.27%,3.27%,83.21%,158.80%,50.11%,75.07%,-1.14%,69.77%,2.32%,4.08%,0.78%,58.60%,5.49%
"XOM","NYSE","ExxonMobil Holdings Corp","Energy","Oil & Gas Integrated",658317.15,160.10,0.94%,10205591,16311.04,0.63,4.61%,9.70%,4.79%,6.78%,33.04%,49.10%,1.99%,63.87%,112.81%,43.14%,14.51%,-0.75%,66.70%,1.03%,2.90%,8.49%,13.29%,0.24%
"BAC","NYSE","Bank Of America Corp","Financial","Banks - Diversified",450962.34,64.49,0.62%,21842110,35304.44,0.62,2.09%,4.88%,29.37%,22.79%,17.25%,35.17%,1.51%,21.91%,35.31%,0.28%,15.60%,-2.87%,78.05%,1.44%,3.01%,8.14%,19.06%,0.70%
"VZ","NYSE","Verizon Communications Inc","Communication Services","Telecom Services",201423.50,48.48,0.54%,15050053,27517.84,0.55,3.02%,10.48%,3.02%,-1.98%,19.03%,11.45%,1.87%,6.00%,-22.30%,-0.73%,6.11%,-0.33%,70.73%,2.01%,4.24%,6.93%,7.75%,0.04%
"WDC","NASD","Western Digital Corp","Technology","Computer Hardware",175374.27,508.80,4.41%,9908764,8445.00,1.17,17.15%,9.00%,4.02%,79.09%,195.35%,567.37%,6.81%,97.39%,985.14%,43.84%,64.81%,-0.42%,98.36%,7.20%,1.97%,-7.89%,45.49%,1.05%
"T","NYSE","AT&T Inc","Communication Services","Telecom Services",170555.88,24.89,1.26%,26029745,63645.53,0.41,4.62%,13.24%,0.97%,-13.58%,0.20%,-13.43%,2.11%,10.32%,6.92%,2.30%,11.13%,-0.20%,68.40%,1.90%,5.11%,9.74%,-0.86%,0.97%
"SLB","NYSE","SLB Ltd","Energy","Oil & Gas Equipment & Services",79802.38,53.77,3.28%,9872678,13947.81,0.71,6.41%,14.21%,-3.55%,6.18%,40.10%,61.86%,2.62%,-15.28%,-29.69%,4.87%,8.33%,5.20%,92.35%,3.78%,6.83%,7.72%,12.87%,2.87%
"WBD","NASD","Warner Bros. Discovery Inc","Communication Services","Entertainment",70274.59,27.99,0.86%,12491159,22508.23,0.55,4.52%,2.57%,3.21%,-0.43%,-2.88%,137.61%,1.77%,-513.32%,-90.84%,-11.07%,,2.78%,72.93%,3.01%,6.44%,5.42%,4.31%,0.79%
"NBIS","NASD","Nebius Group NV","Technology","Software - Infrastructure",69868.06,277.68,8.88%,28892406,20858.74,1.39,47.73%,61.66%,25.56%,209.46%,231.74%,305.61%,10.49%,-7.25%,-127.74%,454.04%,,16.06%,65.03%,29.79%,34.94%,24.95%,89.60%,7.59%
"NOK","NYSE","Nokia Corp ADR","Technology","Communication Equipment",60241.48,10.76,1.89%,68225534,103576.33,0.66,14.96%,3.66%,-25.59%,54.38%,66.31%,160.53%,3.85%,12.58%,-97.48%,8.53%,16.27%,-4.14%,16.62%,0.65%,11.77%,-8.41%,14.89%,2.23%
