"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"PLAG","AMEX","Planet Green Holdings Corp","Industrials","Conglomerates",82.68,5.81,927.05%,198073888,1232.29,160.74,1006.67%,209.04%,214.05%,51.30%,165.30%,232.00%,11.23%,,120.02%,656.56%,,10.83%,0.58%,0.36%,505.25%,297.75%,191.50%,442.99%
"WXM","NASD","WF International Ltd","Industrials","Industrial Distribution",8.91,7.90,97.50%,42117325,114.64,367.40,134.42%,161.59%,50.36%,67.27%,54.90%,-75.00%,21.05%,,,,,-22.58%,0.34%,14.71%,112.82%,97.21%,30.14%,-26.31%
"WYHG","NASD","Wing Yip Food Holdings Group Ltd ADR","Consumer Defensive","Packaged Foods",92.97,7.39,29.20%,11711578,1280.15,9.15,111.75%,75.95%,133.77%,285.78%,235.91%,42.12%,96.90%,,-79.92%,-7.72%,,472.91%,0.71%,,70.27%,71.43%,143.21%,-7.97%
"YXT","NASD","Yxt.Com Group Holding Ltd ADR","Technology","Software - Application",27.92,5.17,-8.50%,83885,1095.90,0.08,98.85%,52.06%,0.25%,-16.61%,-35.37%,-40.57%,114.34%,,-159.79%,-5.48%,,,6.98%,0.26%,7.38%,18.60%,-16.50%,-9.62%
"RCEL","NASD","AVITA Medical Inc","Healthcare","Medical Devices",203.69,8.20,7.89%,819881,421.21,1.95,77.11%,107.59%,87.64%,102.47%,137.68%,70.48%,13.37%,44.59%,33.76%,17.83%,68.77%,2.23%,17.28%,10.96%,57.80%,77.91%,94.51%,6.08%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",764.37,19.40,64.69%,16448690,1135.65,14.48,69.43%,100.62%,98.36%,226.60%,200.78%,153.26%,7.87%,117.29%,-277.09%,25.69%,,1.54%,17.43%,9.32%,68.43%,60.88%,131.46%,33.61%
"ZTG","NASD","Zenta Group Co Ltd","Industrials","Consulting Services",,9.27,-0.32%,744584,574.00,1.30,63.20%,237.09%,235.87%,337.26%,327.19%,,46.29%,,,,,-95.81%,,,91.59%,188.80%,268.52%,-2.01%
"SMJF","AMEX","SMJ International Holdings Inc","Consumer Cyclical","Textile Manufacturing",252.12,9.10,3.06%,2278105,737.83,3.09,63.08%,75.34%,171.64%,69.78%,79.84%,,13.71%,,,,,33.97%,2.01%,3.19%,47.88%,62.38%,105.91%,0.89%
"ABCL","NASD","AbCellera Biologics Inc","Healthcare","Biotechnology",2992.53,9.76,4.50%,17228604,7796.31,2.21,60.26%,49.69%,85.90%,203.11%,185.38%,116.89%,11.40%,-34.01%,-55.98%,-76.29%,-20.31%,2.84%,41.44%,19.12%,55.44%,54.12%,115.29%,3.61%
"CLRO","NASD","ClearOne Inc","Technology","Communication Equipment",16.99,6.35,-29.29%,380538,4628.61,0.08,57.57%,-3.79%,97.20%,-3.50%,24.75%,39.25%,36.31%,,88.11%,-100.00%,,-1.51%,4.57%,19.26%,2.72%,19.26%,27.19%,-7.30%
"MB","NASD","Masterbeef Group","Consumer Cyclical","Restaurants",108.93,6.35,-6.62%,96592,612.44,0.16,55.26%,56.79%,-8.70%,49.41%,-10.94%,-55.44%,41.63%,,-181.42%,-12.13%,,-10.58%,0.32%,0.10%,39.94%,15.47%,-3.75%,-7.70%
"ALGS","NASD","Aligos Therapeutics Inc","Healthcare","Biotechnology",45.46,7.28,-4.84%,236587,183.39,1.29,53.26%,14.47%,17.23%,0.69%,-21.89%,-3.83%,18.86%,-167.52%,90.59%,2778.55%,-2.18%,-0.62%,43.75%,10.75%,41.15%,34.60%,0.60%,-3.96%
"BWMN","NASD","Bowman Consulting Group Ltd","Industrials","Engineering & Construction",741.80,42.37,-0.12%,1283172,185.37,6.92,52.74%,56.52%,24.36%,18.45%,28.32%,13.11%,2.55%,13.26%,-58.20%,19.69%,,-1.43%,60.07%,5.75%,50.79%,44.72%,30.34%,-0.07%
"JLHL","NASD","Julong Holding Ltd","Industrials","Building Products & Equipment",176.31,8.22,-1.32%,147131,2662.53,0.06,51.66%,-0.84%,-52.49%,87.67%,103.97%,112.95%,40.73%,,62.93%,61.71%,,-48.11%,0.03%,24.61%,9.38%,-46.01%,-9.95%,-0.48%
"VREX","NASD","Varex Imaging Corp","Healthcare","Medical Devices",782.22,18.58,0.65%,3515268,634.15,5.54,50.20%,72.04%,91.45%,32.34%,59.48%,90.17%,2.81%,-3.29%,117.16%,3.69%,13.04%,2.69%,99.18%,2.92%,55.20%,67.63%,58.31%,0.81%
