"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"DBGI","NASD","Digital Brands Group Inc","Consumer Cyclical","Apparel Retail",5.60,6.00,-11.63%,2982936,620.96,4.80,65.29%,-63.94%,-84.58%,-96.05%,-98.82%,-98.69%,35.53%,,58.04%,-46.34%,,5.56%,6.73%,15.44%,-20.48%,-61.67%,-95.91%,-8.40%
"TNON","NASD","Tenon Medical Inc","Healthcare","Medical Devices",6.12,5.93,11.89%,107743858,3597.32,29.95,57.29%,5.14%,-72.81%,-78.96%,-82.19%,-86.11%,28.35%,64.29%,3.29%,126.77%,,,2.63%,15.31%,11.84%,-6.53%,-74.26%,-27.15%
"AOUT","NASD","American Outdoor Brands Inc","Consumer Cyclical","Leisure",197.90,15.68,4.32%,172320,189.57,0.91,56.64%,23.17%,52.38%,83.28%,102.85%,75.39%,9.66%,185.71%,77.31%,25.43%,,-4.10%,68.39%,1.62%,31.03%,22.84%,57.39%,4.19%
"ACVA","NYSE","ACV Auctions Inc","Consumer Cyclical","Auto & Truck Dealerships",1767.70,10.41,44.18%,114900191,3904.68,29.43,55.37%,34.15%,61.40%,114.20%,29.80%,0.77%,6.77%,17.88%,-12.38%,10.45%,47.70%,0.89%,97.09%,9.85%,39.91%,38.89%,55.43%,-0.43%
"PCLA","NASD","PicoCELA Inc ADR","Communication Services","Telecom Services",97.16,10.11,4.01%,5948144,542.43,10.97,54.59%,53.18%,65.20%,337.66%,11.59%,-31.84%,15.61%,,,,,-0.18%,0.00%,1.32%,39.06%,63.36%,91.54%,-19.63%
"FEIM","NASD","Frequency Electronics Inc","Technology","Communication Equipment",987.82,88.38,42.40%,1544171,299.89,5.15,47.56%,12.85%,14.55%,89.40%,64.14%,157.28%,5.52%,1361.11%,531.90%,69.79%,,2.26%,62.03%,9.84%,35.12%,33.72%,55.67%,6.97%
"HCWC","AMEX","Healthy Choice Wellness Corp","Consumer Defensive","Grocery Stores",9.16,9.88,2.38%,94525,373.00,0.25,41.34%,-3.13%,4.16%,-4.63%,12.46%,-40.28%,11.28%,,,,,,3.24%,4.38%,11.54%,25.56%,-0.08%,0.92%
"XHLD","NASD","TEN Holdings Inc","Communication Services","Broadcasting",150.08,12.53,15.59%,3786440,3703.17,1.02,35.75%,134.21%,927.05%,718.95%,961.86%,152.52%,9.83%,,41.35%,-34.50%,,0.45%,0.65%,7.88%,43.68%,162.66%,417.73%,16.99%
"IRD","NASD","Opus Genetics Inc","Healthcare","Biotechnology",502.50,6.04,-0.49%,4642588,2063.80,2.25,31.30%,60.64%,54.48%,24.79%,200.50%,328.37%,15.60%,-29.71%,-18.70%,-73.80%,29.86%,16.18%,64.69%,16.12%,40.43%,55.45%,60.27%,-1.95%
"ODD","NASD","ODDITY Tech Ltd","Consumer Defensive","Household & Personal Products",843.15,18.28,14.18%,3659723,1241.05,2.95,29.37%,41.71%,66.79%,36.42%,-54.50%,-70.98%,11.50%,-79.92%,-69.86%,-25.14%,-11.63%,3.08%,75.30%,24.32%,29.31%,21.67%,-13.73%,12.63%
"OBIO","NASD","Orchestra BioMed Holdings Inc","Healthcare","Biotechnology",367.84,6.12,5.34%,464444,363.66,1.28,29.11%,38.46%,50.37%,39.73%,47.47%,133.59%,8.05%,-37.00%,25.18%,-89.47%,7.94%,7.57%,46.10%,5.95%,16.57%,36.48%,42.30%,4.26%
"EDRY","NASD","EuroDry Ltd","Industrials","Marine Shipping",192.41,67.12,5.06%,219866,101.98,2.16,28.95%,75.89%,205.93%,244.03%,423.11%,462.14%,9.81%,353.07%,306.52%,56.96%,,8.62%,5.36%,9.07%,31.54%,85.79%,196.96%,5.37%
"SWVL","NASD","Swvl Holdings Corp","Industrials","Railroads",70.90,7.11,-10.39%,673788,1430.78,0.47,28.89%,404.61%,411.87%,356.09%,274.47%,95.54%,23.77%,,-90760.29%,,,30.34%,1.08%,6.20%,101.03%,213.56%,273.12%,-8.43%
"MF","NASD","MindForge Inc","Communication Services","Advertising Agencies",25.25,13.87,12.31%,66601,1300.27,0.05,28.54%,32.10%,189.56%,-69.35%,-72.26%,-79.83%,24.89%,,-300.92%,-32.59%,,20.63%,2.88%,1.01%,-8.78%,35.75%,-50.33%,16.07%
"SEI","NYSE","Solaris Energy Infrastructure Inc","Energy","Oil & Gas Equipment & Services",5162.11,67.42,5.10%,3107319,2959.43,1.05,26.80%,9.09%,-11.34%,26.42%,46.66%,122.51%,5.89%,72.44%,-13.90%,46.92%,91.58%,13.17%,106.86%,27.89%,17.97%,14.39%,12.41%,2.63%
"ASO","NASD","Academy Sports and Outdoors Inc","Consumer Cyclical","Specialty Retail",3409.01,55.36,2.11%,3161119,1658.31,1.91,26.74%,12.43%,5.79%,-0.25%,10.81%,15.29%,5.40%,15.95%,17.10%,2.97%,9.83%,1.37%,118.30%,15.46%,19.99%,17.37%,5.38%,0.82%
