"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"IPST","NASD","IP Strategy Holdings Inc","Financial","Capital Markets",6.96,9.65,-6.40%,1068976,2369.68,0.45,338.62%,302.08%,82.42%,-37.51%,-69.07%,-94.80%,111.33%,,28.41%,56.80%,,4.03%,5.48%,1.43%,129.69%,190.48%,-72.65%,-15.13%
"WETO","NASD","Wetour Robotics Ltd","Technology","Software - Infrastructure",28.04,26.01,-5.50%,370030,2083.74,0.18,216.42%,127.36%,-72.03%,-40.34%,-69.71%,-86.99%,93.07%,,-305.98%,-44.55%,,,0.16%,0.68%,148.32%,-47.18%,-60.15%,3.67%
"USDE","NASD","StableCoinX Inc","Financial","Capital Markets",201.46,7.41,85.25%,95744790,1999.81,47.88,152.90%,325.86%,-32.64%,-41.42%,-37.20%,-45.23%,19.91%,,-2093.88%,,,5.41%,3.61%,1.21%,189.28%,89.22%,-28.67%,47.02%
"MRNA","NASD","Moderna Inc","Healthcare","Biotechnology",57941.10,145.13,8.86%,87018019,11437.66,7.61,129.20%,154.52%,207.09%,191.02%,392.13%,453.51%,17.53%,-17.04%,7.60%,2.11%,27.68%,-2.19%,78.79%,13.62%,99.99%,114.68%,197.84%,9.03%
"VOGX","NASD","Vogenx Inc","Healthcare","Biotechnology",410.85,29.52,24.82%,428014,330.43,1.30,99.73%,,,,127.08%,,20.29%,,,,,,,,53.65%,53.65%,53.65%,23.51%
"AMLX","NASD","Amylyx Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic",4307.62,38.66,-2.52%,4640670,2251.03,2.06,78.73%,119.78%,177.53%,175.95%,220.03%,358.60%,11.19%,0.99%,16.00%,,43.86%,4.33%,96.41%,14.17%,55.28%,90.75%,145.69%,-2.85%
"SCTX","NASD","Scribe Therapeutics Inc","Healthcare","Biotechnology",643.84,34.13,3.96%,179449,260.84,0.69,64.64%,,,,36.52%,,20.96%,,,,,13.15%,25.93%,2.41%,44.57%,45.14%,45.14%,0.68%
"ARCT","NASD","Arcturus Therapeutics Holdings Inc","Healthcare","Biotechnology",382.29,13.45,22.38%,2848109,605.02,4.71,63.43%,132.30%,91.60%,75.36%,119.41%,-23.05%,10.40%,-41.56%,-147.28%,-96.41%,-12.28%,-0.78%,88.05%,27.67%,79.00%,90.19%,82.04%,20.84%
"PURR","NASD","Hyperliquid Strategies Inc","Financial","Capital Markets",2121.96,10.58,4.96%,35439080,14650.87,2.42,58.38%,62.52%,24.76%,146.62%,197.19%,,13.43%,,,,,35.20%,56.20%,14.03%,48.50%,38.52%,77.64%,0.57%
"ADIL","NASD","Adial Pharmaceuticals Inc","Healthcare","Biotechnology",16.32,6.22,5.34%,81587,417.61,0.20,56.16%,131.90%,170.22%,153.67%,13.00%,-33.19%,15.49%,91.32%,-144.05%,,61.90%,-1.05%,19.98%,10.43%,45.69%,85.59%,62.69%,4.45%
"FCUV","NASD","Focus Universal Inc","Technology","Scientific & Technical Instruments",6.12,8.71,-0.80%,53358,3665.33,0.01,54.98%,277.06%,166.23%,-61.05%,-73.12%,-88.36%,24.95%,,66.36%,1811.04%,,-19.94%,4.75%,3.50%,29.67%,91.08%,-73.98%,4.94%
"PFSA","NASD","Profusa Inc","Healthcare","Medical Devices",3.30,5.46,-27.87%,629999,1033.42,0.61,51.70%,-22.44%,-85.25%,-96.21%,-99.31%,-99.84%,90.10%,,98.72%,,,4.89%,13.77%,11.51%,-7.61%,-44.99%,-98.46%,-17.89%
"MRVI","NASD","Maravai LifeSciences Holdings Inc","Healthcare","Biotechnology",2243.58,8.64,4.22%,9390326,3174.26,2.96,51.58%,22.55%,92.86%,178.71%,165.85%,261.51%,8.12%,64.63%,69.44%,8.53%,44.37%,2.44%,81.44%,7.68%,33.02%,38.06%,102.65%,4.35%
"ASST","NASD","Strive Inc","Financial","Asset Management",1556.75,18.22,12.96%,14761378,4201.38,3.51,47.95%,50.70%,-1.67%,123.56%,23.44%,-77.94%,8.41%,75.55%,-10.31%,-19.20%,,31.76%,53.94%,29.71%,41.70%,40.92%,22.69%,3.17%
"NAKA","NASD","Nakamoto Inc","Financial","Capital Markets",126.34,7.06,12.06%,449733,292.14,1.54,43.20%,42.05%,6.58%,-27.25%,-49.73%,-98.34%,10.16%,29.17%,53.04%,8680.08%,,39.21%,14.46%,11.05%,38.01%,55.06%,-34.92%,6.33%
"TEM","NASD","Tempus AI Inc","Healthcare","Health Information Services",13115.81,72.69,9.06%,15879995,6394.55,2.48,39.52%,57.99%,56.36%,24.53%,23.10%,-5.24%,7.43%,65.57%,112.51%,21.56%,,-2.02%,55.83%,31.00%,41.58%,38.04%,28.03%,10.81%
"AMCI","NASD","AMC Robotics Corp","Technology","Computer Hardware",146.90,6.50,32.65%,220081,142.17,1.55,36.55%,25.48%,17.12%,11.88%,-17.83%,-45.71%,10.75%,,-439.13%,,,8.61%,2.38%,0.31%,33.07%,33.41%,4.19%,31.31%
"XXI","NYSE","Twenty One Capital Inc","Consumer Defensive","Education & Training Services",4228.09,6.49,4.85%,2961520,1490.02,1.99,35.77%,40.78%,-15.05%,5.53%,-25.91%,-73.56%,7.10%,,-1640.02%,,,2.42%,6.77%,2.06%,35.34%,26.28%,-17.96%,1.09%
"WEAV","NYSE","Weave Communications Inc","Healthcare","Health Information Services",583.19,7.29,0.00%,4424603,2104.58,2.10,33.52%,22.32%,29.95%,34.50%,-3.95%,-4.46%,2.27%,110.00%,53.44%,15.52%,62.77%,-7.63%,86.00%,7.33%,14.98%,15.89%,21.70%,-0.14%
"TNON","NASD","Tenon Medical Inc","Healthcare","Medical Devices",4.56,6.83,-3.39%,548806,1216.93,0.45,32.36%,-0.99%,-72.70%,-75.88%,-79.49%,-86.90%,31.83%,60.08%,3.29%,126.77%,43.91%,,4.15%,1.16%,6.03%,-31.29%,-73.27%,-5.14%
"PSNL","NASD","Personalis Inc","Healthcare","Diagnostics & Research",1962.98,18.38,8.89%,7994050,4094.51,1.95,30.91%,50.41%,122.79%,121.98%,130.90%,294.42%,5.23%,-17.93%,-32.61%,29.96%,10.38%,1.65%,60.77%,12.11%,32.22%,39.29%,94.96%,10.36%
"XHLD","NASD","TEN Holdings Inc","Communication Services","Broadcasting",91.75,7.66,2.00%,1924885,3031.60,0.63,30.27%,266.51%,455.07%,345.35%,549.15%,60.23%,21.44%,,41.35%,-34.50%,,0.17%,0.65%,0.49%,106.66%,202.72%,277.31%,0.79%
"FDMT","NASD","4D Molecular Therapeutics Inc","Healthcare","Biotechnology",874.51,15.83,-1.68%,918663,944.13,0.97,29.86%,52.50%,82.16%,75.50%,111.07%,131.09%,12.52%,-70.89%,-6.20%,25106.67%,-16.99%,-1.88%,99.58%,22.50%,32.86%,37.48%,60.07%,-3.00%
"MSTR","NASD","Strategy Inc","Technology","Software - Application",45818.89,119.25,6.10%,45278740,21391.72,2.12,28.17%,27.36%,-27.66%,-9.00%,-21.52%,-64.68%,6.72%,-17.70%,-175.02%,6.88%,,3.47%,56.19%,8.93%,20.98%,19.51%,-17.16%,-0.36%
"RCEL","NASD","AVITA Medical Inc","Healthcare","Medical Devices",249.89,10.06,-0.30%,301327,449.39,0.67,28.15%,118.22%,124.55%,110.02%,191.59%,111.79%,12.24%,45.64%,33.76%,17.83%,,-1.74%,19.95%,10.72%,46.91%,86.98%,127.37%,-2.33%
"ODTX","NASD","Odyssey Therapeutics Inc","Healthcare","Biotechnology",1268.26,26.39,6.97%,181273,284.56,0.64,27.30%,49.35%,48.76%,,31.95%,,7.47%,-13.11%,-41.16%,-100.00%,2.33%,19.26%,30.18%,11.11%,26.20%,39.38%,43.56%,5.94%
"AEHL","NASD","Antelope Enterprise Holdings Ltd","Industrials","Building Products & Equipment",24.27,6.28,-1.10%,322039,304.70,1.06,27.13%,-45.23%,-80.08%,-86.92%,-96.30%,-98.02%,32.38%,,,,,,0.97%,,-1.73%,-45.28%,-91.13%,-5.85%
