"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"AEMD","NASD","Aethlon Medical Inc","Healthcare","Medical Devices",10.86,6.78,374.13%,92212247,1060.31,86.97,334.62%,134.60%,-29.01%,-39.46%,-51.05%,-82.02%,7.13%,87.76%,90.52%,,76.48%,2.32%,3.31%,29.22%,203.42%,145.98%,-26.67%,-20.05%
"VEEA","NASD","Veea Inc","Technology","Information Technology Services",16.58,5.33,-12.62%,14288274,4022.04,3.55,221.08%,91.86%,-21.64%,-61.65%,-58.19%,-50.28%,36.48%,,-165.89%,1135.60%,,,3.35%,42.21%,105.86%,77.28%,-39.10%,-32.10%
"FTFT","NASD","Future FinTech Group Inc","Technology","Software - Application",50.52,6.26,-10.64%,1465454,5109.58,0.29,205.12%,93.61%,-47.06%,-69.93%,-87.33%,-95.37%,68.16%,,-113.00%,-44.92%,,,0.08%,3.59%,101.65%,56.79%,-73.27%,-3.02%
"VNCE","NASD","Vince Holding Corp","Consumer Cyclical","Apparel Manufacturing",127.11,9.82,13.92%,744799,226.01,3.30,95.23%,63.12%,37.92%,344.34%,140.69%,285.10%,20.50%,190.91%,-13.67%,11.67%,,12.07%,14.32%,1.54%,44.25%,50.74%,120.55%,12.36%
"DAIC","NASD","CID Holdco Inc","Technology","Information Technology Services",10.39,5.30,163.68%,108369170,5999.54,18.06,90.65%,729.42%,194.44%,-8.62%,-52.76%,-93.60%,17.51%,,58.44%,,,28.78%,4.45%,33.91%,72.43%,189.98%,-31.45%,28.64%
"AEHL","NASD","Antelope Enterprise Holdings Ltd","Industrials","Building Products & Equipment",48.52,12.29,33.30%,5597403,1653.91,3.38,61.07%,115.99%,-24.69%,-54.28%,-92.77%,-96.71%,41.96%,,,,,4.47%,0.28%,30.50%,80.85%,53.46%,-77.94%,0.57%
"SDGR","NASD","Schrodinger Inc","Healthcare","Health Information Services",2262.12,30.24,26.37%,8950520,1236.59,7.24,60.85%,71.14%,94.72%,152.42%,69.13%,58.91%,8.20%,-13.66%,113.42%,7.54%,13.73%,-0.52%,84.30%,17.52%,45.78%,66.23%,97.68%,25.53%
"ACVA","NYSE","ACV Auctions Inc","Consumer Cyclical","Auto & Truck Dealerships",1779.59,10.48,0.58%,23226932,6263.37,3.71,45.15%,37.35%,70.68%,125.86%,30.67%,2.24%,1.36%,17.88%,-12.38%,10.45%,47.70%,0.94%,97.09%,9.85%,31.36%,35.23%,55.14%,0.19%
"ELMT","NASD","Elmet Group Co","Industrials","Aerospace & Defense",669.20,21.97,10.74%,1354340,662.63,2.04,38.00%,22.19%,17.99%,,22.06%,,12.95%,39.68%,,,22.21%,372.74%,37.90%,13.16%,24.06%,33.60%,30.64%,7.28%
"TEM","NASD","Tempus AI Inc","Healthcare","Health Information Services",14499.74,80.36,14.85%,16827970,6304.98,2.67,36.81%,62.80%,64.71%,65.04%,36.09%,-7.04%,6.65%,64.68%,112.51%,21.56%,,4.52%,56.00%,27.35%,21.88%,41.63%,43.16%,10.54%
