"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"BLKB","NASD","Blackbaud Inc","Technology","Software - Application",1942.70,42.80,6.79%,920035,826.70,1.11,30.85%,42.19%,15.15%,-19.71%,-32.41%,-36.52%,9.80%,17.87%,46.30%,3.30%,,0.83%,80.64%,13.73%,29.81%,40.50%,-6.89%
"VRRM","NASD","Verra Mobility Corp","Technology","Information Technology Services",803.59,5.29,2.92%,5220429,7416.21,0.70,30.62%,25.36%,-64.33%,-73.00%,-76.39%,-79.06%,7.90%,-7.02%,-12.78%,0.14%,-5.65%,-1.31%,103.95%,7.31%,22.04%,3.68%,-66.02%
"FORR","NASD","Forrester Research Inc","Industrials","Consulting Services",223.23,11.50,18.07%,233727,126.98,1.84,29.65%,25.14%,82.83%,44.84%,41.63%,18.07%,6.36%,-33.19%,281.88%,-10.23%,,8.76%,60.02%,5.55%,16.51%,38.59%,57.66%
"CBZ","NYSE","Cbiz Inc","Industrials","Specialty Business Services",2954.97,55.08,-0.31%,1725925,1072.12,1.61,29.20%,60.72%,80.59%,42.81%,9.18%,-9.88%,3.29%,13.48%,-53.27%,-0.19%,,-5.62%,92.63%,7.84%,29.09%,50.10%,39.98%
"NEOG","NASD","Neogen Corp","Healthcare","Medical Devices",2620.78,12.04,4.42%,3797907,2211.20,1.72,28.09%,29.32%,28.09%,17.92%,72.25%,158.92%,6.43%,-8.33%,98.16%,-0.07%,12.86%,5.89%,112.13%,5.00%,21.79%,27.84%,38.81%
"ARXS","NASD","Arxis Inc","Industrials","Aerospace & Defense",22281.18,54.30,10.86%,1490993,1020.58,1.46,28.07%,16.65%,55.14%,,42.89%,,7.18%,32.45%,,,44.39%,4.68%,0.01%,4.38%,24.52%,27.32%,34.22%
"AXTI","NASD","AXT Inc","Technology","Semiconductor Equipment & Materials",3953.52,60.43,28.74%,29521000,9552.26,3.09,27.95%,-7.07%,-23.72%,268.93%,269.60%,2805.29%,15.28%,308.78%,208.68%,164.77%,,5.36%,64.95%,17.58%,15.34%,-22.05%,29.27%
"PCOR","NYSE","Procore Technologies Inc","Technology","Software - Application",8264.25,54.77,1.82%,5342439,3078.86,1.74,27.88%,29.97%,-3.20%,-3.56%,-24.70%,-23.54%,6.33%,23.18%,178.64%,15.83%,28.85%,6.93%,91.52%,11.48%,20.11%,21.58%,-6.82%
"AMBA","NASD","Ambarella Inc","Technology","Semiconductor Equipment & Materials",3772.66,86.00,16.08%,9157441,1675.63,5.47,26.36%,-2.65%,25.00%,30.50%,21.40%,30.13%,9.44%,27.45%,27.99%,16.87%,33.08%,-4.34%,84.16%,9.42%,20.12%,17.92%,22.03%
"MANH","NASD","Manhattan Associates Inc","Technology","Software - Application",11321.73,191.36,0.20%,799012,702.41,1.14,26.17%,30.70%,38.78%,22.85%,10.41%,-12.88%,6.81%,8.63%,-8.57%,9.31%,11.91%,3.90%,111.48%,4.92%,17.23%,27.37%,22.95%
"AGEN","NASD","Agenus Inc","Healthcare","Biotechnology",335.64,7.50,-5.18%,1571499,4060.00,0.39,25.42%,119.94%,91.82%,150.84%,138.85%,35.87%,11.14%,144.74%,198.88%,40.18%,45.06%,6.50%,32.20%,18.04%,41.52%,85.65%,98.55%
"CLW","NYSE","Clearwater Paper Corp","Basic Materials","Paper & Paper Products",339.16,21.03,-0.57%,203174,210.39,0.97,25.03%,33.02%,53.39%,22.41%,20.86%,-6.78%,9.19%,-2160.00%,-701.35%,-4.34%,,-5.77%,79.91%,5.12%,24.60%,28.42%,27.51%
"ALOY","NASD","REalloys Inc","Basic Materials","Other Industrial Metals & Mining",603.90,8.78,-0.40%,4294748,2609.10,1.65,24.98%,-41.43%,1.04%,-24.57%,8.46%,17.85%,12.90%,-86.67%,-746.70%,20.26%,,58.11%,4.54%,10.27%,-9.80%,-26.87%,-19.06%
"QUAD","NYSE","Quad/Graphics Inc","Industrials","Specialty Business Services",535.07,10.39,5.16%,644382,211.81,3.04,24.58%,21.38%,39.65%,71.74%,65.71%,94.93%,6.03%,26.24%,3623.81%,0.98%,,-1.92%,40.71%,5.28%,20.34%,28.84%,51.28%
"TRAX","NASD","First Tracks Biotherapeutics Inc","Healthcare","Biotechnology",,44.04,-7.83%,869752,719.54,1.21,23.99%,136.90%,89.26%,,120.20%,,11.13%,,,,,26.77%,,,23.95%,79.95%,92.67%
"ITGR","NYSE","Integer Holdings Corp","Healthcare","Medical Devices",4115.67,121.21,20.18%,2608177,498.01,5.24,22.91%,28.17%,36.94%,40.18%,54.55%,11.70%,2.44%,-4.93%,172.16%,1.13%,4.36%,7.63%,115.63%,12.99%,24.37%,29.22%,42.57%
"EXLS","NASD","ExlService Holdings Inc","Technology","Information Technology Services",5144.22,33.93,-1.25%,3688235,2705.90,1.36,22.62%,26.65%,6.43%,-12.10%,-20.05%,-21.87%,7.04%,17.37%,4.92%,15.61%,15.25%,-5.08%,100.57%,8.20%,17.45%,19.33%,-0.16%
"AGPU","NASD","Axe Compute Inc","Technology","Software - Infrastructure",96.32,8.38,-1.41%,201584,433.25,0.47,22.34%,16.07%,41.79%,233.86%,17.20%,-29.19%,14.47%,,93.37%,-67.99%,,10.89%,2.96%,6.45%,12.10%,16.69%,48.87%
"MCS","NYSE","Marcus Corp","Communication Services","Entertainment",873.87,29.10,-1.99%,541711,226.76,2.39,22.17%,25.43%,65.15%,93.10%,87.62%,77.76%,4.55%,68.29%,119.11%,12.47%,30.44%,-0.25%,64.99%,2.94%,22.80%,30.38%,64.56%
"PRCH","NASD","Porch Group Inc","Financial","Insurance - Property & Casualty",1640.36,14.45,0.77%,4980311,1911.21,2.61,22.04%,-9.57%,50.05%,80.62%,58.27%,14.50%,7.84%,71.43%,136.73%,18.10%,,-1.70%,73.34%,18.08%,6.64%,17.88%,42.54%
"CTSH","NASD","Cognizant Technology Solutions Corp","Technology","Information Technology Services",24932.09,55.35,2.70%,8053293,10839.64,0.74,21.78%,34.77%,4.63%,-32.87%,-33.31%,-22.87%,6.30%,8.71%,4.10%,4.50%,9.58%,3.38%,106.03%,12.11%,20.87%,16.35%,-13.59%
"MSFT","NASD","Microsoft Corp","Technology","Software - Infrastructure",3450799.47,464.72,3.02%,60655459,39851.40,1.52,21.75%,20.93%,13.96%,7.20%,-3.91%,-12.89%,3.08%,13.53%,31.65%,17.75%,17.71%,-1.84%,74.85%,1.26%,17.10%,16.35%,7.18%
"CHEF","NASD","Chefs' Warehouse Inc","Consumer Defensive","Food Distribution",4705.83,115.35,2.79%,1118179,542.42,2.06,21.60%,20.96%,48.65%,83.21%,85.06%,68.25%,6.71%,30.79%,55.46%,12.92%,22.23%,0.59%,98.42%,13.43%,16.59%,26.20%,62.25%
"TAL","NYSE","TAL Education Group ADR","Consumer Defensive","Education & Training Services",5074.75,12.50,1.30%,7541783,3808.23,1.98,21.36%,25.00%,12.41%,-1.57%,14.57%,14.26%,4.49%,23.26%,3769.17%,32.35%,12.38%,-9.65%,61.36%,4.63%,18.74%,25.60%,13.83%
"ASAN","NYSE","Asana Inc","Technology","Software - Application",1917.84,8.32,4.65%,5703306,6423.23,0.89,21.28%,13.82%,31.65%,-20.08%,-39.31%,-43.32%,8.38%,38.07%,64.50%,9.52%,28.76%,25.13%,45.82%,39.51%,10.55%,13.10%,-11.06%
"PGY","NASD","Pagaya Technologies Ltd","Technology","Software - Infrastructure",1597.96,19.27,9.24%,7152509,3839.40,1.86,21.27%,2.66%,38.73%,-4.37%,-7.80%,-35.87%,7.41%,81.60%,147.94%,15.08%,44.40%,-9.24%,43.77%,18.80%,10.52%,19.72%,7.24%
"GCT","NASD","GigaCloud Technology Inc","Technology","Software - Infrastructure",1609.08,43.74,3.62%,646351,738.47,0.88,21.20%,32.07%,-1.69%,7.50%,11.35%,96.41%,6.03%,14.28%,53.30%,32.21%,,9.83%,58.83%,17.25%,16.92%,23.35%,15.04%
"GDYN","NASD","Grid Dynamics Holdings Inc","Technology","Information Technology Services",576.18,6.89,-2.41%,4453915,2452.92,1.82,21.09%,10.42%,21.09%,-15.67%,-23.70%,-27.40%,7.68%,10.00%,-43.61%,6.99%,12.37%,-7.95%,81.52%,7.89%,14.77%,10.34%,-4.73%
"OMER","NASD","Omeros Corp","Healthcare","Biotechnology",856.93,11.84,-0.75%,1303692,1845.64,0.71,20.94%,25.82%,-18.90%,-0.92%,-31.06%,205.94%,6.67%,18.67%,235.26%,,,-3.91%,44.05%,21.62%,13.64%,14.55%,7.86%
"GRMN","NYSE","Garmin Ltd","Technology","Scientific & Technical Instruments",56656.22,293.78,-1.27%,1157760,900.25,1.29,20.88%,23.62%,16.98%,43.55%,44.83%,34.29%,6.06%,16.92%,35.16%,11.44%,13.22%,-0.28%,58.27%,2.39%,16.59%,20.91%,28.10%
"BDC","NYSE","Belden Inc","Technology","Communication Equipment",4831.01,124.05,5.93%,745722,594.28,1.25,20.72%,6.15%,10.29%,3.60%,6.44%,0.32%,4.34%,14.64%,14.40%,11.63%,13.33%,-0.13%,104.55%,7.79%,17.06%,12.75%,4.71%
"PPHC","NASD","Public Policy Holding Company Inc","Industrials","Consulting Services",318.44,10.85,2.55%,145441,114.55,1.27,20.69%,34.28%,-22.61%,-11.43%,-10.99%,,9.36%,-13.02%,,,-0.87%,81.48%,28.43%,0.96%,20.56%,15.20%,-5.92%
"AVTR","NYSE","Avantor Inc","Healthcare","Medical Instruments & Supplies",9320.22,13.78,-0.58%,12415868,10594.87,1.17,20.45%,37.66%,70.12%,27.47%,20.24%,2.53%,5.41%,-9.78%,-40.67%,0.53%,2.12%,-0.97%,99.92%,8.46%,20.77%,35.49%,34.68%
"CORT","NASD","Corcept Therapeutics Inc","Healthcare","Biotechnology",12376.18,114.49,-3.24%,1841039,1208.23,1.52,20.06%,29.40%,146.11%,156.65%,228.99%,70.45%,6.76%,146.95%,23.91%,31.74%,93.69%,3.23%,74.10%,9.97%,21.08%,36.72%,85.24%
