"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"DFNS","NASD","T3 Defense Inc","Industrials","Aerospace & Defense",27.97,27.68,-67.43%,4238143,2816.12,1.50,536.32%,39.80%,-51.86%,-90.81%,-94.51%,-96.30%,86.79%,,-105.31%,,,,1.96%,15.36%,56.55%,1.02%,-91.22%
"FCUV","NASD","Focus Universal Inc","Technology","Scientific & Technical Instruments",8.14,11.60,517.02%,98928831,1883.73,52.52,406.55%,183.62%,135.77%,-61.33%,-64.20%,-88.63%,10.73%,,11.93%,-74.78%,,-2.10%,0.65%,4.48%,284.17%,260.43%,-74.39%
"PN","NASD","PN Smart Energy Ltd","Technology","Solar",247.16,17.27,-27.04%,745165,2021.84,0.37,116.42%,342.82%,670.98%,54.20%,18.97%,-75.91%,40.58%,,-2920.83%,43.12%,,-32.10%,0.01%,4.49%,139.03%,235.99%,79.73%
"MF","NASD","MindForge Inc","Communication Services","Advertising Agencies",18.30,9.15,2.12%,143913,1317.59,0.11,74.95%,82.63%,-65.14%,-82.06%,-81.70%,-87.98%,26.60%,,-300.92%,-32.59%,,-5.21%,0.04%,3.69%,62.59%,70.12%,-72.91%
"BHC","NYSE","Bausch Health Companies Inc","Healthcare","Drug Manufacturers - Specialty & Generic",2573.28,6.89,14.26%,22268545,2496.98,8.92,55.53%,44.44%,20.45%,23.26%,-0.86%,16.98%,6.97%,15.36%,72.02%,12.73%,-7.22%,-1.24%,67.79%,2.23%,40.96%,37.40%,17.93%
"GFUZ","NASD","General Fusion Group Ltd","Industrials","Specialty Industrial Machinery",612.00,10.09,7.57%,352502,510.44,0.69,49.93%,-1.56%,-2.70%,-7.69%,-0.59%,,16.49%,,-2300550.00%,,,0.00%,62.25%,1.05%,11.33%,2.21%,-1.56%
"RYOJ","NASD","rYojbaba Co Ltd","Industrials","Consulting Services",64.91,5.62,19.57%,156659,1186.75,0.13,45.97%,83.36%,66.27%,91.16%,84.26%,,19.00%,,-133.33%,-34.27%,,-62.80%,0.04%,2.86%,36.29%,65.18%,77.64%
"FBRX","NASD","Forte Biosciences Inc","Healthcare","Biotechnology",1568.68,76.60,-0.49%,794042,964.22,0.82,39.83%,259.29%,187.32%,162.15%,180.89%,667.54%,2.43%,18.59%,9.65%,,6.38%,15.40%,64.30%,11.55%,49.94%,140.71%,190.04%
"MKTX","NASD","MarketAxess Holdings Inc","Financial","Capital Markets",5711.80,162.30,-0.28%,5189041,814.60,6.37,39.09%,41.76%,3.25%,-3.74%,-10.46%,-21.02%,2.55%,7.05%,1.17%,-2.62%,9.07%,4.68%,109.26%,5.97%,34.29%,33.87%,2.88%
"EFOR","NYSE","Everforth Inc","Technology","Information Technology Services",1166.04,28.44,3.16%,1661558,1150.24,1.44,38.06%,61.96%,34.79%,-42.72%,-40.96%,-43.28%,9.09%,-20.06%,-48.00%,-1.33%,6.30%,-2.95%,105.24%,10.56%,41.80%,43.17%,-20.89%
"HURN","NASD","Huron Consulting Group Inc","Industrials","Consulting Services",2414.67,151.77,-7.32%,871352,318.75,2.73,35.15%,57.47%,16.15%,-9.02%,-12.23%,14.91%,10.74%,17.47%,74.33%,15.37%,9.29%,-6.18%,109.66%,4.34%,28.29%,39.09%,8.52%
"FATN","NASD","Fatpipe Inc","Technology","Software - Infrastructure",85.27,6.08,18.75%,359185,351.92,1.02,34.81%,-0.98%,100.00%,251.45%,200.99%,-7.15%,10.32%,-13.33%,62.31%,27.84%,,-4.20%,4.02%,1.14%,21.15%,9.45%,84.05%
"SPRC","NASD","SciSparc Ltd","Healthcare","Biotechnology",4.08,7.12,-18.16%,108833,914.30,0.12,33.58%,38.25%,-18.81%,0.14%,-41.83%,-86.17%,32.14%,,,,,-3.89%,0.55%,1.79%,29.43%,6.49%,-34.69%
"SMTI","NASD","Sanara MedTech Inc","Healthcare","Medical Instruments & Supplies",310.29,33.86,-0.59%,576544,116.05,4.97,32.47%,39.51%,78.30%,60.78%,45.01%,40.09%,5.95%,440.00%,112.41%,18.62%,,-13.11%,16.18%,7.78%,29.52%,40.75%,51.04%
