"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Change from Open"
"WETO","NASD","Wetour Robotics Ltd","Technology","Software - Infrastructure",26.50,24.59,199.15%,33025288,1306.59,25.28,396.77%,-64.39%,-55.69%,-48.01%,-71.36%,-87.19%,26.85%,,-305.98%,-44.55%,,,0.16%,0.68%,125.88%,-55.98%,-63.46%,142.03%
"BANL","NASD","CBL International Ltd","Energy","Oil & Gas Midstream",21.89,10.35,-5.31%,78189,101.75,0.77,168.83%,122.70%,83.61%,156.82%,78.91%,19.70%,41.26%,,4.13%,-8.42%,,,0.76%,3.51%,94.67%,101.03%,76.48%,10.70%
"BOXL","NASD","Boxlight Corp","Technology","Consumer Electronics",4.82,7.22,3.88%,365229,1712.07,0.21,143.10%,102.81%,41.25%,-9.52%,-29.22%,-89.22%,40.63%,,100.61%,-15.99%,,16.60%,2.02%,4.72%,80.50%,71.82%,-39.97%,0.14%
"XHLD","NASD","TEN Holdings Inc","Communication Services","Broadcasting",88.16,7.36,25.17%,1552910,2967.84,0.52,136.66%,248.82%,449.25%,234.55%,523.73%,48.15%,40.65%,,41.35%,-34.50%,,0.17%,0.65%,0.66%,178.83%,260.37%,271.08%,22.87%
"QMCO","NASD","Quantum Corp","Technology","Computer Hardware",982.10,24.92,-4.56%,2090121,1576.91,1.33,111.54%,134.43%,198.44%,331.14%,286.36%,230.07%,18.24%,117.29%,-277.09%,25.69%,,1.94%,34.07%,9.81%,73.97%,92.93%,187.59%,0.36%
"FGI","NASD","FGI Industries Ltd","Consumer Cyclical","Furnishings, Fixtures & Appliances",17.53,9.08,-9.11%,646779,1719.08,0.38,96.11%,110.19%,98.25%,61.57%,59.30%,150.14%,49.35%,80.49%,200.53%,2.86%,,1.00%,0.84%,4.10%,70.99%,81.94%,63.69%,-10.98%
"CAPR","NASD","Capricor Therapeutics Inc","Healthcare","Biotechnology",431.44,7.45,12.03%,19112184,4195.78,4.56,93.51%,-61.68%,-74.12%,-66.82%,-74.19%,-6.41%,13.40%,33.63%,-24.04%,,50.75%,10.53%,69.93%,30.56%,-12.45%,-59.19%,-67.87%,8.44%
"EROC","NYSE","ERock Inc","Industrials","Specialty Industrial Machinery",3817.56,17.40,4.07%,5015129,2666.18,1.88,65.56%,60.96%,,,-13.43%,,11.07%,,,,,9.15%,15.01%,19.78%,46.23%,30.05%,30.05%,1.46%
"ARX","NYSE","Accelerant Holdings","Financial","Insurance Brokers",4131.52,19.54,-0.20%,5522791,3396.26,1.63,62.29%,44.53%,26.55%,83.13%,19.51%,-31.03%,4.16%,-11.68%,795.50%,124.92%,9.21%,7.73%,29.75%,10.71%,40.68%,44.55%,43.69%,-0.15%
"FIEE","NASD","FiEE Inc","Technology","Communication Equipment",48.01,5.63,12.60%,3755008,341.75,10.99,54.67%,58.72%,-13.12%,-15.59%,75.39%,98.94%,17.17%,,212.65%,10624.65%,,42.06%,0.01%,77.80%,58.42%,46.61%,18.85%,-3.76%
"NIQ","NYSE","NIQ Global Intelligence plc","Technology","Software - Application",5087.99,17.25,-1.15%,1595159,1682.30,0.95,47.69%,56.82%,110.37%,60.17%,4.61%,-3.85%,8.34%,369.54%,-116.32%,8.01%,84.61%,1.06%,19.90%,11.08%,35.51%,60.82%,39.76%,-0.46%
"NBIS","NASD","Nebius Group NV","Technology","Software - Infrastructure",73088.28,268.85,-3.18%,19633393,20847.41,0.94,46.03%,51.29%,22.24%,174.31%,221.19%,275.38%,10.32%,-7.25%,-127.74%,454.04%,,31.66%,68.43%,29.79%,27.97%,20.87%,82.65%,-2.87%
"SHAZ","NASD","SharonAI Holdings Inc","Technology","Information Technology Services",2753.28,76.90,0.57%,2860490,1669.48,1.71,45.92%,20.84%,42.59%,3947.37%,3947.37%,53.80%,10.45%,-248.07%,-1144.50%,,31.26%,20.22%,49.70%,8.84%,29.52%,12.47%,-89.98%,2.51%
"SNDK","NASD","Sandisk Corp","Technology","Computer Hardware",264614.20,1786.85,8.88%,17680877,13676.83,1.29,44.34%,31.89%,26.94%,185.18%,652.74%,3911.79%,8.43%,197.18%,28017.46%,371.59%,54.03%,-0.62%,84.03%,4.67%,30.11%,7.89%,96.08%,5.06%
"HTFL","NASD","Heartflow Inc","Healthcare","Health Information Services",3646.84,41.94,-0.33%,4100710,1607.39,2.55,42.90%,68.57%,48.12%,103.00%,43.88%,34.55%,8.77%,74.31%,-65.19%,47.57%,,26.28%,82.46%,10.67%,48.08%,43.40%,45.26%,1.72%
"ETON","NASD","Eton Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic",1764.43,61.73,4.88%,1284132,502.03,2.56,41.36%,45.86%,104.00%,261.63%,265.05%,262.27%,7.28%,260.41%,467.43%,98.59%,114.21%,8.78%,73.14%,5.07%,33.84%,56.35%,144.84%,4.36%
