"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"CTSH","NASD","Cognizant Technology Solutions Corp","Technology","Information Technology Services",26522.47,55.97,11.25%,18226487,10608.46,1.72,29.62%,44.48%,1.54%,-33.88%,-32.57%,-25.28%,4.20%,8.02%,3.61%,5.83%,9.20%,3.38%,106.13%,12.11%,25.82%,18.00%,-12.78%
"KNSA","NASD","Kiniksa Pharmaceuticals International Plc","Healthcare","Drug Manufacturers - Specialty & Generic",6225.83,80.92,1.86%,1380106,768.42,1.80,29.60%,29.66%,50.27%,81.27%,96.17%,166.45%,6.54%,85.80%,31.12%,55.36%,56.84%,3.45%,59.42%,10.41%,24.58%,39.78%,70.05%
"NVEC","NASD","NVE Corp","Technology","Semiconductors",543.02,112.26,-3.73%,258346,234.14,1.10,29.51%,13.85%,41.92%,51.74%,89.21%,74.75%,14.02%,,78.57%,80.75%,,-1.19%,87.13%,10.04%,14.10%,12.36%,44.62%
"VRRM","NASD","Verra Mobility Corp","Technology","Information Technology Services",774.72,5.10,22.01%,26060839,6908.90,3.77,27.50%,16.17%,-66.60%,-74.54%,-77.24%,-79.56%,4.30%,-7.02%,-12.78%,0.14%,-5.65%,-1.31%,104.02%,7.31%,20.30%,-6.02%,-67.63%
"APPN","NASD","Appian Corp","Technology","Software - Infrastructure",2109.88,28.74,5.08%,1190109,961.34,1.24,26.94%,27.85%,31.90%,-3.85%,-18.86%,-0.83%,8.16%,61.55%,-30.19%,21.48%,36.75%,-0.71%,50.87%,16.30%,14.42%,21.48%,2.53%
"WDAY","NASD","Workday Inc","Technology","Software - Application",41498.47,168.01,5.21%,7226797,5088.24,1.42,26.88%,35.95%,38.64%,-10.91%,-21.78%,-29.89%,6.54%,16.64%,246.94%,14.29%,16.82%,1.74%,82.17%,13.76%,18.38%,24.43%,1.00%
"PAY","NYSE","Paymentus Holdings Inc","Technology","Software - Infrastructure",4616.48,36.70,7.50%,1361601,1025.80,1.33,26.33%,52.85%,31.07%,24.66%,16.18%,30.10%,5.29%,25.11%,50.65%,30.23%,25.14%,0.89%,43.48%,6.91%,24.92%,46.16%,31.62%
"WIX","NASD","Wix.com Ltd","Technology","Software - Infrastructure",2562.03,61.22,4.56%,1873670,1789.63,1.05,25.81%,32.74%,-21.05%,-30.40%,-41.07%,-58.76%,6.22%,-33.21%,-282.33%,14.26%,8.34%,5.61%,,21.80%,17.96%,21.56%,-26.65%
"LAD","NYSE","Lithia Motors Inc","Consumer Cyclical","Auto & Truck Dealerships",9749.03,427.48,19.30%,1716285,298.32,5.75,25.75%,46.72%,54.19%,30.66%,28.63%,47.52%,3.64%,3.07%,-45.93%,1.01%,10.62%,4.01%,110.09%,11.53%,29.72%,39.20%,41.40%
"IT","NYSE","Gartner Inc","Technology","Information Technology Services",11090.58,165.65,6.29%,1431625,1593.48,0.90,25.40%,24.75%,10.35%,-28.60%,-34.34%,-52.73%,4.78%,3.95%,17.20%,-1.51%,10.32%,3.26%,117.62%,17.61%,18.80%,13.70%,-10.46%
"DXC","NYSE","DXC Technology Co","Technology","Information Technology Services",1907.68,11.77,8.28%,6164270,5556.93,1.11,25.08%,32.84%,2.08%,-19.77%,-19.66%,-16.70%,4.86%,-20.67%,-158.64%,-1.23%,3.22%,1.11%,107.91%,20.17%,20.59%,26.02%,-3.59%
"SAP","NYSE","Sap SE ADR","Technology","Software - Application",214669.66,185.99,3.81%,5960474,3202.33,1.86,25.04%,20.07%,7.21%,-20.50%,-23.43%,-35.32%,4.32%,10.35%,33.40%,12.24%,14.77%,-3.05%,7.60%,0.83%,15.73%,11.82%,-8.76%
"GWRE","NYSE","Guidewire Software Inc","Technology","Software - Application",13925.45,167.26,4.93%,1656037,1648.21,1.00,24.85%,38.38%,20.62%,4.35%,-16.79%,-25.52%,6.11%,31.06%,-63.85%,26.93%,24.46%,-0.26%,105.88%,6.17%,17.98%,24.19%,1.61%
"IQV","NYSE","IQVIA Holdings Inc","Healthcare","Diagnostics & Research",41317.76,247.56,1.90%,2241557,1677.14,1.34,24.70%,28.08%,55.72%,2.70%,9.83%,27.25%,4.02%,8.47%,-0.38%,8.79%,10.38%,-1.30%,100.62%,3.18%,17.69%,29.33%,25.60%
"GLOB","NYSE","Globant SA","Technology","Information Technology Services",1647.30,38.15,8.66%,2230293,2011.84,1.11,24.39%,26.83%,-7.00%,-44.83%,-41.64%,-58.00%,5.95%,1.09%,25.81%,-0.65%,4.84%,-8.79%,103.96%,22.38%,19.22%,9.95%,-24.45%
"BSY","NASD","Bentley Systems Inc","Technology","Software - Application",11228.32,36.96,3.12%,4858570,3028.60,1.60,24.28%,24.36%,14.36%,-0.54%,-3.16%,-37.05%,5.29%,13.89%,7.46%,14.48%,11.69%,6.95%,51.05%,10.90%,14.64%,16.08%,-0.71%
"IMAX","NYSE","Imax Corp","Communication Services","Entertainment",2668.61,48.66,2.90%,2164314,1279.96,1.69,23.82%,20.24%,31.62%,40.03%,31.66%,87.23%,6.27%,22.34%,33.48%,12.17%,16.37%,1.49%,96.97%,14.73%,20.36%,20.60%,30.58%
"ASAN","NYSE","Asana Inc","Technology","Software - Application",1961.64,8.51,3.91%,5784738,6325.51,0.91,23.69%,21.57%,34.44%,-23.68%,-37.93%,-44.05%,9.13%,38.07%,64.50%,9.52%,28.76%,25.13%,44.93%,39.51%,14.30%,16.66%,-9.59%
"ACN","NYSE","Accenture plc","Technology","Information Technology Services",105970.01,173.17,5.17%,10891244,8486.73,1.28,23.61%,38.82%,-2.58%,-37.21%,-35.46%,-37.91%,4.47%,7.20%,9.01%,5.59%,6.80%,-1.28%,84.35%,5.50%,21.07%,11.82%,-18.24%
"EPAM","NYSE","EPAM Systems Inc","Technology","Information Technology Services",5584.41,106.89,6.46%,1996134,1971.22,1.01,23.47%,33.56%,-6.36%,-50.98%,-47.83%,-36.57%,4.12%,13.40%,18.68%,7.56%,10.49%,15.22%,119.37%,18.93%,19.91%,16.77%,-26.56%
"MH","NYSE","McGraw Hill Inc","Consumer Defensive","Education & Training Services",2142.29,11.20,2.00%,588784,713.38,0.83,23.08%,20.56%,-8.35%,-24.38%,-32.12%,-31.50%,6.68%,-4.20%,67.97%,-2.02%,1.37%,1.19%,17.91%,8.68%,11.39%,4.04%,-15.47%
"ITRI","NASD","Itron Inc","Technology","Scientific & Technical Instruments",4537.25,102.33,-4.38%,2704232,784.13,3.45,22.98%,22.23%,17.62%,3.36%,10.20%,-25.10%,6.39%,-11.20%,-19.24%,-7.23%,4.06%,2.71%,116.47%,14.05%,18.19%,22.03%,7.85%
"GRMN","NYSE","Garmin Ltd","Technology","Scientific & Technical Instruments",56859.79,294.83,16.23%,3604232,854.04,4.22,22.59%,26.13%,18.97%,43.96%,45.34%,23.21%,2.56%,12.91%,21.82%,14.23%,11.71%,-0.28%,58.24%,2.39%,19.70%,22.71%,28.82%
"HUBS","NYSE","HubSpot Inc","Technology","Software - Application",12861.80,251.12,5.49%,1539192,1913.19,0.80,22.56%,36.13%,11.13%,-21.44%,-37.42%,-54.20%,7.66%,35.10%,248.17%,23.36%,24.50%,3.10%,97.94%,10.18%,18.36%,23.29%,-12.91%
"PPHC","NASD","Public Policy Holding Company Inc","Industrials","Consulting Services",309.94,10.56,5.92%,81625,113.10,0.72,22.36%,44.26%,-26.97%,,-13.37%,,9.54%,-13.02%,,,-0.87%,81.48%,28.43%,0.96%,21.12%,11.94%,-8.54%
"G","NYSE","Genpact Ltd","Technology","Information Technology Services",6222.58,36.71,6.07%,3549650,2820.34,1.26,22.33%,31.81%,8.13%,-18.91%,-21.53%,-18.77%,3.73%,11.59%,16.76%,6.79%,11.99%,-5.01%,94.75%,10.09%,19.86%,18.92%,-3.95%
"MNDY","NASD","Monday.Com Ltd","Technology","Software - Application",3815.24,90.25,3.63%,1792962,1743.07,1.03,22.11%,22.62%,34.20%,-27.96%,-38.84%,-67.82%,6.86%,4.02%,10.99%,24.45%,11.87%,-10.13%,81.69%,20.24%,12.18%,13.93%,-16.02%
"TEAM","NASD","Atlassian Corp","Technology","Software - Application",26462.91,104.28,4.30%,5463595,5863.28,0.93,22.11%,31.57%,49.59%,-22.10%,-35.69%,-47.88%,7.83%,48.93%,-39.84%,31.71%,24.95%,11.13%,64.44%,11.20%,15.34%,15.78%,-4.70%
"PD","NYSE","Pagerduty Inc","Technology","Software - Application",829.83,10.76,4.36%,1563273,2010.73,0.78,22.00%,14.71%,60.12%,-1.91%,-17.93%,-34.43%,5.74%,13.37%,281.29%,0.97%,5.45%,-0.03%,98.35%,9.94%,6.70%,17.19%,6.60%
"ATRC","NASD","Atricure Inc","Healthcare","Medical Instruments & Supplies",2079.93,40.89,2.87%,1387980,944.64,1.47,21.99%,42.47%,43.57%,6.46%,3.36%,28.87%,5.73%,144.64%,241.25%,12.83%,,2.81%,100.46%,10.02%,18.13%,33.49%,23.51%
"TRI","NASD","Thomson-Reuters Corp","Industrials","Specialty Business Services",46421.66,106.34,2.95%,3517027,2091.42,1.68,21.77%,28.65%,20.13%,-9.18%,-18.13%,-46.06%,5.85%,10.37%,7.25%,9.84%,12.54%,-0.08%,22.89%,10.92%,14.75%,22.06%,-0.55%
"INTA","NASD","Intapp Inc","Technology","Software - Application",2440.54,31.67,3.50%,764658,979.97,0.78,21.48%,28.32%,39.58%,-13.94%,-30.88%,-22.59%,6.45%,30.94%,-432.52%,13.15%,27.12%,-2.90%,89.59%,7.12%,12.20%,27.06%,2.59%
"DOCU","NASD","DocuSign Inc","Technology","Software - Application",11107.25,58.17,3.93%,4472463,3780.37,1.18,21.47%,29.15%,27.06%,4.96%,-14.96%,-27.18%,5.55%,17.83%,17.51%,8.72%,13.02%,6.46%,96.85%,8.83%,15.98%,20.20%,6.11%
"GDYN","NASD","Grid Dynamics Holdings Inc","Technology","Information Technology Services",568.65,6.80,10.75%,3951706,2389.07,1.65,21.43%,25.00%,21.43%,-18.47%,-24.70%,-31.38%,4.92%,11.25%,-152.41%,3.67%,14.26%,-7.95%,81.52%,7.89%,14.82%,9.18%,-6.06%
"NOW","NYSE","ServiceNow Inc","Technology","Software - Application",119695.84,115.76,4.65%,40111487,27645.20,1.45,21.27%,15.79%,27.93%,-12.17%,-24.43%,-41.72%,6.76%,16.01%,-21.91%,24.01%,20.20%,-3.14%,86.47%,5.44%,9.83%,9.93%,-7.85%
"PAYC","NYSE","Paycom Software Inc","Technology","Software - Application",8045.91,168.92,4.45%,1055661,954.78,1.11,21.26%,32.82%,35.33%,18.80%,6.00%,-28.86%,5.03%,17.89%,22.84%,7.80%,12.25%,-10.77%,97.89%,8.87%,16.23%,22.17%,16.18%
"ROP","NASD","Roper Technologies Inc","Technology","Software - Application",41181.35,408.07,4.39%,1273395,1118.27,1.14,21.19%,21.88%,15.23%,10.51%,-8.33%,-27.53%,4.06%,10.86%,232.97%,8.50%,9.97%,0.58%,100.34%,5.88%,12.67%,18.85%,6.02%
"WEX","NYSE","WEX Inc","Technology","Software - Infrastructure",6421.31,188.41,3.02%,760203,667.89,1.14,21.02%,37.80%,23.58%,20.24%,26.47%,8.24%,6.16%,24.64%,57.05%,14.24%,13.58%,-0.84%,115.07%,7.40%,16.64%,26.56%,23.61%
"ADBE","NASD","Adobe Inc","Technology","Software - Application",104713.43,263.43,5.72%,9841595,6305.92,1.56,20.64%,27.61%,8.32%,-11.43%,-24.73%,-28.94%,5.28%,16.54%,8.04%,12.69%,14.49%,-3.40%,84.91%,5.11%,15.69%,15.25%,-5.02%
"VERX","NASD","Vertex Inc","Technology","Software - Application",2155.41,13.32,0.60%,2769339,1743.11,1.59,20.54%,16.84%,5.46%,-31.09%,-33.30%,-60.40%,7.14%,25.39%,-122.81%,11.06%,24.55%,-6.05%,49.86%,9.46%,5.77%,6.59%,-16.37%
"ADSK","NASD","Autodesk Inc","Technology","Software - Application",51747.75,245.25,3.32%,2414948,2648.52,0.91,20.52%,25.61%,4.43%,-8.52%,-17.15%,-20.01%,5.11%,20.81%,229.12%,19.63%,16.18%,1.33%,93.96%,4.15%,14.90%,13.41%,-3.65%
"TTAN","NASD","ServiceTitan Inc","Technology","Software - Application",8034.39,84.22,7.44%,3169815,1577.15,2.01,20.49%,19.97%,38.79%,-8.18%,-20.92%,-28.79%,6.76%,28.32%,53.20%,24.63%,26.91%,1.60%,59.29%,16.89%,9.76%,18.10%,6.77%
"PCOR","NYSE","Procore Technologies Inc","Technology","Software - Application",7568.66,50.16,2.70%,4170921,2962.17,1.41,20.43%,22.34%,-9.67%,-20.57%,-31.04%,-34.26%,5.54%,23.18%,72.58%,15.66%,22.90%,6.93%,91.68%,11.48%,12.78%,12.00%,-14.90%
"CLF","NYSE","Cleveland-Cliffs Inc","Basic Materials","Steel",6492.75,11.38,-5.01%,31930371,20740.02,1.54,20.42%,21.32%,11.35%,-20.25%,-14.31%,4.79%,6.84%,92.18%,73.98%,5.92%,,2.31%,84.14%,14.81%,13.10%,0.40%,-0.95%
"EDU","NYSE","New Oriental Education & Technology Group Inc ADR","Consumer Defensive","Education & Training Services",9695.58,58.58,15.34%,1772509,609.71,2.91,20.34%,26.80%,9.86%,4.66%,6.45%,25.30%,2.03%,8.74%,48.92%,20.59%,15.69%,-5.86%,33.79%,2.23%,18.51%,22.88%,8.85%
"KD","NYSE","Kyndryl Holdings Inc","Technology","Information Technology Services",3089.44,14.01,4.94%,6150401,4400.19,1.40,20.26%,24.87%,4.09%,-41.21%,-47.25%,-63.61%,4.94%,23.84%,-73.48%,-0.82%,23.30%,-7.60%,82.16%,15.07%,14.54%,17.67%,-22.49%
